industry,IndustryName,MediaTypeID,MediaType,ym,exp,y
A1,"apparel,footwear, & accessories",1,Network TV,2010,1437930,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.08333333333,993550,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.16666666667,3144995,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.25,3411559,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.33333333333,2642736,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.41666666667,1911445,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.5,2555903,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.58333333333,3872424,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.66666666667,2233776,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.75,3586983,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.83333333333,2400615,2010
A1,"apparel,footwear, & accessories",1,Network TV,2010.91666666667,3569278,2010
A1,"apparel,footwear, & accessories",1,Network TV,2011,2129725,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.08333333333,1151310,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.16666666667,2317172,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.25,3072591,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.33333333333,2117767,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.41666666667,1652374,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.5,1585914,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.58333333333,2855323,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.66666666667,2424836,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.75,1980760,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.83333333333,2040284,2011
A1,"apparel,footwear, & accessories",1,Network TV,2011.91666666667,2384554,2011
A1,"apparel,footwear, & accessories",1,Network TV,2012,1163090,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.08333333333,1286742,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.16666666667,1232650,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.25,2338250,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.33333333333,1917900,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.41666666667,1371550,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.5,1247350,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.58333333333,2044150,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.66666666667,2453281,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.75,2020867,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.83333333333,2274321,2012
A1,"apparel,footwear, & accessories",1,Network TV,2012.91666666667,2022453,2012
A1,"apparel,footwear, & accessories",1,Network TV,2013,1468686,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.08333333333,1199779,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.16666666667,3272537,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.25,1693379,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.33333333333,1734176,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.41666666667,1961371,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.5,3553295,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.58333333333,3088767,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.66666666667,2874565,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.75,2007726,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.83333333333,2431878,2013
A1,"apparel,footwear, & accessories",1,Network TV,2013.91666666667,3424193,2013
A1,"apparel,footwear, & accessories",1,Network TV,2014,1124821,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.08333333333,1384656,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.16666666667,2057550,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.25,2999325,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.33333333333,1851879,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.41666666667,1659500,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.5,1841850,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.58333333333,2084450,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.66666666667,2425250,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.75,1169200,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.83333333333,1647479,2014
A1,"apparel,footwear, & accessories",1,Network TV,2014.91666666667,2300650,2014
A1,"apparel,footwear, & accessories",1,Network TV,2015,1320450,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.08333333333,874200,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.16666666667,2675800,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.25,3270100,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.33333333333,2584000,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.41666666667,2902250,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.5,1934450,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.58333333333,2685285,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.66666666667,2393900,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.75,1962833,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.83333333333,2186082,2015
A1,"apparel,footwear, & accessories",1,Network TV,2015.91666666667,1356783,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2010,2833423,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.08333333333,4253350,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.16666666667,14836537,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.25,20943842,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.33333333333,14357611,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.41666666667,15199031,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.5,9959934,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.58333333333,31375408,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.66666666667,21304381,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.75,27108460,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.83333333333,29322683,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2010.91666666667,29996661,2010
A1,"apparel,footwear, & accessories",2,Cable TV,2011,4601683,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.08333333333,7760107,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.16666666667,25248144,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.25,28169198,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.33333333333,18851994,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.41666666667,10535824,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.5,11183793,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.58333333333,35732723,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.66666666667,25503023,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.75,21879308,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.83333333333,25117345,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2011.91666666667,20333053,2011
A1,"apparel,footwear, & accessories",2,Cable TV,2012,7430861,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.08333333333,13040075,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.16666666667,16896131,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.25,26674481,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.33333333333,14167790,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.41666666667,13238802,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.5,20957156,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.58333333333,40638000,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.66666666667,37403337,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.75,33373378,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.83333333333,24183850,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2012.91666666667,25778675,2012
A1,"apparel,footwear, & accessories",2,Cable TV,2013,14754298,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.08333333333,15547034,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.16666666667,24124064,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.25,23073206,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.33333333333,15922230,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.41666666667,15001102,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.5,20378432,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.58333333333,27213645,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.66666666667,29643118,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.75,30639609,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.83333333333,25990518,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2013.91666666667,32227166,2013
A1,"apparel,footwear, & accessories",2,Cable TV,2014,8755558,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.08333333333,16478196,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.16666666667,15001252,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.25,24582988,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.33333333333,18214137,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.41666666667,13102812,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.5,13734713,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.58333333333,22149711,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.66666666667,24836747,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.75,16678994,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.83333333333,23937273,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2014.91666666667,29651477,2014
A1,"apparel,footwear, & accessories",2,Cable TV,2015,8031406,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.08333333333,12314220,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.16666666667,20647926,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.25,23762878,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.33333333333,21198847,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.41666666667,13698577,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.5,12721503,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.58333333333,18593910,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.66666666667,28770647,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.75,23546737,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.83333333333,24076314,2015
A1,"apparel,footwear, & accessories",2,Cable TV,2015.91666666667,26514344,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010,319305,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.08333333333,208091,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.16666666667,860966,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.25,1256120,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.33333333333,695475,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.41666666667,257641,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.5,965715,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.58333333333,1809427,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.66666666667,1153644,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.75,2733643,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.83333333333,1044543,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2010.91666666667,1042331,2010
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011,219125,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.08333333333,198372,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.16666666667,2139315,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.25,2407928,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.33333333333,888186,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.41666666667,230623,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.5,422886,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.58333333333,921448,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.66666666667,1098707,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.75,2826650,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.83333333333,1917936,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2011.91666666667,213011,2011
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012,165703,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.08333333333,1106839,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.16666666667,484943,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.25,495578,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.33333333333,1032235,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.41666666667,382057,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.5,345346,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.58333333333,486173,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.66666666667,963382,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.75,2773607,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.83333333333,1103718,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2012.91666666667,222596,2012
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013,324440,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.08333333333,371185,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.16666666667,717663,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.25,501293,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.33333333333,877792,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.41666666667,551546,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.5,1573749,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.58333333333,1144750,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.66666666667,1677836,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.75,2558949,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.83333333333,789609,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2013.91666666667,1411900,2013
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014,117588,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.08333333333,813675,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.16666666667,329722,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.25,225152,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.33333333333,485227,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.41666666667,541924,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.5,459555,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.58333333333,1010420,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.66666666667,1311005,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.75,324572,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.83333333333,543599,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2014.91666666667,1365877,2014
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015,66803,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.08333333333,63156,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.16666666667,229750,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.25,1463905,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.33333333333,2286541,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.41666666667,568523,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.5,930864,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.58333333333,1333227,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.66666666667,1089120,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.75,457970,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.83333333333,342351,2015
A1,"apparel,footwear, & accessories",3,Syndicated TV,2015.91666666667,558161,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2010.16666666667,158636,2010
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2010.41666666667,1024092,2010
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2010.5,623074,2010
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2010.58333333333,1275888,2010
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2010.66666666667,1443552,2010
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2010.75,1069636,2010
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2010.83333333333,646651,2010
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2010.91666666667,1167603,2010
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2011.16666666667,465118,2011
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2011.25,336418,2011
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2011.33333333333,729683,2011
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2011.5,349431,2011
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2011.58333333333,1660312,2011
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2011.66666666667,2103526,2011
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2011.75,1667329,2011
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2011.83333333333,621251,2011
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2011.91666666667,1374168,2011
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2012.16666666667,775383,2012
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2012.25,737429,2012
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2012.33333333333,679938,2012
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2012.5,15501,2012
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2012.58333333333,473940,2012
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2012.66666666667,1954437,2012
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2012.75,765180,2012
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2012.83333333333,134943,2012
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.08333333333,302617,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.16666666667,345088,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.25,124434,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.33333333333,339306,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.41666666667,606921,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.5,343162,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.58333333333,1052759,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.66666666667,704492,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.75,1051450,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.83333333333,662226,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2013.91666666667,1675426,2013
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.08333333333,97397,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.16666666667,208442,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.25,344682,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.33333333333,967105,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.41666666667,538427,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.5,305184,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.58333333333,801164,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.66666666667,645709,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.75,159637,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.83333333333,569012,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2014.91666666667,3296410,2014
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015,408679,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.08333333333,351245,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.16666666667,1712982,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.25,1415763,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.33333333333,85999,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.41666666667,738323,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.5,574947,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.58333333333,1033977,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.66666666667,1565550,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.75,1657049,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.83333333333,1359331,2015
A1,"apparel,footwear, & accessories",4,Spanish Language Network TV,2015.91666666667,1801571,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2010,2448762,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.08333333333,1474107,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.16666666667,1762697,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.25,1246269,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.33333333333,1538943,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.41666666667,1037149,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.5,1056003,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.58333333333,1517551,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.66666666667,1253018,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.75,743394,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.83333333333,2394938,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.91666666667,4175212,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2010.91666666667,145911,2010
A1,"apparel,footwear, & accessories",5,Spot TV,2011,1587868,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.08333333333,655515,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.16666666667,1017455,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.25,1378608,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.33333333333,1009947,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.41666666667,235180,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.5,385461,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.58333333333,1196609,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.66666666667,723002,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.75,1036465,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.83333333333,2590583,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.91666666667,4176994,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2011.91666666667,221493,2011
A1,"apparel,footwear, & accessories",5,Spot TV,2012,1125406,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.08333333333,832159,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.16666666667,2156096,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.25,2962827,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.33333333333,781393,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.41666666667,173939,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.5,331135,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.58333333333,1807848,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.66666666667,1193601,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.75,969547,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.83333333333,3829425,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.91666666667,5742393,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2012.91666666667,1648,2012
A1,"apparel,footwear, & accessories",5,Spot TV,2013,223425,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.08333333333,359664,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.16666666667,1624823,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.25,1802544,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.33333333333,1013920,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.41666666667,1216063,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.5,640772,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.58333333333,2027322,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.66666666667,1604280,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.75,1171973,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.83333333333,2580100,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.91666666667,5123038,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2013.91666666667,10261,2013
A1,"apparel,footwear, & accessories",5,Spot TV,2014,267036,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.08333333333,286869,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.16666666667,827044,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.25,2499054,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.33333333333,1038953,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.41666666667,675905,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.5,591402,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.58333333333,1296584,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.66666666667,1098357,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.75,1473461,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.83333333333,1752285,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.91666666667,3593871,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2014.91666666667,10219,2014
A1,"apparel,footwear, & accessories",5,Spot TV,2015,264723,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.08333333333,116349,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.16666666667,898420,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.25,1771025,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.33333333333,1042051,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.41666666667,1454947,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.5,292654,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.58333333333,771538,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.66666666667,934930,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.75,1918479,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.83333333333,2681559,2015
A1,"apparel,footwear, & accessories",5,Spot TV,2015.91666666667,3584522,2015
