ym,industry,MediaTypeID,count,exp,seconds,products,brands,nunique.ads,nunique.days
2011-01,B1,2,249972,379758565,8553096,99,808,7379,31
2011-02,B1,2,223488,306092990,7463590,100,800,7161,28
2011-03,B1,2,248194,343064043,8311175,98,861,8172,31
2011-04,B1,2,235143,298745909,7749030,102,827,11182,30
2011-05,B1,2,245142,298000755,8007304,105,845,11053,31
2011-06,B1,2,245505,313249819,8207165,107,865,12129,30
2011-07,B1,2,251758,305819172,8618105,107,823,11535,31
2011-08,B1,2,257512,334325767,8721840,102,875,12549,31
2011-09,B1,2,233255,316753152,8227805,104,966,14476,30
2011-10,B1,2,234961,331359054,8471575,104,933,11951,31
2011-11,B1,2,221381,325822353,8002540,109,919,12079,30
2011-12,B1,2,224503,339269542,8574169,107,906,10094,31
2011-01,B1,1,4418,43747282,137447,45,192,879,31
2011-07,B1,1,5834,62157806,192173,40,185,817,31
2011-02,B1,1,3976,41023580,125554,46,188,802,28
2011-09,B1,1,4865,43477939,153946,39,194,808,30
2011-04,B1,1,4354,37584347,140219,45,204,759,30
2011-03,B1,1,4567,44815909,143405,46,207,1012,31
2011-06,B1,1,5038,45804330,164095,40,183,824,30
2011-08,B1,1,5969,60067552,192086,41,185,801,31
2011-10,B1,1,5186,53505377,175493,37,197,831,31
2011-11,B1,1,4270,39079762,146580,41,203,832,30
2011-12,B1,1,4999,56038174,172962,38,189,792,31
2011-05,B1,1,4699,37038170,144341,40,196,805,31
2011-01,B1,4,7034,38003107,230220,25,106,443,31
2011-02,B1,4,5706,29716141,187355,23,98,442,28
2011-03,B1,4,7324,36056637,231250,28,105,456,31
2011-04,B1,4,6756,37822748,213620,25,101,490,30
2011-06,B1,4,6567,35036736,209585,24,105,461,30
2011-05,B1,4,6822,38243410,214635,26,105,491,31
2011-07,B1,4,6803,39914903,236695,25,110,449,31
2011-08,B1,4,7584,48083083,276750,31,121,507,31
2011-09,B1,4,7470,45899922,266140,32,124,536,30
2011-10,B1,4,8060,50078919,279080,33,122,632,31
2011-11,B1,4,8739,57416796,304195,35,125,585,30
2011-12,B1,4,9268,58754049,331075,37,129,767,31
2011-01,B1,22,16066,9219606,616185,31,116,533,31
2011-02,B1,22,14059,7170734,530055,35,117,502,28
2011-03,B1,22,16468,8705839,592995,35,112,557,31
2011-05,B1,22,16191,12235839,597020,33,120,535,31
2011-04,B1,22,14646,10824534,553410,34,122,597,30
2011-06,B1,22,15379,11897863,545065,36,127,579,30
2011-07,B1,22,13846,10643568,503985,32,125,537,31
2011-08,B1,22,14827,8453828,523095,33,124,595,31
2011-09,B1,22,15985,11465391,552035,35,134,588,30
2011-10,B1,22,15964,9059770,565340,34,131,678,31
2011-11,B1,22,17314,8889076,598750,36,123,916,30
2011-12,B1,22,19771,10592382,684735,35,117,588,31
