ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days,total.imp
2013-12,G4,27,2,4860,1,1,1,2,422660
2014-01,G4,27,7,38872,2,2,2,7,1002599
2014-05,F1,27,124,2446624,4,6,7,31,76838624
2014-06,F1,27,136,1933204,4,5,7,30,61438617
2014-09,B1,27,330,5541418,11,14,27,30,148536928
2014-02,B1,28,2075,3526844,21,53,139,28,64003629
2014-03,B1,28,1736,5100428,22,52,107,31,110041619
2014-04,B1,27,115,1728006,6,7,11,30,78205107
2014-05,B1,27,242,2696170,11,15,18,31,81656327
2014-06,B2,28,167,239161,4,5,6,30,4068814
2014-07,B2,28,80,65092,3,4,5,31,1100462
2014-10,B2,28,62,549623,4,4,5,29,9369057
2014-11,B2,28,296,1605367,4,11,20,30,27284016
2014-12,B2,28,498,1978165,4,11,26,28,33722050
2014-04,G7,27,87,1119207,3,3,7,30,76651773
2014-05,G7,27,79,635890,5,6,9,31,28200902
2014-08,G7,27,348,4911322,6,9,16,31,221413225
2014-09,G7,27,201,1894396,5,9,14,30,43445872
2014-10,G7,27,152,3181889,1,4,11,31,72344920
2014-11,G7,27,288,4073630,7,10,17,30,148657784
2014-12,G7,27,182,3906687,4,6,13,25,103708454
2014-06,T4,28,390,549627,4,10,17,30,9368662
2014-07,T4,28,116,401046,3,5,6,31,6836219
2014-10,T4,28,61,337016,4,4,5,31,5744028
2014-04,B1,28,265,191941,21,48,55,30,3243809
2014-05,B1,28,3337,6318141,33,145,284,31,108078217
2014-06,B1,28,7682,10729039,36,178,359,30,182918336
2014-09,B1,28,2785,2773599,25,100,188,30,47237927
2014-05,T4,27,68,1257361,3,4,7,31,41019217
2014-06,T4,27,121,1333476,3,3,5,30,28220501
2014-09,D1,27,83,1285516,5,6,7,30,25782459
2014-10,D1,27,26,653189,2,2,5,13,11916654
2014-11,T1,27,145,2336400,3,8,9,30,70592902
2014-02,T1,28,340,1383674,4,7,16,28,23402159
2014-03,T1,28,373,768295,3,6,21,31,13077643
2014-04,T1,28,123,59109,4,9,17,30,779649
2014-05,T1,28,610,782332,4,13,48,31,12780316
2014-06,T1,28,1179,2425349,3,14,51,30,41575212
2014-07,T1,28,2640,4300131,3,12,162,31,73528582
2014-06,G7,27,110,1271262,4,4,6,30,42094805
2014-07,G7,27,169,2280860,6,7,14,31,100507546
2014-12,B1,28,5179,16400403,26,169,290,28,279572815
2014-03,T4,28,37,31089,2,2,2,30,530161
2014-11,B1,28,3604,6270313,24,120,208,30,106437053
2014-08,B1,28,4181,7335190,28,103,209,31,124907762
2014-03,B4,27,304,5187967,7,17,24,31,147792912
2014-02,B2,28,98,744174,3,4,4,28,12693661
2014-03,B2,28,70,115064,4,4,4,31,1961811
2014-05,B2,28,74,75421,4,4,4,31,1285783
2014-08,B2,28,21,510573,1,1,1,21,8702556
2014-12,G3,28,400,418900,11,19,27,28,7206951
2014-07,T1,27,465,7905516,4,10,38,31,196783947
2014-11,G3,27,146,2964733,6,8,15,30,51951753
2014-07,B1,28,4571,12328556,31,128,255,31,210581974
2014-12,T1,27,97,1542037,3,5,5,28,35026367
2014-07,T4,27,80,587154,3,3,3,31,31131551
2014-10,T4,27,68,410843,2,2,4,31,7104841
2014-11,T4,27,106,1754469,4,4,8,30,51899526
2014-12,T4,27,108,2919680,4,4,6,28,49851034
2014-07,A1,27,38,140743,1,3,4,24,6370142
2014-08,A1,27,87,866069,1,2,3,31,41132215
2014-08,D1,27,193,3094146,5,6,10,31,58185740
2014-08,G7,28,566,1918144,8,12,24,31,32614469
2014-09,G7,28,403,542506,11,16,25,30,9178815
2014-07,H3,27,68,1833009,2,4,8,28,34465348
2014-06,H3,28,135,687973,3,3,7,30,11728685
2014-07,H3,28,72,860806,2,2,3,31,14670500
2014-02,H2,27,8,225364,1,1,1,8,3842552
2014-03,H2,27,4,88840,1,1,1,4,1514776
2014-11,H2,27,28,239238,1,1,2,14,4079060
2014-12,H2,27,35,1102962,1,1,2,28,18805899
2014-01,B1,28,526,2060958,14,33,53,31,34857261
2014-10,B1,28,2952,3554206,23,101,188,31,60504113
2014-08,T1,28,3489,4925062,3,12,264,31,84122064
2014-09,T1,28,465,455086,2,9,24,30,7886310
2014-10,T1,28,387,410219,3,10,20,31,7152443
2014-11,T1,28,383,536659,2,9,18,30,9285673
2014-12,T1,28,446,1687314,2,9,28,28,28846028
2014-05,G3,28,773,975608,8,17,48,31,16151302
2014-02,G5,27,1,7006,1,1,1,1,119450
2014-03,G5,27,27,237367,1,1,1,27,4047211
2013-12,T1,27,16,661514,4,5,8,2,20031780
2014-05,T1,27,108,1466333,4,7,11,23,46589760
2014-06,T1,27,266,4437475,3,9,17,30,102554860
2014-08,T1,27,867,3804448,4,7,53,31,71379837
2014-09,T1,27,112,632722,3,5,7,30,24845792
2014-06,F3,27,53,512920,1,2,3,27,8745249
2014-05,T4,28,138,172352,4,9,14,31,2937629
2014-07,F2,27,142,6048086,2,3,7,31,174173748
2014-09,F2,27,231,4418752,3,4,18,30,119186315
2014-06,F2,27,173,4612306,2,2,9,30,158596135
2014-08,F2,27,120,4574473,2,2,7,31,134114519
2014-10,F2,27,174,3249909,4,5,14,31,53674088
2014-10,G3,28,393,319103,7,15,18,31,5431988
2014-09,G3,28,358,308351,6,13,23,30,5183828
2014-05,G3,27,228,3947196,6,9,18,31,86453687
2014-06,G3,27,287,4286996,6,14,21,30,81952107
2014-07,G3,27,462,5255217,7,10,29,31,95389257
2014-08,G3,27,302,3801940,5,8,18,31,67389846
2014-12,G3,27,138,999123,5,7,11,28,17566318
2014-01,G3,28,30,14247,2,3,3,25,237206
2014-02,G3,28,94,57813,3,5,6,28,960020
2014-03,G3,28,196,697422,4,7,10,31,11887120
2014-04,G3,28,45,10953,3,5,5,30,197409
2014-08,G3,28,493,391700,5,12,24,31,6567163
2014-11,G3,28,275,145709,6,11,16,30,2415333
2014-01,B2,28,44,9583,2,2,2,29,172110
2014-05,G2,27,6,274722,1,1,1,6,4684078
2014-06,G2,27,26,1442192,1,1,1,26,24589809
2014-02,T4,27,52,1667289,3,3,4,28,43425103
2014-03,T4,27,81,2051120,3,3,6,27,54479558
2014-08,T4,27,69,88700,3,3,3,31,1878602
2014-09,T4,27,39,10902,2,2,3,30,253681
2014-07,G7,28,391,902200,10,12,23,31,15319914
2014-06,G7,28,940,1044600,17,21,48,30,17769111
2014-10,G7,28,241,132719,8,11,17,31,2262185
2014-04,G3,27,55,968269,3,4,7,30,37668839
2014-03,G7,28,190,508088,6,7,12,31,11299187
2014-04,G7,28,129,393229,7,9,19,30,11167394
2014-02,G7,27,49,319111,3,3,3,28,11052971
2014-02,T1,27,69,946150,3,4,6,28,45615930
2014-03,T1,27,60,1379108,3,3,4,27,45235628
2014-05,G4,27,140,3419943,2,9,13,31,75917062
2014-06,G4,27,252,3505548,3,11,16,29,86628363
2014-07,G4,27,7,163290,1,1,1,7,2784131
2014-08,G4,27,59,1095807,4,4,5,31,20861963
2014-11,G4,27,212,4263628,5,14,16,28,82511650
2014-12,G4,27,279,9556229,5,14,18,28,162935890
2014-09,B4,28,55,139231,3,3,3,30,2372671
2014-12,B4,28,89,418717,4,4,7,28,7119753
2014-07,F1,27,39,659904,4,4,4,25,16743672
2014-06,G4,28,40,47005,2,2,2,30,801668
2014-07,G4,28,31,36487,1,1,1,31,621526
2014-08,G4,28,21,25212,1,1,1,21,429699
2013-12,B1,28,6,3768,3,3,3,2,60348
2014-01,H3,27,32,997686,3,5,6,21,17219883
2014-02,H3,27,81,1528703,3,4,6,25,26716046
2014-08,H3,27,32,725014,2,3,4,21,14529481
2014-09,H3,27,41,471262,2,3,4,27,9099262
2014-03,G3,27,90,1051516,5,5,6,31,20461160
2014-10,T1,27,112,2269581,3,4,7,31,38299686
2014-07,T2,27,28,105152,1,1,1,28,2287076
2014-08,T2,27,28,124856,1,1,1,28,2715896
2013-12,B1,27,8,348432,3,4,4,2,16491082
2014-01,B1,27,175,2999287,8,10,14,31,67248604
2014-02,D2,27,77,963184,3,3,4,28,18225479
2014-07,D2,27,81,1349993,4,4,5,31,23005593
2014-08,D2,27,56,714695,3,3,3,28,12179257
2014-09,D2,27,41,306612,4,4,4,23,5193455
2014-10,D2,27,35,161883,3,3,3,31,2667810
2014-11,D2,27,141,1788369,5,6,10,30,36522109
2014-12,D2,27,88,643600,3,3,4,28,18093316
2014-01,G7,27,12,84847,3,3,3,10,4163869
2014-03,G7,27,58,872999,3,3,5,31,29858739
2014-12,F1,27,83,1873937,4,4,5,25,33500195
2014-03,B6,27,11,391180,1,1,2,11,8790223
2014-04,B6,27,33,592806,1,1,2,30,27832965
2014-05,B6,27,50,1786746,1,1,2,28,45163392
2014-06,B6,27,29,516706,1,1,1,29,8809876
2014-11,B6,27,24,212670,1,1,1,24,3135753
2014-12,B6,27,17,340368,1,1,1,17,5803392
2014-01,F2,27,52,1872606,1,1,2,26,31928400
2014-02,F2,27,102,2289417,1,1,5,28,57164174
2014-03,F2,27,58,1904704,1,1,4,27,34475324
2014-04,F2,27,9,130023,1,1,3,3,3103971
2014-05,F2,27,85,3400452,1,1,3,31,103373387
2014-11,F2,27,149,1335488,2,3,9,30,22515842
2014-12,F2,27,140,2805600,1,1,5,28,47836568
2014-02,G3,27,56,435487,5,5,5,25,8223925
2014-05,G7,28,771,348435,15,19,54,31,5863826
2014-09,B4,27,199,2860725,6,13,19,30,71128623
2014-06,H5,27,25,4831,2,2,4,14,75753
2014-07,H5,27,98,36345,2,2,4,31,570629
2014-08,H5,27,88,35182,3,3,4,31,537906
2014-06,H5,28,14,17428,1,1,5,4,297186
2014-07,H5,28,183,120759,1,1,8,31,2058382
2014-08,H5,28,133,87151,1,1,6,28,1485016
2014-11,T4,28,64,379859,4,4,5,30,6473898
2014-12,T4,28,175,1073204,4,5,9,28,18284427
2013-12,G3,28,2,986,1,1,1,2,10990
2014-05,H4,27,30,319026,2,2,2,30,7481900
2014-06,H4,27,26,375767,1,1,1,26,6406989
2014-06,B3,27,15,579410,1,1,1,15,9879109
2014-09,B3,27,8,259664,1,1,1,8,4427344
2014-11,B3,27,39,1853562,1,2,4,14,33150645
2014-12,B3,27,46,1787182,1,3,4,26,31719824
2014-05,H3,27,37,789464,2,4,4,31,18664602
2014-06,A1,27,18,27141,1,1,2,18,501705
2014-04,D1,27,3,49683,1,1,1,3,847125
2013-12,G3,27,4,116316,2,2,2,2,1982018
2014-01,G3,27,46,303830,6,6,6,31,6668373
2014-01,T4,28,41,92288,3,3,4,24,5711930
2014-02,T4,28,55,134434,2,2,2,28,2290963
2014-11,G7,28,350,971173,10,12,19,30,12864001
2014-12,G7,28,343,1026934,8,9,19,28,17408206
2014-12,D2,28,494,803524,7,18,23,28,13653500
2014-01,D2,28,324,129543,4,10,21,31,2135369
2014-02,D2,28,324,123879,6,11,19,28,2033227
2014-03,D2,28,408,790354,7,10,24,31,13348708
2014-05,D2,28,638,269099,7,16,43,31,4562459
2014-04,D2,28,84,19518,5,6,14,30,328752
2014-06,D2,28,1160,906819,8,19,48,30,15392645
2014-07,D2,28,629,502694,6,11,24,31,8569399
2014-08,D2,28,543,410470,7,9,20,31,6996074
2014-09,D2,28,516,193207,8,11,25,30,3292954
2014-10,D2,28,400,260419,7,10,19,31,4438536
2014-11,D2,28,412,386640,7,13,19,30,6591753
2014-02,G7,28,86,269783,4,4,5,28,4594976
2014-12,F3,27,4,32532,1,1,1,4,810356
2014-03,G4,27,45,399448,2,3,3,31,9602418
2014-08,F1,27,62,547747,2,2,2,31,40305034
2014-09,F1,27,50,478799,2,3,3,18,24927017
2014-02,B1,27,239,3104744,8,11,18,28,57923348
2014-03,B1,27,194,3041905,8,10,14,31,60463285
2014-04,H3,27,3,70380,1,1,1,3,1200000
2014-04,T4,27,27,853338,2,2,3,24,25101489
2014-08,T4,28,35,80316,2,2,2,21,1368790
2014-09,T6,28,9,2880,1,1,1,9,49134
2014-10,T6,28,9,5850,1,1,1,9,99681
2014-02,F1,27,23,413014,2,2,2,22,45755907
2014-03,F1,27,48,585208,2,3,3,31,49261031
2014-04,F1,27,43,514095,4,5,5,23,34521596
2014-04,H5,27,10,133239,1,1,1,10,4780142
2014-06,B5,28,4,2251,1,1,1,4,24892
2014-07,B5,28,31,19090,1,1,1,31,210915
2014-08,B5,28,21,15375,1,1,1,21,169722
2013-12,G7,27,4,84340,2,2,2,2,4158072
2013-12,D2,28,12,1352,1,4,6,2,12620
2013-12,F1,27,2,16540,1,1,1,2,400916
2014-01,F1,27,9,248097,1,1,1,9,6013758
2014-11,F1,27,3,24396,1,1,1,3,607767
2014-04,B2,28,33,3552,2,2,2,30,60561
2014-05,A1,28,6,24344,1,1,1,6,415018
2014-06,A1,28,29,137956,1,1,1,29,2351797
2014-09,T2,27,21,361528,1,1,3,12,9409791
2014-10,T2,27,46,1559011,1,1,2,23,33872383
2014-05,B5,27,27,512085,1,1,2,27,8731209
2014-06,B5,27,29,221298,1,1,1,29,3773307
2014-10,B5,27,1,76393,1,1,1,1,44501
2014-11,B5,27,30,1451470,1,1,1,30,845526
2014-12,B5,27,4,197144,1,1,1,4,114844
2014-02,B5,27,14,171540,1,1,2,14,2924748
2014-11,D1,27,52,550180,2,2,3,28,12251768
2014-06,B6,28,40,17322,1,1,3,18,295370
2014-07,B6,28,146,82828,1,1,6,31,1412867
2014-08,B6,28,166,75712,1,1,6,31,1290503
2014-09,B6,28,75,13615,1,1,4,30,232225
2014-10,B6,28,19,2747,1,1,3,17,46885
2014-11,B6,28,30,14606,1,1,1,30,249150
2014-12,B6,28,28,24596,1,1,1,28,419568
2014-04,T1,27,20,2896,1,1,1,20,29209
2014-04,G4,27,11,209432,1,3,3,8,1432708
2014-01,H4,27,24,51391,1,3,3,22,6455300
2014-02,H4,27,64,245842,2,4,6,28,11613151
2014-03,H4,27,67,186999,2,2,3,27,9133019
2014-04,H4,27,3,6042,1,1,1,3,1248450
2014-07,H4,27,21,39394,1,1,1,21,8137240
2014-08,H4,27,28,50872,1,1,1,28,10505608
2014-10,H4,27,34,68175,1,1,2,29,15017415
2014-11,H4,27,60,125370,1,1,3,30,33576114
2014-12,H4,27,18,10536,1,1,1,18,7876128
2014-09,B2,28,54,12886,1,1,6,18,219498
2014-03,D2,27,40,410127,2,2,2,27,12066546
2014-05,D2,27,47,823902,2,3,3,31,26427530
2014-06,D2,27,69,1515721,3,4,5,27,35917784
2014-03,H3,27,19,230896,2,3,3,13,3936822
2014-10,H3,27,11,86573,1,3,3,7,1476104
2014-03,B3,28,21,36249,1,1,1,21,618018
2014-04,B3,28,3,9228,1,1,1,3,157248
2014-05,B3,28,7,4034,1,1,1,7,68764
2014-06,B3,28,51,122257,1,2,3,30,2084789
2014-10,H1,28,28,9680,1,1,1,28,164936
2014-09,A1,27,6,196572,1,2,2,6,3343918
2014-07,A1,28,14,2042,1,1,1,14,34884
2014-08,A1,28,31,6399,1,1,1,31,109227
2014-09,A1,28,4,664,1,1,1,4,11276
2014-01,G7,28,68,108786,3,3,4,29,1855323
2014-10,A1,27,37,1282582,1,2,2,23,21868278
2014-11,A1,27,31,435447,1,2,2,24,7716255
2013-12,B4,28,2,240,1,1,1,2,5200
2014-01,B4,28,9,3600,1,1,1,9,78003
2014-06,H3,27,62,1903184,3,4,7,30,32494543
2014-01,T4,27,28,329861,2,2,2,28,5623233
2014-12,B5,28,37,23227,1,1,3,17,395501
2014-02,G4,27,70,529782,3,4,5,28,13094027
2014-05,F3,28,16,109282,1,1,1,16,1862062
2014-06,F3,28,43,220477,1,1,2,29,3758617
2014-11,F3,28,10,92446,1,1,1,10,1575262
2014-12,F3,28,4,100848,1,1,1,4,1718832
2014-03,B7,28,14,32300,1,1,1,14,550330
2014-05,B7,28,6,1978,1,1,1,6,33746
2014-06,B7,28,29,11207,1,1,1,29,191219
2014-01,H3,28,13,17076,1,1,1,13,290799
2014-03,H3,28,10,23548,1,1,1,10,401216
2014-05,H3,28,24,18898,2,2,4,6,322054
2014-08,H3,28,24,148494,1,1,3,17,2529714
2014-09,H3,28,18,98658,1,1,1,18,1681776
2014-11,H3,28,10,62394,1,1,1,10,1063484
2014-12,H3,28,69,548363,1,1,3,28,9347362
2014-11,G4,28,10,22008,1,1,1,10,375042
2014-12,G4,28,4,23744,1,1,1,4,404452
2014-04,R1,27,3,116178,1,1,1,3,1980885
2014-05,R1,27,8,147593,1,1,2,8,2516529
2014-09,G4,27,58,265872,3,3,3,30,8238089
2014-10,G4,27,34,460231,4,4,4,23,9539465
2014-02,A1,27,14,267826,1,1,1,14,4670288
2014-04,T4,28,3,12921,1,1,1,3,220200
2013-12,T4,27,2,490,1,1,1,2,7414
2013-12,T4,28,4,3186,1,1,2,2,205924
2014-02,H3,28,32,49349,1,1,3,18,841273
2013-12,B3,27,4,180436,2,2,2,2,3125454
2014-01,B3,27,4,180436,2,2,2,2,3125454
2014-05,H5,27,19,505,1,1,1,19,8134
2014-09,H5,27,42,6950,2,2,3,30,84872
2014-10,H5,27,27,3828,2,2,4,24,34125
2014-11,H5,27,13,2460,1,1,1,13,15836
2014-04,D2,27,3,2358,1,1,1,3,487674
2014-07,F3,27,28,305200,1,1,2,28,5203889
2014-08,F3,27,21,278556,1,1,1,21,4749405
2014-01,G4,28,5,17051,1,1,1,5,290705
2014-02,G4,28,20,99868,1,1,1,20,1702700
2014-05,G4,28,6,7440,1,1,1,6,126940
2014-09,T4,28,29,43228,1,1,2,19,736285
2013-12,H3,27,4,77220,2,2,2,2,1433476
2014-11,B3,28,10,52160,1,1,1,10,888568
2014-12,B3,28,18,189144,1,1,1,18,3224352
2014-04,H2,27,6,6210,1,1,1,6,179883
2014-05,H2,27,31,48326,1,1,1,31,1399975
2014-06,H2,27,5,5938,1,1,1,5,172065
2014-07,B3,28,6,101022,1,1,2,3,1722273
2014-10,B3,27,15,447752,1,1,2,11,8514274
