ym,industry,MediaTypeID,count,exp,avg.off,products,brands,nunique.ads,nunique.coupons,nunique.days
2014-10,A1,12,133,95845,2.14285714285714,4,7,13,133,3
2014-09,A1,12,235,226991,4.41702127659574,2,3,4,235,2
2014-04,H5,12,184,151162,3.07065217391304,2,4,15,184,2
2014-01,H5,12,54,69282,3.2037037037037,3,3,12,54,1
2014-08,H5,12,182,137708,3.07692307692308,2,4,15,182,2
2014-01,B3,12,200,235286,1.395,4,7,11,200,2
2014-05,T6,12,33,37861,1,2,2,2,33,2
2014-07,T6,12,29,16233,2,1,1,1,29,1
2014-04,T6,12,17,10830,0.75,1,1,1,17,1
2014-08,T6,12,16,8526,2,1,1,1,16,1
2014-05,T1,12,138,118890,1.59420289855072,1,4,10,138,2
2014-11,H5,12,82,59482,3,1,2,2,82,1
2014-03,B3,12,49,75746,1.5,1,1,3,49,1
2014-12,B3,12,37,59631,1,1,1,1,37,1
2014-02,G4,12,91,111585,2.89010989010989,2,2,3,91,2
2014-02,G5,12,1477,1122360,1.56357481381178,7,25,49,1477,4
2014-07,B3,12,128,165067,1,3,3,5,128,2
2014-03,A1,12,110,83976,3.89090909090909,1,2,2,110,2
2014-05,A1,12,226,118104,2.76991150442478,1,4,4,226,2
2014-06,A1,12,139,111445,3.1294964028777,2,4,6,139,2
2014-01,B4,12,43,53202,0.697674418604651,1,1,5,43,1
2014-05,B4,12,44,51705,1,1,1,1,44,1
2014-07,G4,12,61,75221,8,1,1,1,61,1
2014-06,G4,12,72,43872,5,1,1,1,72,1
2014-03,F3,12,22,38583,1.68181818181818,2,2,3,22,2
2014-12,F3,12,24,36783,3.20833333333333,3,4,16,24,2
2014-10,T1,12,70,32406,3.5,2,2,2,70,1
2014-07,H5,12,32,35408,1,1,1,1,32,1
2014-05,F3,12,43,56770,2.51162790697674,3,3,15,43,1
2014-06,F3,12,55,78207,1.89090909090909,3,4,17,55,3
2014-11,B3,12,69,101966,1.07971014492754,2,2,2,69,2
2014-11,G1,12,53,59534,1,1,1,3,53,1
2014-05,G1,12,47,52827,1,1,1,5,47,1
2014-06,G1,12,6,5590,1,1,1,2,6,1
2014-09,B4,12,51,61718,0.5,1,1,1,51,1
2014-04,A1,12,81,87954,3.59259259259259,1,2,2,81,1
2014-08,A1,12,65,60174,5.07692307692308,1,1,2,65,1
2014-02,A1,12,35,31633,5,1,1,1,35,1
2014-12,G4,12,367,354001,5.3732970027248,3,11,12,367,2
2014-07,B2,12,2,1173,0,1,1,1,2,1
2014-02,B3,12,12,29107,2,1,1,1,12,1
2014-05,B3,12,28,33835,1.5,1,1,2,28,1
2014-04,B4,12,42,28006,0.875,1,1,2,42,1
2014-10,G4,12,122,135808,4.60655737704918,3,3,3,122,2
2014-03,H1,12,60,31171,2,1,1,2,60,1
2014-05,H1,12,138,132021,1.51449275362319,2,2,2,138,1
2014-01,F3,12,10,15227,1,1,1,1,10,1
2014-09,F3,12,17,16627,1,1,1,1,17,1
2014-01,T2,12,4,5546,2.5,1,1,2,4,1
2014-05,B7,12,1,1444,0,1,1,1,1,1
2014-05,H5,12,46,34204,1.82065217391304,1,3,7,46,2
2014-06,H5,12,32,28320,2.5,1,1,2,32,1
2014-11,H3,12,35,55024,5,1,1,1,35,1
2014-04,B3,12,45,46071,1,1,1,1,45,1
2014-08,H1,12,69,40773,2,1,1,1,69,1
2014-06,B3,12,48,56874,1.25,1,1,2,48,1
2014-08,F3,12,1,1785,5,1,1,1,1,1
2014-08,G4,12,23,41113,10,1,1,2,23,1
