ym,industry,MediaTypeID,count,exp,size,products,brands,nunique.ads,nunique.days
2011-12,D2,10,10242,47025303,374202,62,2200,2559,31
2011-12,D2,9,36,1104595,1541,7,13,14,19
2011-11,D2,9,53,1510958,1806,10,21,21,20
2011-10,T1,10,23232,168220893,1733052,26,2890,3087,31
2011-05,T1,10,25338,180760098,1888744,29,3220,3440,31
2011-07,T1,10,24871,179199479,1894342,26,2934,3156,31
2011-06,T1,10,22673,156465869,1642756,28,2911,3126,30
2011-02,T1,10,22735,162694538,1712672,23,3064,3296,28
2011-11,T1,10,23488,174157646,1647460,29,3538,4757,30
2011-03,T1,10,24330,170205965,1792933,25,3071,3282,31
2011-01,T1,10,23438,168617475,1777041,23,3036,3247,31
2011-06,D2,9,29,766934,1063,6,11,11,16
2011-11,G7,10,40598,317435554,6814092,192,7178,8594,30
2011-10,B5,10,464,4257007,259571,6,54,55,31
2011-11,F1,10,176,1332983,11084,38,74,81,28
2011-10,G7,10,35751,265487526,6418980,184,5392,5547,31
2011-08,G7,10,30800,216476804,5436967,181,4819,4928,31
2011-06,G7,10,34488,236026850,5350608,187,5503,5647,30
2011-12,G7,10,45398,355656748,7586409,192,6939,8655,31
2011-10,F1,10,236,2668983,43343,35,57,59,23
2011-07,F1,16,2,126099,14,2,2,2,1
2011-09,F1,10,166,1894531,55810,34,48,50,23
2011-05,B4,9,108,3793250,5130,9,89,90,28
2011-07,B4,9,65,1951081,2502,7,48,49,23
2011-01,B4,9,104,3629187,4503,11,73,73,31
2011-09,B4,9,124,4159981,4895,10,98,98,27
2011-10,B4,9,145,5177428,6380,10,119,119,30
2011-10,B4,10,3056,21670119,863409,28,385,408,31
2011-08,B4,10,2365,14414281,665106,27,294,310,31
2011-05,B4,10,2625,18939318,880584,26,402,413,31
2011-09,B4,10,2899,20422136,660330,29,379,396,30
2011-06,B4,10,2336,18118776,691891,31,377,391,30
2011-07,B4,10,2401,15065887,580779,27,270,285,31
2011-11,B4,10,3736,20047598,513431,32,625,771,30
2011-03,B4,10,2612,17413912,781111,27,333,346,31
2011-01,B4,10,2476,21553297,1229501,28,285,295,31
2011-12,B4,10,3373,18565828,405202,35,610,735,31
2011-05,B2,9,63,1869355,2085,8,33,34,24
2011-02,B2,9,63,1614278,1713,6,31,31,22
2011-01,B2,9,54,1452746,1900,4,30,30,19
2011-04,B2,9,72,2206970,2397,8,39,40,28
2011-09,B2,9,66,1959651,2005,9,38,42,24
2011-03,B2,9,80,2384814,2668,7,40,40,26
2011-06,B2,9,55,1672923,2110,7,32,32,25
2011-10,B2,9,63,1653363,2011,7,30,32,24
2011-10,B2,10,10338,49588473,474562,15,1678,1749,31
2011-08,B2,10,7519,28009619,277356,15,1529,1592,31
2011-05,B2,10,8914,34546149,356595,14,1759,1834,31
2011-09,B2,10,7898,32977439,315786,14,1619,1688,30
2011-07,B2,10,8286,30514767,322025,14,1524,1580,31
2011-02,B2,10,7827,28574368,289494,15,1589,1666,28
2011-06,B2,10,8055,31275379,317372,13,1694,1763,30
2011-04,B2,10,8788,32659258,327928,14,1727,1789,30
2011-11,B2,10,8652,54891422,445801,15,1798,2168,30
2011-03,B2,10,8334,31005191,313969,15,1621,1690,31
2011-01,B2,10,7906,28517801,306934,14,1522,1578,31
2011-12,B2,10,6802,31251084,284405,15,1561,1847,31
2011-07,B2,15,4,47738,173,2,3,3,3
2011-08,B2,15,9,77401,316,4,8,9,2
2011-09,B2,15,9,81740,293,3,9,9,4
2011-10,B2,15,7,70286,252,3,5,5,5
2011-06,B4,9,139,4430842,4869,11,107,108,29
2011-12,B4,9,115,3525812,5075,15,65,70,28
2011-02,B4,10,2256,14140195,589091,25,320,329,28
2011-04,B4,10,2430,17147154,817767,25,364,375,30
2011-11,H3,10,286,2096039,10137,9,39,43,30
2011-12,H3,10,332,1929646,10829,8,32,36,30
2011-07,F3,10,127,535549,4115,11,51,54,24
2011-05,G7,10,39109,274444562,6354553,184,6108,6257,31
2011-09,G7,10,33907,250391662,5149921,180,5283,5418,30
2011-07,G7,10,33312,252503101,5603911,175,4704,4827,31
2011-02,G7,10,32861,227062891,5058726,174,5134,5254,28
2011-04,G7,10,35693,232299696,5163638,178,5621,5743,30
2011-03,G7,10,34730,235128624,5141470,184,5220,5360,31
2011-01,G7,10,33334,252425844,5623935,167,4580,4688,31
2011-08,G3,10,17292,51943637,361990,84,4223,4351,31
2011-07,G3,10,18168,56658795,371609,83,4244,4370,31
2011-10,H5,10,823,3039349,20669,28,80,81,31
2011-08,H5,10,698,2506139,19819,28,73,74,31
2011-05,H5,10,932,3874908,28422,37,107,108,31
2011-09,H5,10,772,2615043,18708,30,80,81,30
2011-07,H5,10,753,2390054,19340,30,71,71,31
2011-02,H5,10,513,1775147,13356,34,79,80,28
2011-06,H5,10,853,3388100,25988,30,90,92,30
2011-04,H5,10,782,2611024,20370,31,81,83,30
2011-11,H5,10,839,3244156,21786,32,100,129,30
2011-03,H5,10,616,2052178,15628,28,73,75,31
2011-01,H5,10,419,1514379,10908,25,50,53,31
2011-12,H5,10,609,1632775,13934,29,71,88,31
2011-08,T4,10,4379,16878368,114236,33,955,1051,31
2011-05,T4,10,5656,25114958,178151,31,1341,1524,31
2011-09,T4,10,4495,18485186,123159,31,987,1087,30
2011-02,T4,10,4493,20180617,126398,32,902,1041,28
2011-04,T4,10,5390,20634382,143487,33,1217,1405,30
2011-11,T4,10,4152,20365727,125646,33,1051,1276,30
2011-12,T4,10,4175,17746740,117420,29,1003,1207,31
2011-04,G7,9,527,8704570,13000,32,124,126,30
2011-05,G7,9,559,8900900,14357,35,129,131,31
2011-07,G7,9,349,5988973,10446,29,81,83,31
2011-08,G7,9,347,5264613,8701,25,75,75,31
2011-09,G7,9,601,9958730,16918,35,141,142,30
2011-02,G7,9,470,8792993,14669,30,110,110,28
2011-01,G7,9,480,8388977,14163,37,108,110,31
2011-12,G7,9,892,16825922,22429,40,181,284,30
2011-10,G7,9,625,10317029,15883,40,145,146,31
2011-03,G7,9,593,10937550,17967,38,132,136,31
2011-06,G7,9,492,7659464,12711,35,121,123,30
2011-11,G7,9,640,12514167,16739,48,169,213,30
2011-03,G7,15,157,879666,2585,40,108,108,4
2011-05,R1,9,86,2346987,2714,6,26,33,29
2011-07,G5,10,41,199201,2098,6,8,8,23
2011-02,F1,10,207,1975587,55211,24,43,43,20
2011-06,F1,10,126,669680,4466,24,46,47,25
2011-04,F1,10,117,623365,3887,18,38,38,20
2011-12,F1,10,151,550834,4313,31,63,74,25
2011-08,F2,10,15,86619,676,9,10,10,8
2011-07,F2,10,32,196287,999,8,10,10,11
2011-03,F1,9,3,115199,188,2,3,3,3
2011-03,F1,10,175,1159763,6975,27,47,47,26
2011-02,A1,9,67,1045421,1488,7,26,26,27
2011-02,A1,10,72,756712,1926,9,31,32,27
2011-12,A1,10,313,2613945,8893,17,94,108,31
2011-04,T4,9,115,2777624,3784,14,55,56,30
2011-05,T4,9,114,2778942,3795,16,50,50,29
2011-02,T4,9,161,3552827,5137,16,73,75,26
2011-09,T4,9,93,2794234,3679,10,41,41,28
2011-03,T4,9,146,3624189,5131,16,62,65,30
2011-10,T4,9,132,3815000,5179,11,55,55,31
2011-11,T4,9,146,3793613,4372,9,65,69,27
2011-10,T4,10,4651,21950164,132866,30,974,1099,31
2011-12,G2,9,420,8088084,9835,6,119,149,30
2011-11,G2,9,422,7954553,8396,5,124,144,30
2011-10,G2,9,177,3945266,3396,4,82,91,31
2011-11,G2,10,991,6164508,30367,9,180,210,30
2011-12,G2,10,994,6656885,23525,8,171,207,31
2011-11,B1,9,603,17088524,19336,52,249,279,30
2011-08,B3,10,222,3756911,19973,10,31,31,31
2011-07,B1,9,381,9629197,11713,51,146,151,31
2011-08,B1,9,389,9897188,12761,48,129,134,31
2011-01,B1,9,373,9602678,11969,49,162,168,31
2011-02,B1,9,376,10691815,13581,51,160,169,28
2011-03,B1,9,457,12241495,14898,53,178,186,31
2011-06,B1,9,463,12441919,14881,51,168,174,30
2011-06,F3,10,201,1206793,7611,12,82,85,28
2011-11,F3,10,284,1537414,9498,15,97,110,28
2011-02,G4,10,115,204085,1761,12,49,49,26
2011-04,G4,10,157,1026153,37441,8,36,36,29
2011-03,G4,10,122,194976,1827,12,41,42,30
2011-01,G4,10,64,130435,1152,6,25,26,26
2011-02,F3,10,66,227670,1944,11,41,42,22
2011-03,F3,10,93,223851,2419,12,30,30,23
2011-11,H1,10,176,1054903,10572,21,47,54,29
2011-12,H1,10,179,1565457,16417,15,40,49,28
2011-10,R1,10,1135,8033967,83403,9,121,128,31
2011-04,R1,10,1036,6854660,69900,9,113,127,30
2011-03,R1,10,1255,8303229,83954,7,105,116,31
2011-12,R1,10,1233,8003213,68461,13,135,182,31
2011-03,B3,9,15,529948,873,2,6,6,10
2011-06,B3,10,250,3430196,32960,8,36,37,26
2011-03,B3,10,171,1345957,9197,9,38,41,31
2011-12,F3,10,284,1887255,10098,13,93,101,29
2011-02,B4,9,83,2416276,2597,9,67,67,23
2011-01,B1,16,14,301417,198,10,12,12,4
2011-02,B1,16,37,1009731,347,15,30,30,4
2011-03,B1,16,18,322378,125,11,13,13,4
2011-08,T4,9,87,2684023,3050,10,31,31,30
2011-06,T4,9,125,3501398,4138,10,50,51,30
2011-02,T4,16,5,144458,50,3,4,4,2
2011-05,T4,16,30,647380,182,10,29,29,5
2011-12,T4,16,2,46171,13,2,2,2,2
2011-10,F3,10,151,698353,4795,15,65,67,29
2011-04,G2,9,127,2371916,2050,3,56,61,29
2011-05,G2,9,147,3128251,2667,5,67,72,30
2011-07,G2,9,90,1843157,1725,5,49,52,31
2011-08,G2,9,90,1954855,1598,4,42,44,31
2011-09,G2,9,154,3199119,2804,3,65,72,30
2011-02,G2,9,112,2572360,2056,4,51,55,26
2011-01,G2,9,100,2040824,1951,3,55,59,27
2011-03,G2,9,112,2607830,1993,3,49,57,30
2011-06,G2,9,175,3681263,3530,5,70,76,30
2011-04,F3,9,15,283314,244,3,4,4,10
2011-04,F3,10,162,752239,4390,12,32,34,27
2011-05,F3,10,161,741150,5468,12,74,77,31
2011-09,H1,10,47,231450,1467,11,19,19,20
2011-12,F3,9,49,1572216,1657,7,13,14,21
2011-11,F3,9,30,911215,697,7,13,14,14
2011-09,H3,10,62,589498,2056,6,19,19,27
2011-04,B1,9,500,13268582,16585,55,190,198,30
2011-05,B1,9,475,12559961,15382,50,189,193,31
2011-09,B1,9,483,12890473,16227,53,179,186,30
2011-12,B1,9,376,10858301,13476,45,145,164,30
2011-10,B1,9,508,13655973,16876,52,186,198,31
2011-08,H2,10,106,1171389,5214,13,18,18,30
2011-05,H2,10,274,2545031,15360,19,24,25,31
2011-09,H2,10,253,2725787,14703,10,15,16,30
2011-04,H2,10,285,3504667,19979,18,22,23,30
2011-03,H2,10,201,2082776,12487,14,18,19,31
2011-04,B7,9,23,304774,240,2,14,14,7
2011-02,B7,9,14,139075,118,1,10,10,5
2011-10,B7,9,16,212210,160,2,10,10,8
2011-11,B7,9,29,455909,301,2,23,23,7
2011-06,A1,9,66,1027365,1117,6,22,22,30
2011-06,A1,10,105,998221,3194,6,29,29,29
2011-11,A1,10,256,2393477,7972,17,99,111,29
2011-07,T4,9,79,2166583,2263,12,39,39,29
2011-01,T4,9,152,3751566,4766,17,67,69,29
2011-12,T4,9,113,2874834,2811,10,58,63,25
2011-04,A1,9,75,1036697,1279,7,24,24,26
2011-05,A1,9,62,951828,1246,7,24,24,28
2011-08,A1,9,69,1212761,1497,9,26,26,29
2011-09,A1,9,99,1783439,2229,9,29,31,28
2011-03,A1,9,84,1409215,1658,8,23,23,29
2011-10,A1,9,100,1892367,2235,9,33,33,31
2011-10,A1,10,148,1480866,4496,8,44,45,30
2011-08,A1,10,86,881226,2581,11,37,37,27
2011-05,A1,10,66,519109,1318,8,29,29,24
2011-09,A1,10,107,1146409,3188,7,40,43,29
2011-04,A1,10,88,736062,2348,7,32,32,27
2011-03,A1,10,79,575417,1652,7,31,32,30
2011-05,R1,10,1027,7210353,68091,9,115,127,31
2011-11,B4,9,149,4366650,6238,14,94,101,28
2011-11,T4,16,18,804417,259,6,18,18,1
2011-12,A1,9,126,2332893,3349,13,50,56,28
2011-11,A1,9,131,2424042,3080,13,57,63,29
2011-06,G2,10,157,1500895,6375,7,55,58,27
2011-05,T6,10,893,3362312,31297,25,192,193,31
2011-06,T6,10,669,2428734,23042,21,135,135,30
2011-04,T6,10,747,2251606,23107,26,169,170,30
2011-03,T4,15,28,215352,581,11,27,27,4
2011-05,T4,15,30,226278,788,9,27,28,4
2011-07,A1,9,55,798136,1135,7,16,17,29
2011-07,A1,10,46,583745,1600,8,20,21,25
2011-04,B4,9,120,3877365,4754,15,91,93,30
2011-01,T4,16,7,155080,216,5,7,7,1
2011-11,G7,15,112,715162,2129,39,92,96,4
2011-07,T4,10,4887,20203234,139508,30,968,1062,31
2011-11,B3,9,25,747919,978,4,12,14,11
2011-11,B3,10,208,2038837,15678,9,37,41,28
2011-12,B3,10,121,1185111,9518,12,32,37,30
2011-03,B4,9,114,3838809,4137,12,82,82,30
2011-04,B7,10,364,2098917,22081,2,23,23,30
2011-08,B4,9,70,2336033,2613,9,51,51,24
2011-04,T4,15,16,166829,282,6,14,14,2
2011-06,T4,15,27,228444,684,9,24,25,4
2011-01,A1,9,59,703950,1155,6,19,19,24
2011-01,A1,10,54,548193,1565,8,23,23,26
2011-03,G3,9,358,7153481,11667,26,152,157,29
2011-06,T4,16,12,282713,360,4,12,12,2
2011-12,H2,10,169,1260473,7703,14,23,24,29
2011-11,G7,16,9,316226,92,7,8,8,3
2011-10,G2,10,155,1158107,5721,5,42,45,31
2011-08,G2,10,95,621021,2340,8,33,33,27
2011-05,G2,10,161,1276291,6074,9,54,58,31
2011-09,G2,10,127,855282,3241,5,39,43,26
2011-02,G2,10,122,771080,3402,7,37,39,26
2011-07,G2,10,96,735617,1955,8,39,40,26
2011-04,G2,10,136,942142,3357,7,43,45,28
2011-03,G2,10,104,666076,2100,7,37,39,29
2011-01,G2,10,98,781570,2315,5,33,34,27
2011-02,T4,15,14,165378,347,5,13,13,4
2011-09,T4,15,33,208493,793,9,31,31,3
2011-08,H1,9,7,288011,204,3,3,3,5
2011-09,H1,9,7,101162,116,2,4,4,5
2011-06,H1,9,9,345854,213,2,4,4,6
2011-12,H1,9,22,442599,338,5,5,7,13
2011-10,H1,9,6,47106,81,1,5,6,3
2011-10,H1,10,80,529676,3182,12,23,24,25
2011-08,H1,10,51,166754,1488,9,15,15,23
2011-06,H1,10,50,417182,2358,6,16,16,20
2011-04,H1,10,94,633722,14542,9,24,24,25
2011-11,H1,15,1,9090,62,1,1,1,1
2011-03,T4,16,12,355981,118,5,12,12,1
2011-09,T4,16,9,292765,93,6,9,9,2
2011-01,T4,15,10,92458,196,5,8,8,4
2011-08,T6,10,354,826900,7830,18,99,100,31
2011-02,H1,10,69,282276,2532,9,25,26,24
2011-06,G7,16,21,441768,522,15,19,19,4
2011-08,G7,16,14,275483,390,9,13,13,2
2011-12,G3,9,445,7844872,15892,24,131,143,27
2011-04,H5,16,2,68138,22,2,2,2,1
2011-12,T6,10,462,1021093,9461,18,153,179,31
2011-09,B7,10,294,1506014,15553,3,20,20,30
2011-05,B4,15,4,18885,90,3,3,3,3
2011-05,F2,10,86,1148230,32927,5,10,12,14
2011-04,F2,10,68,824510,4261,6,16,17,19
2011-11,B7,10,1490,4461086,33311,3,756,813,30
2011-12,B7,10,1501,4566203,32761,3,719,751,31
2011-10,T6,10,708,2048140,17245,18,152,152,31
2011-11,D1,9,14,471186,916,8,11,11,11
2011-11,D1,10,83,787837,3426,17,32,33,24
2011-10,B7,10,302,1431106,14123,3,22,22,31
2011-08,B7,10,312,1619549,17100,2,23,23,31
2011-05,B7,10,304,1554101,17744,3,20,20,31
2011-07,B7,10,292,1369495,15035,2,17,17,31
2011-06,B7,10,315,1440170,16509,2,18,18,30
2011-04,B1,16,13,338620,99,7,8,8,4
2011-05,B1,16,21,605204,195,13,19,19,5
2011-07,B1,16,5,174490,45,4,4,4,4
2011-08,B1,16,8,223661,100,5,5,5,4
2011-12,B1,16,8,287329,90,5,6,6,3
2011-07,T4,15,11,68535,112,5,10,10,3
2011-01,G3,9,406,6907135,12142,26,111,111,31
2011-12,D2,16,6,208592,61,3,5,5,1
2011-08,R1,9,90,2923656,3218,5,21,25,29
2011-03,R1,9,103,2909429,3058,5,24,29,31
2011-07,R1,9,94,2707695,2969,5,19,25,28
2011-08,R1,10,970,6772928,71289,7,104,115,31
2011-07,R1,10,946,6966606,68705,8,106,115,31
2011-12,G3,15,5,18510,83,5,5,5,3
2011-01,B7,10,274,1169569,11455,3,20,20,31
2011-05,B7,9,25,297993,238,2,14,14,8
2011-07,B7,9,25,375648,307,3,12,12,9
2011-08,B7,9,21,345192,262,2,9,9,9
2011-09,B7,9,19,266908,210,2,10,10,9
2011-03,B7,9,23,384188,325,2,13,13,10
2011-06,B7,9,29,416267,324,3,14,14,11
2011-01,G7,15,98,636284,1834,23,54,54,5
2011-02,G7,15,144,808724,2400,35,105,105,4
2011-04,G7,15,139,916091,2199,32,87,87,4
2011-05,G7,15,201,1468775,3445,43,116,116,5
2011-06,G7,15,161,986685,2629,41,102,102,4
2011-07,G7,15,128,774430,2011,35,76,76,5
2011-08,G7,15,115,672670,2001,36,73,73,4
2011-09,G7,15,196,1463927,3980,43,139,139,4
2011-10,G7,15,177,1161577,3095,38,110,110,5
2011-12,G7,15,81,371105,1591,36,69,70,3
2011-12,G4,10,86,307711,1820,15,25,27,28
2011-01,R1,10,994,7783965,74164,9,100,107,31
2011-06,H2,10,128,1159404,5526,14,21,21,26
2011-11,H2,10,289,2749782,21093,21,37,38,30
2011-05,F1,10,97,699041,4129,23,42,42,23
2011-04,B1,15,84,571058,1192,21,75,76,4
2011-08,B1,15,31,233576,539,14,26,26,4
2011-11,H1,9,15,417155,339,6,8,8,9
2011-02,H5,16,1,34069,11,1,1,1,1
2011-06,H5,16,1,34069,11,1,1,1,1
2011-05,H5,16,2,68138,22,2,2,2,2
2011-09,H5,16,1,34069,11,1,1,1,1
2011-02,G3,9,340,6670745,10944,24,124,126,28
2011-04,G3,9,370,7358126,12555,23,128,130,30
2011-06,G3,9,273,5243446,8857,20,96,96,28
2011-08,B2,9,65,1797046,2202,8,33,34,27
2011-11,B2,9,105,3243199,3185,9,56,64,25
2011-12,B2,9,38,1325155,1285,6,28,31,17
2011-05,F1,16,2,71090,8,2,2,2,2
2011-08,F1,10,160,1510194,45657,26,42,42,28
2011-08,T4,16,4,100578,150,4,4,4,1
2011-10,T4,15,9,131505,224,5,6,6,5
2011-11,T4,15,36,275710,687,10,25,25,4
2011-11,T6,10,538,1908160,14596,20,157,180,30
2011-10,T1,9,31,872948,1082,6,15,15,16
2011-03,T1,9,45,1732265,1377,7,17,17,20
2011-06,T1,9,32,1145757,1158,5,11,11,21
2011-08,F3,10,133,523080,4392,12,60,61,25
2011-05,H5,15,7,120388,221,3,4,4,5
2011-09,H5,15,9,105773,286,5,6,6,3
2011-10,H5,15,4,75918,196,3,4,4,2
2011-01,G3,15,9,30205,163,6,8,8,5
2011-12,B4,15,2,15394,36,2,2,2,2
2011-07,G3,9,251,5209260,8385,19,101,101,29
2011-11,G3,9,392,7371013,13089,23,164,183,29
2011-09,G3,9,341,7054305,11109,26,132,135,30
2011-10,G3,9,341,6537719,10311,21,129,130,31
2011-09,F3,10,130,520999,3743,10,56,57,27
2011-01,F3,10,72,278212,2205,11,33,34,27
2011-10,F2,10,77,1203238,30293,4,5,6,11
2011-09,F2,10,16,69970,508,8,10,12,12
2011-06,F2,10,18,52676,528,5,9,10,10
2011-11,F2,10,25,109481,843,8,12,13,18
2011-03,F2,10,46,793897,3980,6,15,16,16
2011-02,G3,15,6,67468,173,3,5,5,3
2011-03,G3,15,9,49489,250,6,9,9,4
2011-06,G3,15,27,252495,702,15,21,21,4
2011-11,G3,15,10,78119,222,6,9,9,3
2011-05,G3,9,305,5772371,9018,21,112,112,31
2011-02,D1,10,45,515748,1445,13,17,17,17
2011-05,D2,15,78,533046,1752,11,38,40,5
2011-09,D2,15,59,301933,1168,10,36,37,4
2011-06,D2,15,55,499718,1264,9,32,32,4
2011-01,B1,15,22,217532,487,12,16,16,5
2011-02,B1,15,66,369310,1120,26,57,58,4
2011-03,B1,15,32,217252,420,14,22,22,4
2011-05,B1,15,43,179989,741,17,34,34,5
2011-06,B1,15,35,228981,632,15,26,26,4
2011-07,B1,15,21,214405,413,11,16,16,5
2011-09,B1,15,31,142988,511,14,26,26,4
2011-10,B1,15,40,138398,581,18,36,36,5
2011-02,D2,15,60,377948,1249,10,38,38,4
2011-04,D2,15,54,413580,1203,11,30,30,4
2011-08,D2,15,52,338195,1040,10,27,27,4
2011-02,B6,10,85,214219,1562,5,25,25,28
2011-11,B6,10,121,251206,2328,5,31,35,29
2011-08,G3,9,211,4531831,7044,18,82,82,31
2011-01,G7,16,12,261611,341,7,10,10,3
2011-02,G7,16,2,65157,15,2,2,2,2
2011-03,G7,16,5,163646,48,3,3,3,3
2011-07,G7,16,5,162170,55,2,2,2,4
2011-04,G7,16,6,194907,66,4,5,5,2
2011-05,G7,16,7,233033,77,4,5,5,3
2011-10,G7,16,6,198964,66,2,3,3,4
2011-09,G7,16,3,96757,33,2,2,2,3
2011-10,H2,10,268,2832118,16207,10,14,14,31
2011-07,H2,10,79,686215,4037,9,12,12,28
2011-02,H2,10,112,1819672,9540,13,16,17,24
2011-12,F2,10,49,205587,1754,8,11,14,17
2011-07,B2,9,55,1321196,1392,7,33,33,22
2011-10,B6,10,116,201378,2171,5,32,32,31
2011-08,B6,10,99,85362,1200,5,25,25,30
2011-05,B6,10,114,202346,1529,5,31,32,29
2011-09,B6,10,119,278230,1748,5,25,25,30
2011-04,B6,10,97,179824,1483,7,26,26,30
2011-03,B6,10,96,246888,1753,5,31,31,31
2011-01,B6,10,99,169778,1622,5,24,24,31
2011-02,T6,10,303,479913,5105,16,126,126,28
2011-03,T6,10,388,870592,9378,18,104,104,31
2011-11,R1,9,91,2647784,3110,5,22,25,30
2011-12,B6,10,134,275387,3103,5,36,40,31
2011-06,R1,10,1036,7264687,74002,8,113,125,30
2011-07,H5,9,3,132343,54,1,1,1,3
2011-08,H5,9,4,77088,72,1,1,1,4
2011-09,H5,9,6,105054,104,2,2,2,6
2011-11,H5,9,7,216404,211,4,4,4,6
2011-10,H5,9,5,85782,86,2,2,2,5
2011-01,F2,10,7,97817,227,3,3,3,6
2011-07,F1,10,116,575678,4425,25,35,35,27
2011-08,G9,10,214,557705,4630,7,46,46,31
2011-10,G9,10,225,654219,4223,8,57,58,31
2011-05,G9,10,263,679706,5525,6,78,80,31
2011-09,G9,10,254,844828,6074,8,59,60,30
2011-07,G9,10,167,496174,3182,5,38,39,31
2011-06,G9,10,176,414953,3339,6,39,40,30
2011-11,G9,10,182,460533,3786,8,46,52,30
2011-12,G9,10,164,459514,3067,6,38,42,31
2011-01,G9,10,155,394357,2936,5,31,32,31
2011-04,G9,10,225,534402,4545,7,57,60,30
2011-06,G3,16,4,101476,151,4,4,4,1
2011-12,H3,9,44,1206942,1790,6,20,22,19
2011-11,H3,9,53,1489735,2052,8,27,29,25
2011-10,H3,9,26,917772,925,4,20,20,16
2011-05,H3,10,43,640519,2343,7,14,14,22
2011-07,H3,10,46,574109,4746,5,10,10,22
2011-04,B2,15,13,125456,334,2,13,13,4
2011-12,T2,9,1,63125,125,1,1,1,1
2011-10,T2,10,101,979332,5299,4,21,23,30
2011-08,T2,10,45,410730,2277,5,15,18,18
2011-05,T2,10,132,1220746,6430,4,18,25,28
2011-09,T2,10,76,459983,3014,3,20,23,27
2011-07,T2,10,99,766747,4963,5,21,24,28
2011-02,T2,10,59,451595,2480,4,15,17,21
2011-06,T2,10,93,515616,3674,5,27,29,29
2011-04,T2,10,118,940445,5527,4,21,25,29
2011-11,T2,10,100,626697,3666,6,33,38,27
2011-03,T2,10,59,411966,2250,4,19,20,27
2011-01,T2,10,67,685558,3139,5,15,15,25
2011-12,T2,10,68,553596,3623,4,25,28,24
2011-09,D2,9,52,1553053,2591,9,20,20,23
2011-02,F2,10,44,465315,2617,6,11,12,15
2011-09,B1,16,12,419115,135,9,12,12,4
2011-07,D1,10,36,292093,1899,12,16,16,17
2011-05,T1,9,32,855258,1015,6,14,14,17
2011-06,D1,10,53,440247,3471,12,15,15,22
2011-04,H3,10,47,478192,2203,6,14,14,24
2011-07,D2,9,22,422169,498,3,6,6,14
2011-05,D2,9,39,1306119,2216,7,16,16,18
2011-08,D2,9,20,374584,414,4,7,7,12
2011-02,D2,9,47,1196267,1564,4,14,14,17
2011-01,D2,9,35,1016718,1092,7,14,14,16
2011-04,D2,9,41,1239479,1477,6,12,12,15
2011-03,D2,9,39,1304048,1833,8,13,13,17
2011-01,F1,10,211,2536634,51470,17,29,29,24
2011-09,G4,10,66,117914,1342,6,22,22,22
2011-05,G4,10,161,283535,2860,9,39,39,28
2011-09,T6,10,601,1570056,13397,19,159,160,30
2011-07,T6,10,366,1059480,9486,14,92,92,31
