ym,industry,MediaTypeID,count,exp,avg.off,products,brands,nunique.ads,nunique.coupons,nunique.days
2015-03,G3,12,666,262317,0.000900900900900901,2,43,60,666,5
2015-05,G3,12,600,252493,0,2,36,50,600,4
2015-06,G3,12,713,317940,0,3,39,49,713,4
2015-02,G3,12,421,213287,0.0332541567695962,3,35,48,421,4
2015-08,G3,12,776,296624,0,2,43,59,776,5
2015-09,G3,12,463,232032,0,2,35,41,463,3
2015-11,G3,12,608,295669,0,2,41,50,608,4
2015-04,G3,12,522,220646,0,2,23,26,522,3
2015-12,G3,12,384,135993,0,2,32,33,384,2
2015-01,G3,12,728,320120,0.00274725274725275,2,38,54,728,4
2015-07,G3,12,433,195202,0,2,28,31,433,2
2015-10,G3,12,320,112284,0,2,25,33,320,4
2015-12,D1,12,6272,3746260,2.09891103316327,41,93,127,6272,3
2015-11,G1,12,105,46422,1.93333333333333,1,3,13,105,1
2015-06,F2,12,1452,1003806,0.867871900826446,10,45,115,1452,4
2015-05,H2,12,2091,1211998,1.20623146819704,17,38,52,2091,4
2015-02,G7,12,162,68308,0,2,5,5,162,2
2015-04,G7,12,80,27860,0,2,4,4,80,3
2015-03,G7,12,108,44856,0,3,5,8,108,3
2015-06,G7,12,202,83929,0.0148514851485149,3,6,8,202,3
2015-07,H2,12,1666,993544,1.07160264105642,11,28,68,1666,3
2015-01,H2,12,2483,1433056,1.21109947643979,17,39,77,2483,4
2015-06,H2,12,1509,796515,1.28210735586481,19,32,58,1509,4
2015-09,H2,12,1336,766250,1.01616766467066,12,24,39,1336,3
2015-12,F2,12,854,714341,0.824648711943794,6,16,38,854,2
2015-05,F2,12,1274,1193307,0.861695447409733,9,36,77,1274,4
2015-03,G5,12,1823,1259783,2.31029621503017,10,34,61,1823,5
2015-01,G5,12,1152,944509,2.44595486111111,9,23,50,1152,4
2015-06,G5,12,1412,832826,1.87145184135977,9,31,46,1412,4
2015-08,G5,12,1070,705926,3.2982523364486,7,25,44,1070,5
2015-11,H4,12,2574,1317345,1.33609168609169,13,36,67,2574,5
2015-02,H4,12,1248,739576,1.22357371794872,9,20,40,1248,4
2015-04,H4,12,1913,1080948,1.3388917929953,15,32,65,1913,3
2015-08,F2,12,1770,1311263,0.902514124293785,11,48,89,1770,5
2015-08,G7,12,38,19273,0,3,4,6,38,3
2015-11,G7,12,159,81454,0,3,4,4,159,2
2015-12,G7,12,137,56772,0,3,4,4,137,2
2015-09,F2,12,1096,924727,0.891195255474453,8,24,68,1096,3
2015-07,G5,12,1037,810348,2.22982642237223,7,23,39,1037,2
2015-04,G5,12,1455,924775,1.69374570446735,11,25,40,1455,3
2015-11,G5,12,1127,781899,1.68223602484472,10,29,53,1127,4
2015-03,H2,12,2919,1693936,1.26247344981158,18,39,105,2919,5
2015-05,H5,12,193,114695,3.71502590673575,2,5,16,193,4
2015-11,H5,12,128,64608,3.015625,1,4,6,128,1
2015-05,G7,12,80,37518,0,2,3,3,80,2
2015-01,G7,12,18,4047,0,2,2,2,18,2
2015-09,G7,12,19,5452,0,2,3,4,19,2
2015-11,H2,12,2330,1438125,1.23721030042918,16,40,74,2330,5
2015-12,H2,12,1101,542840,1.25540417801998,9,18,28,1101,3
2015-04,H2,12,980,534158,1.25928571428571,12,19,27,980,3
2015-01,H1,12,60,55643,1,1,1,3,60,1
2015-03,H1,12,132,86210,1.53787878787879,2,2,3,132,2
2015-09,H1,12,58,52805,1,1,1,1,58,1
2015-02,F2,12,986,693516,0.858803245436105,5,22,50,986,4
2015-11,B4,12,123,46008,0.731707317073171,2,6,15,123,1
2015-07,F2,12,900,738790,0.936811111111111,7,21,37,900,2
2015-12,H4,12,1087,567271,1.6409383624655,5,11,22,1087,3
2015-10,H5,12,12,16043,3,1,1,1,12,1
2015-04,G4,12,75,61438,3.42666666666667,2,2,3,75,2
2015-02,F3,12,1,2751,2,1,1,1,1,1
2015-06,B4,12,117,43947,0.726495726495727,1,4,4,117,1
2015-01,B4,12,54,31246,1.5,1,1,2,54,1
2015-08,B4,12,124,48619,0.725806451612903,1,4,9,124,1
2015-01,B3,12,423,361448,1.20449172576832,4,11,13,423,3
2015-07,B3,12,441,359220,0.743083900226757,3,11,13,441,1
2015-03,B3,12,132,128196,0.85,3,3,3,132,1
2015-05,B3,12,227,200962,0.943832599118943,2,6,7,227,2
2015-02,B4,12,42,14914,1.5,1,1,2,42,1
2015-01,B1,12,11,8715,0,1,1,1,11,1
2015-07,G7,12,22,4817,0,2,3,3,22,2
2015-04,A1,12,119,56904,3.50420168067227,2,2,2,119,2
2015-03,A1,12,59,26070,3,1,1,1,59,1
2015-06,A1,12,102,65052,3.5,1,2,2,102,1
2015-07,A1,12,61,31641,2.97540983606557,2,2,2,61,2
2015-05,A1,12,125,61448,3.992,1,2,2,125,1
2015-08,A1,12,130,61898,5.5,1,2,3,130,1
2015-10,A1,12,58,28379,3,1,1,1,58,1
2015-11,A1,12,99,56892,3.57575757575758,2,2,2,99,2
2015-12,A1,12,59,27291,3,1,1,1,59,1
2015-11,F3,12,24,18041,2.04166666666667,3,4,6,24,2
2015-06,T6,12,94,43157,1.05904255319149,1,1,3,94,1
2015-08,B3,12,563,424237,1.22380106571936,6,10,17,563,4
2015-10,G7,12,1,428,0,1,1,1,1,1
2015-01,H5,12,78,48254,3,1,2,2,78,1
2015-08,H5,12,126,57718,3,1,2,2,126,1
2015-06,B3,12,13,22515,2,1,1,2,13,1
2015-11,B3,12,151,161408,0.771523178807947,3,4,4,151,2
2015-09,B3,12,81,87408,1.53703703703704,4,4,6,81,2
2015-04,B4,12,86,43532,0.75,1,2,2,86,1
2015-09,G4,12,65,32193,5,1,1,1,65,1
2015-12,G4,12,15,11605,4,2,2,2,15,1
2015-02,H2,12,500,254924,1.23498,7,10,14,500,3
2015-01,A1,12,124,82458,1.875,2,3,64,124,2
2015-05,F3,12,17,17572,3.47058823529412,2,2,13,17,1
2015-12,F3,12,36,32689,3.05555555555556,4,6,9,36,2
2015-08,F3,12,13,15433,2.84615384615385,3,4,5,13,3
2015-05,G1,12,44,33682,2,1,1,2,44,1
2015-06,G1,12,7,3619,2,1,1,3,7,1
2015-02,A1,12,59,40325,5,1,1,1,59,1
2015-09,A1,12,28,32409,7,1,1,2,28,1
2015-09,F3,12,1,2250,0.55,1,1,1,1,1
2015-12,B3,12,58,71114,1.03448275862069,1,1,4,58,1
2015-01,T4,12,1,1932,0,1,1,1,1,1
2015-04,F3,12,18,21088,6,2,2,2,18,1
2015-06,F3,12,16,19460,6,2,2,2,16,1
2015-01,R1,12,30,37583,5,1,1,1,30,1
2015-04,T6,12,10,17547,3,1,2,8,10,1
2015-08,R1,12,19,11145,4,1,1,1,19,1
2015-11,B1,12,54,55285,0,1,2,2,54,1
2015-06,H5,12,41,33600,5,1,4,4,41,2
2015-05,H1,12,67,28397,2,1,1,1,67,1
2015-11,H1,12,1,455,2,1,1,1,1,1
2015-07,T1,12,6,6086,3.5,1,1,4,6,1
2015-03,T2,12,29,29532,2,1,1,2,29,1
2015-03,G4,12,66,53856,4,2,2,2,66,1
2015-04,H5,12,15,14270,5.8,1,3,3,15,2
2015-05,T6,12,10,16562,3,1,1,7,10,1
2015-07,H5,12,10,10936,5,1,1,1,10,1
2015-05,G4,12,82,34082,1.5,2,2,2,82,1
2015-08,G4,12,72,34220,5,1,1,1,72,1
2015-11,G4,12,66,31419,5,1,1,2,66,1
2015-11,T1,12,47,18071,1,1,1,1,47,1
