ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days,total.imp
2015-06,B3,25,5212,2907091,27,959,1018,5,272966420
2015-03,B3,25,5721,3086661,28,1086,1167,5,281796145
2015-11,T3,25,17,2342,2,9,9,5,105422
2015-07,T3,25,21,32553,1,7,7,4,1440596
2015-03,T3,25,14,3373,2,9,9,5,204241
2015-04,T3,25,24,7812,2,11,11,4,404089
2015-05,H2,25,390,289645,46,100,104,4,28765809
2015-06,H2,25,472,160412,47,114,123,5,16080981
2015-04,H2,25,434,276221,51,104,110,4,26957583
2015-11,F3,25,407,224594,14,78,80,5,23602314
2015-10,F3,25,307,199747,13,69,72,4,20331638
2015-07,F3,25,315,310161,13,56,58,4,30982464
2015-08,F3,25,290,348281,14,62,68,5,34682299
2015-09,F3,25,263,174764,13,63,67,4,16748482
2015-01,F3,25,135,181116,10,30,31,4,18272962
2015-05,G4,25,2003,1290630,43,420,448,4,129645807
2015-06,G4,25,1991,1339138,41,509,553,5,135460890
2015-04,G4,25,2263,1487459,43,493,544,4,149419217
2015-06,G4,26,90,23514,13,51,52,5,2489513
2015-05,G4,26,101,63157,15,43,44,4,6659316
2015-11,B1,25,28761,17537668,191,4383,5013,5,1811427942
2015-12,B1,25,14633,8929386,163,3101,3532,3,921430562
2015-05,H1,25,331,73709,30,87,91,4,6382287
2015-02,H1,25,327,65845,26,66,67,4,5718862
2015-06,H1,25,273,80267,27,75,81,5,5852363
2015-08,H1,25,312,195297,26,73,79,5,20750950
2015-07,H1,25,165,32107,25,59,61,4,3020693
2015-01,H1,25,257,43102,34,81,82,4,5385140
2015-03,H1,25,254,64062,26,82,85,5,5236525
2015-11,G7,25,10305,5013306,199,1552,1661,5,546979399
2015-05,G7,25,7811,4450982,213,1779,1882,4,463444769
2015-12,G7,25,5299,2553284,166,1095,1181,3,273120359
2015-06,G7,25,8644,4972213,214,1747,1847,5,555304436
2015-10,G7,25,6657,3137929,183,1297,1366,4,339400755
2015-07,G7,25,6051,3743349,203,1309,1386,4,401061417
2015-09,G7,25,6572,3492876,171,1242,1330,4,379411074
2015-01,G7,25,8493,4443005,214,1668,1760,4,491654747
2015-02,G7,25,7417,4977959,200,1562,1660,4,565763191
2015-03,G7,25,9766,6497735,222,2021,2133,5,761125614
2015-04,G7,25,9153,5085745,233,2031,2145,4,553922301
2015-01,G7,26,1480,591725,117,449,476,4,60642104
2015-11,G7,26,2085,614080,133,691,727,5,63377554
2015-12,G7,26,1014,311980,106,431,456,3,32426904
2015-09,G7,26,1221,388558,98,420,439,4,40149233
2015-10,G7,26,1356,437839,104,468,490,4,45458370
2015-06,G7,26,1704,769463,136,537,555,5,79857523
2014-12,G7,26,353,137938,78,256,260,1,12273438
2015-07,G7,26,1071,733867,100,367,380,4,77146048
2015-03,G7,26,1671,854013,124,509,533,5,86553205
2015-04,G7,26,1429,650734,129,523,547,4,64968821
2015-05,G7,26,1329,667912,110,469,491,4,67564896
2015-02,G7,26,1390,653492,116,489,511,4,67696628
2015-10,F1,25,1249,670569,72,257,273,4,76915012
2015-09,F1,25,1301,962350,79,302,321,4,101824511
2015-11,F1,25,1688,746282,82,301,318,5,83493603
2015-12,F1,25,992,420777,74,238,247,3,45700370
2014-12,F1,25,267,149150,50,126,133,1,15877128
2015-05,D1,25,867,621585,59,234,248,4,73728577
2015-08,F1,26,72,13455,25,40,41,5,1389127
2015-06,F1,26,95,11587,28,44,44,5,1190711
2015-05,F1,26,83,27024,21,34,35,4,2887198
2015-05,H4,25,160,133541,20,49,53,4,14299957
2015-06,H4,25,115,76107,17,45,48,5,9422842
2015-03,H4,25,235,122646,25,56,59,5,11762819
2015-04,H4,25,192,123956,22,58,60,4,13238014
2015-12,F1,26,58,2484,14,26,27,3,252257
2015-11,B3,25,4409,1828016,25,706,758,5,175054700
2015-12,B3,25,2294,1282007,23,489,531,3,122577204
2015-10,B3,25,3045,1716193,25,608,654,4,169693809
2015-08,B3,25,4035,2994421,27,769,820,5,277939750
2015-07,B3,25,3359,2419059,27,710,762,4,238952650
2015-09,B3,25,3215,2186413,24,621,679,4,199052949
2014-12,B3,25,1087,486830,20,475,497,1,49295003
2015-01,B3,25,4780,2526957,31,1025,1093,4,249023094
2015-01,B3,26,367,174062,16,125,133,4,17544452
2015-05,B3,25,4275,2665325,28,902,956,4,251260078
2015-03,B3,26,449,206483,12,125,131,5,20490097
2014-12,B3,26,80,25120,9,47,47,1,2016372
2015-02,B3,26,326,127989,13,109,114,4,12864873
2015-11,D1,25,1683,914807,58,282,301,5,102858947
2015-10,D1,25,1189,846986,61,263,281,4,91431142
2015-02,D1,25,731,602280,56,193,198,4,64360123
2015-07,D1,25,577,399507,53,181,191,4,40674878
2015-10,D1,26,57,6652,19,31,33,4,698491
2015-11,D1,26,105,13669,19,42,44,5,1413307
2015-05,A1,25,778,446483,27,196,204,4,48288718
2015-06,A1,25,637,435658,30,176,182,5,51926651
2015-08,A1,25,943,504982,26,186,193,5,55891344
2015-12,G2,25,409,170011,16,104,114,3,15827757
2015-11,G2,25,862,348863,15,157,169,5,29249495
2015-06,G2,25,676,314292,16,140,150,5,26998308
2015-03,G2,25,510,175890,16,90,93,5,14545813
2015-05,G2,25,490,150488,18,111,117,4,15424711
2015-04,G2,25,525,212661,15,126,127,4,20278522
2015-11,T1,25,5825,2562051,29,774,872,5,223207081
2015-10,T1,25,4498,2358824,34,741,815,4,213140714
2015-06,T1,25,5573,3571896,38,1079,1155,5,287180622
2015-05,T1,25,5003,3179735,33,945,1026,4,265327149
2014-12,T1,25,2041,1251196,30,814,860,1,97588344
2015-01,T1,25,5837,4135376,33,1151,1231,4,338682056
2015-11,T1,26,1173,302852,19,369,416,5,30760401
2015-09,T1,26,856,233381,17,298,326,4,22776735
2015-10,T1,26,887,340430,22,341,369,4,33041930
2015-12,T1,26,576,100590,20,236,258,3,10116858
2014-12,T1,26,264,62172,15,216,225,1,6172235
2015-01,T1,26,756,259643,19,329,342,4,26590293
2015-06,T1,26,921,304022,28,347,368,5,31629534
2015-02,T1,26,891,403508,21,352,366,4,38557572
2015-03,T1,26,1099,359287,20,370,388,5,36300335
2015-07,T1,26,711,254463,21,292,311,4,26192003
2015-08,T1,26,938,278268,23,339,372,5,28534901
2015-04,T1,26,744,343174,20,354,374,4,36364030
2015-05,T1,26,690,319909,20,310,332,4,33174218
2015-08,D1,25,1013,905725,64,264,278,5,100794282
2015-04,D1,25,1022,748556,66,255,270,4,80563165
2015-12,D1,26,47,9725,14,24,24,3,1022273
2015-06,D1,26,55,17150,17,25,26,5,1765309
2015-04,D1,26,93,89761,14,28,28,4,8034716
2015-05,D1,26,47,66144,15,22,25,4,7538902
2015-02,B1,25,25958,24831420,188,4425,5038,4,2356734381
2015-10,B1,25,20132,14675069,184,3928,4465,4,1476938176
2014-12,B1,25,6533,4890860,159,2292,2586,1,472393180
2015-06,B1,25,30171,25033155,202,5611,6231,5,2451061725
2015-09,B1,25,20945,14897208,185,4061,4613,4,1524257359
2015-04,B1,25,30507,25200782,204,5853,6564,4,2392533828
2015-12,B1,26,2004,603652,108,875,939,3,63471935
2015-06,B1,26,5083,2643128,141,1552,1667,5,280647766
2015-03,B1,26,5876,3461569,139,1626,1773,5,360398010
2015-04,B1,26,4728,3142332,140,1494,1642,4,323613633
2015-11,B1,26,4102,1250011,135,1376,1501,5,132122569
2014-12,B1,26,898,348879,99,609,644,1,34837433
2015-07,B1,26,3214,1987890,130,1053,1150,4,213246095
2015-12,F3,25,239,138958,15,63,66,3,17209013
2015-12,B3,26,217,140391,10,74,75,3,14388926
2015-12,F2,25,349,240592,15,72,82,3,28004557
2015-11,F2,25,643,308016,18,96,114,5,35645767
2015-02,R1,25,349,248038,11,72,73,4,26176622
2015-06,R1,25,265,179596,9,69,71,5,16944913
2015-03,R1,25,496,428848,10,96,98,5,53950894
2015-01,R1,25,387,208586,9,81,82,4,20251010
2015-04,R1,25,431,252903,10,87,88,4,28730965
2015-08,R1,25,309,201521,9,67,68,5,22270095
2015-10,B2,25,1749,751931,20,465,519,4,77114773
2015-09,B2,25,1664,833263,18,445,510,4,87137267
2015-04,B2,25,2087,1414176,19,554,628,4,132654957
2015-03,A1,25,1365,848700,30,224,234,5,95886816
2015-04,A1,25,970,680260,29,224,233,4,72487395
2015-03,A1,26,235,197145,14,62,65,5,20428570
2015-04,A1,26,136,117877,15,53,56,4,11737442
2015-11,H1,25,356,212711,27,77,84,5,20223190
2015-10,H1,25,224,104853,20,66,72,4,10645897
2015-12,H1,25,146,104330,19,44,48,3,10103731
2015-09,H1,25,256,110029,21,67,73,4,12546037
2014-12,H1,25,67,12763,20,42,43,1,1490902
2015-11,H1,26,50,5207,9,15,15,5,477513
2015-02,H1,26,39,6772,11,19,19,4,670445
2015-08,H1,26,17,1458,5,8,8,5,101832
2015-04,H1,25,265,48326,35,94,98,4,4105952
2015-12,H1,26,12,1005,4,6,6,3,102843
2015-06,H1,26,24,1166,11,15,15,5,119539
2015-07,H1,26,15,462,7,8,8,4,46294
2015-03,H1,26,24,2357,9,13,13,5,241242
2015-10,H1,26,12,367,6,7,7,4,40297
2015-09,H1,26,8,305,3,7,7,4,32238
2015-05,H1,26,41,10903,9,24,24,4,1030182
2015-04,B3,25,5826,3263280,29,1094,1173,4,308328319
2015-05,B3,26,356,300202,14,130,138,4,29766110
2015-05,F3,25,463,545422,13,78,83,4,56679639
2015-06,F3,25,460,337986,15,84,89,5,35386054
2015-08,G7,25,8388,4839946,199,1534,1645,5,518665032
2014-12,F3,25,111,130435,14,50,52,1,12647241
2014-12,A1,25,162,100326,20,80,80,1,9535902
2015-08,T4,26,584,156348,23,229,248,5,16713484
2015-09,T4,26,490,97052,24,207,221,4,10197053
2015-12,T4,25,2040,647798,28,513,606,3,62784742
2014-12,T4,25,724,389461,23,342,376,1,26503391
2014-12,T4,26,97,35292,15,76,80,1,3389037
2015-02,T4,26,485,193535,20,190,198,4,19421273
2015-03,T4,26,608,225159,23,227,244,5,22952698
2015-02,B1,26,4239,2465500,123,1266,1382,4,255245247
2015-02,B6,25,175,72547,8,48,55,4,5996501
2015-02,G2,25,333,149955,13,78,79,4,14426564
2015-07,G2,25,322,156119,12,91,98,4,14904443
2015-08,G2,25,354,128423,14,94,97,5,13079995
2015-09,G2,25,334,92031,15,91,94,4,9099266
2014-12,G2,25,80,18947,10,49,50,1,1915893
2015-01,G2,25,289,148921,12,72,73,4,14222861
2015-04,T4,26,592,222924,22,227,242,4,21763732
2015-06,T4,26,742,192719,23,281,299,5,19738928
2015-11,G2,26,87,31340,10,33,33,5,3252082
2015-04,F3,25,439,780390,17,81,88,4,86493635
2015-12,T4,26,275,64259,21,140,152,3,6884166
2014-12,F3,26,17,14414,8,14,16,1,1495645
2015-02,F3,25,208,204225,13,41,43,4,19924480
2015-03,F3,25,302,316053,16,57,62,5,30879806
2015-08,F3,26,25,3255,5,14,14,5,317756
2015-10,T4,26,361,66657,19,156,168,4,6985666
2015-11,T4,26,623,88992,20,244,270,5,9283427
2015-11,A1,25,1430,572346,32,277,288,5,59041558
2015-10,A1,25,868,574548,22,167,173,4,60270801
2015-12,G2,26,46,7938,7,22,24,3,813479
2015-11,H2,25,987,410922,52,144,159,5,43840148
2015-02,H2,25,268,176204,34,67,76,4,19362737
2015-12,H2,25,618,307131,38,101,111,3,34827413
2015-10,H2,25,450,243199,42,103,110,4,28710376
2014-12,H2,25,122,47047,34,55,57,1,4962410
2015-07,H2,25,291,197438,31,80,83,4,19490940
2015-09,H2,25,468,227367,43,102,108,4,25147436
2015-03,H2,25,399,189893,48,99,107,5,20192515
2015-01,H2,25,338,234244,45,85,89,4,25323105
2015-02,H2,26,11,8547,7,7,7,4,892821
2015-11,H2,26,88,7309,17,29,30,5,727499
2015-11,R1,25,388,139291,9,61,62,5,15052673
2015-12,R1,25,170,81180,9,41,42,3,8670143
2015-09,R1,25,219,126936,7,55,56,4,14739788
2014-12,R1,25,82,38704,9,36,36,1,4779822
2015-05,R1,25,259,301991,8,63,67,4,37869266
2015-08,G1,25,1,37,1,1,1,1,5729
2015-12,A1,25,697,349846,23,170,181,3,37774480
2015-09,A1,25,852,455891,24,175,186,4,48509824
2015-02,A1,25,890,515937,26,161,164,4,57026692
2015-09,A1,26,121,85117,10,53,54,4,8946195
2015-10,A1,26,106,91992,12,48,48,4,9654422
2015-11,B5,25,484,100680,8,113,116,5,7940967
2015-12,B5,25,262,47205,8,86,87,3,4466160
2015-09,B5,25,316,123230,9,124,134,4,9519406
2015-12,B5,26,26,1237,5,13,13,3,132462
2015-11,B5,26,57,3926,6,17,17,5,413365
2015-02,G5,25,112,88164,12,35,37,4,11224313
2015-01,G5,25,139,41040,9,28,31,4,4642397
2015-07,A1,25,607,355007,22,159,162,4,37248402
2015-01,A1,25,541,204895,25,135,137,4,20258540
2015-12,T6,25,192,64163,19,51,56,3,7998498
2015-11,T6,25,238,28531,27,78,85,5,2787193
2015-10,T6,25,198,129761,26,65,67,4,14277603
2015-09,T6,25,205,66176,22,61,63,4,7354697
2015-08,T6,25,236,74925,25,88,88,5,8700727
2015-01,T6,25,147,57100,18,48,53,4,6034369
2015-03,T6,25,477,236015,34,147,158,5,24771940
2015-08,T6,26,72,16596,15,32,32,5,1724416
2015-04,T6,25,550,268856,31,151,158,4,26550519
2015-01,T6,26,28,1925,10,12,12,4,181272
2015-09,T6,26,46,4786,11,21,21,4,485155
2015-04,T6,26,64,8296,15,35,36,4,858369
2015-03,T6,26,65,37523,14,29,30,5,3942344
2015-05,T6,25,491,343373,32,147,154,4,39444970
2015-09,B1,26,3461,1257892,124,1194,1315,4,133098110
2015-10,B1,26,3294,1199290,136,1219,1336,4,126614244
2015-10,F2,25,443,232347,18,84,92,4,26729165
2014-12,F2,25,80,69843,14,36,38,1,7204707
2015-09,F2,25,491,351678,17,88,99,4,38594254
2015-01,F2,25,250,210198,15,52,56,4,23510090
2015-05,A1,26,98,83647,10,39,39,4,8570708
2015-07,A1,26,58,28243,8,26,27,4,2946880
2015-06,A1,26,70,18562,12,36,36,5,2012803
2015-10,G3,25,2706,1742710,51,693,733,4,204564267
2015-09,G3,25,2873,1736120,50,630,677,4,213925448
2015-11,B3,26,422,282618,13,114,118,5,29297096
2015-07,B3,26,229,342485,11,77,81,4,34815891
2015-06,B3,26,430,359679,12,146,148,5,36551349
2015-04,B3,26,480,344920,12,167,172,4,35745530
2015-02,H4,25,85,20129,11,19,21,4,1901410
2015-04,H4,26,18,8711,3,4,4,4,475907
2015-05,H4,26,14,3806,5,8,8,4,235347
2015-12,G4,25,1133,493552,36,294,318,3,49994350
2015-11,G4,25,2330,1072666,42,399,432,5,107939704
2015-08,G4,25,1639,860487,43,364,402,5,85258114
2015-09,G4,25,1348,582392,44,316,340,4,59394267
2015-06,G2,26,81,9131,8,30,30,5,934406
2015-11,A1,26,170,141184,19,74,75,5,14787207
2015-02,A1,26,160,70816,14,51,52,4,7302914
2015-09,G3,26,848,178472,43,334,352,4,18518947
2015-10,G3,26,874,150953,43,385,405,4,15394413
2015-05,H5,26,73,16192,24,36,36,4,1674031
2015-03,G2,26,38,4328,7,17,17,5,404373
2015-04,G2,26,58,31287,8,27,27,4,2897261
2015-02,G2,26,53,27154,7,19,19,4,2724795
2015-05,G2,26,49,12583,8,22,22,4,1252450
2015-12,A1,26,71,65251,10,40,41,3,6864095
2015-07,R1,25,265,164790,7,53,54,4,20409185
2015-03,R1,26,32,6853,4,13,13,5,710423
2015-04,R1,26,47,12596,5,21,21,4,1375623
2015-06,G3,25,3420,2294412,59,880,924,5,278297269
2015-05,G3,26,879,363603,46,398,413,4,37558626
2015-06,G3,26,1139,255648,51,466,478,5,26360908
2015-02,G4,25,1269,857112,41,354,380,4,86642357
2015-07,G4,25,1533,743110,34,366,401,4,72236867
2015-03,G4,25,1822,1127303,47,438,469,5,120079493
2015-01,G4,25,1287,592715,42,386,406,4,60546712
2014-12,G4,25,373,196976,32,212,221,1,19776778
2015-08,B2,25,1954,1118468,19,508,585,5,119814806
2015-08,B2,26,444,76977,14,187,207,5,8307347
2015-09,B2,26,452,49597,10,191,220,4,5153989
2015-10,G2,25,315,123520,15,75,81,4,12693713
2015-08,G2,26,24,3821,7,12,12,5,234194
2015-11,B2,25,2347,966498,18,498,563,5,99831368
2015-12,B2,25,1169,442550,18,366,403,3,48777014
2015-03,B2,25,2471,1434031,16,576,655,5,141306671
2015-02,B2,25,1987,860646,17,438,491,4,84507566
2014-12,B2,25,513,235656,14,197,226,1,27364740
2015-01,B2,25,2287,1128130,16,429,482,4,113582455
2015-11,B2,26,556,82128,14,207,229,5,8583467
2015-01,R1,26,39,6767,3,13,13,4,668513
2015-08,G7,26,1611,689758,117,529,558,5,71919701
2015-11,F1,26,75,6629,15,33,36,5,706815
2015-01,A1,26,85,9647,16,46,46,4,996272
2014-12,G2,26,13,1267,5,11,11,1,127420
2015-01,G3,25,2690,1812902,54,672,717,4,189174456
2015-01,G3,26,876,297693,45,379,394,4,28874057
2015-06,H5,26,103,17973,27,52,53,5,1828317
2015-05,B2,25,1934,1302482,18,518,585,4,126851544
2015-10,G4,25,1303,616470,40,347,367,4,61579575
2015-07,T6,25,172,73928,23,72,73,4,7377513
2015-07,T6,26,51,11991,13,27,27,4,1246138
2015-07,G2,26,20,1123,5,11,12,4,110505
2015-10,R1,25,259,95673,9,55,59,4,11785547
2015-09,R1,26,23,1700,3,9,9,4,204850
2015-10,R1,26,16,1514,3,8,8,4,164683
2015-11,R1,26,51,2175,4,14,14,5,212233
2015-07,T4,26,518,163077,24,194,210,4,16602332
2015-04,G3,26,1021,479598,50,477,494,4,47473511
2015-11,G4,26,155,15334,18,66,69,5,1624550
2015-01,H3,26,54,7092,7,28,31,4,637884
2015-11,B7,25,146,52466,3,30,31,5,5758611
2015-05,B7,25,127,25846,4,40,41,4,2951642
2015-10,B7,25,105,17404,2,23,23,4,2346074
2015-12,B7,25,88,6692,3,19,20,3,535557
2015-06,B7,25,117,27781,4,37,40,5,2884443
2015-07,B7,25,49,11665,3,17,17,4,1286075
2015-08,B7,25,100,83384,3,30,30,5,7613621
2015-09,B7,25,49,29449,3,19,19,4,2921847
2015-01,B7,25,74,12377,4,23,23,4,1287955
2015-03,B7,25,112,52371,4,35,36,5,4126961
2015-04,B7,25,70,13346,4,29,30,4,1386283
2015-08,B7,26,11,5144,2,10,10,5,540939
2015-09,B7,26,12,8711,2,6,6,4,917034
2015-10,B7,26,22,1163,2,9,9,4,114276
2015-11,B7,26,30,34286,2,13,13,5,3609094
2015-10,B2,26,523,52014,12,213,242,4,5374042
2015-08,A1,26,110,24818,8,45,46,5,2594500
2014-12,A1,26,26,12299,12,22,22,1,1280109
2015-06,B2,25,2210,1069074,18,529,621,5,96532954
2015-07,B2,25,1526,766275,19,456,536,4,74155935
2015-06,B2,26,659,108101,16,234,266,5,12069063
2015-05,B2,26,515,224416,13,208,227,4,24658386
2015-01,F1,26,92,15713,24,42,42,4,1637298
2015-03,B2,26,543,142294,11,187,209,5,15046915
2015-04,B2,26,501,197528,13,204,229,4,20317341
2015-12,G3,26,504,89002,36,259,267,3,9224451
2014-12,B2,26,92,11256,12,66,76,1,1087548
2015-07,B2,26,350,63714,13,143,161,4,7013769
2015-02,B2,26,457,112447,14,156,171,4,11589314
2015-08,G3,25,3202,1833538,59,790,833,5,224943685
2015-02,G3,25,2874,1919470,53,730,777,4,199763633
2015-12,H5,26,15,234,10,12,12,3,25512
2015-07,H5,26,54,8037,19,22,24,4,795730
2015-10,H5,26,63,3010,24,31,32,4,307437
2014-12,F1,26,21,1789,9,15,16,1,174702
