ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days,total.imp
2012-08,D2,25,21356,9851921,126,1871,1995,4,850323430
2012-09,D2,25,20385,10319498,128,1883,1996,4,916977663
2012-10,D2,25,27078,12929219,134,2024,2163,5,1178183814
2012-11,D2,25,19691,8713037,130,1802,1918,4,757330823
2012-12,D2,25,20473,9406644,131,1663,1776,4,838038337
2012-01,D2,26,7203,2564680,79,1066,1119,5,229620272
2012-02,D2,26,7331,2567394,86,1142,1202,4,227726839
2012-05,D2,26,6234,2244218,79,1215,1273,4,201719670
2012-06,D2,26,6215,2121178,92,1197,1257,4,184870501
2012-07,D2,26,6289,2584802,89,1168,1224,5,227021299
2012-08,D2,26,6190,1556487,86,1175,1228,4,132511959
2012-03,D2,26,6405,2344350,84,1240,1291,4,206276128
2012-10,D2,26,7363,2086763,92,1252,1309,5,187045632
2012-11,D2,26,5456,1507650,88,1133,1175,4,129376593
2012-09,D2,26,5641,1660748,84,1148,1200,4,142632392
2012-12,D2,26,5642,1413190,88,1023,1072,4,130019085
2011-12,D2,25,5736,3153152,127,1166,1226,1,274241024
2012-04,D2,25,28191,14769469,126,2119,2241,5,1284373528
2012-04,D2,26,7177,2523774,78,1281,1345,5,215707125
2011-12,D2,26,1457,475538,68,661,680,1,43241475
2012-10,B1,25,176000,70912957,217,8921,10259,5,6587944859
2012-10,B1,26,52276,13075220,194,5083,5768,5,1186452952
2012-11,B1,26,42859,10666517,189,4299,4869,4,956535410
2012-02,F1,25,12640,8508752,89,389,426,4,824279718
2012-03,F1,25,11374,7038142,99,407,444,4,643358909
2012-04,F1,25,14714,8358104,104,450,493,5,777323744
2012-05,F1,25,12512,7290212,103,439,481,4,703865375
2012-08,F1,25,10716,5087774,100,435,484,4,492732576
2012-09,F1,25,9712,5201523,99,444,497,4,502680172
2012-10,F1,25,11437,6817777,105,442,509,5,660513161
2012-12,F1,25,6515,4392108,96,387,437,4,433074270
2012-04,F1,26,2324,375293,54,152,162,5,31863952
2012-05,F1,26,2421,401784,60,158,164,4,35553544
2012-10,G5,25,866,366081,17,59,63,5,31128526
2012-11,G5,25,610,442337,14,49,52,4,43630138
2012-12,G5,25,590,471887,14,47,50,4,47341525
2012-10,G5,26,149,12089,10,17,18,5,1085138
2012-11,G5,26,121,28429,7,12,14,4,2689297
2012-12,G5,26,156,35824,8,18,20,4,3614586
2012-01,B5,25,1359,598782,14,186,196,5,49121505
2012-03,B5,25,1432,388377,12,195,209,4,37321777
2012-02,B5,25,1289,426426,13,190,204,4,33818623
2012-04,B5,25,1780,717405,12,236,252,5,63050363
2012-05,B5,25,1438,809289,12,196,209,4,64422957
2012-06,B5,25,1454,785716,10,179,197,4,57879877
2012-07,B5,25,1752,830318,11,201,215,5,59972657
2012-08,B5,25,1662,747857,12,192,207,4,55988456
2012-09,B5,25,1510,732483,13,192,207,4,57330099
2012-10,B5,25,1887,916718,12,191,205,5,71655459
2012-11,B5,25,1408,786260,12,156,169,4,59090710
2012-12,B5,25,1283,635791,12,147,157,4,50483517
2012-03,B5,26,289,60459,8,66,71,4,6588366
2012-04,B5,26,352,112850,9,95,97,5,12697481
2012-05,B5,26,289,120317,8,79,83,4,12477322
2012-11,B5,26,502,200626,8,62,64,4,17788307
2012-05,G3,25,23619,10156604,77,2351,2473,4,1001974308
2012-06,G3,25,23633,10611872,80,2221,2319,4,1041950298
2012-05,G3,26,9224,3075137,73,1705,1779,4,269027600
2012-06,G3,26,9454,3484383,72,1646,1718,4,303976612
2012-06,F1,25,11325,5823418,104,426,469,4,568833947
2012-07,F1,25,12001,6528088,98,412,453,5,631642870
2012-03,F1,26,1767,308612,54,140,151,4,26082590
2012-06,F1,26,2246,431676,59,151,159,4,39211729
2012-01,D1,25,8112,3604712,62,301,319,5,373926075
2011-12,D1,25,1544,802321,64,250,265,1,95909955
2012-02,D1,25,8141,3556755,72,306,331,4,364511799
2012-03,D1,25,8101,3820994,74,329,355,4,385444484
2012-04,D1,25,11062,4568663,81,377,411,5,456737380
2012-05,D1,25,9050,3992324,79,359,386,4,409993265
2012-06,D1,25,8149,3456075,76,357,386,4,352069224
2012-07,D1,25,7499,3980371,77,342,373,5,389454223
2012-08,D1,25,6431,3366816,78,347,377,4,320112257
2012-09,D1,25,6281,3916105,74,329,360,4,379400927
2012-10,D1,25,6863,3754393,72,326,357,5,359371567
2012-11,D1,25,4733,2488437,66,313,344,4,246936545
2012-12,D1,25,4879,2496791,66,286,308,4,244684628
2012-03,D1,26,1158,121135,37,111,116,4,11026659
2012-07,D1,26,1110,120882,31,89,94,5,10995688
2012-02,D1,26,1348,192359,41,124,128,4,17641866
2012-06,D1,26,1326,201563,41,99,107,4,19035653
2012-08,D1,26,787,41177,28,83,88,4,3473986
2012-11,D1,26,499,186258,35,85,88,4,17323945
2012-10,D1,26,696,70648,36,92,96,5,5805775
2012-12,D1,26,660,124510,39,100,104,4,12316654
2011-12,T3,25,47,30024,2,8,8,1,2459090
2012-01,T3,25,163,64274,3,8,9,5,5507124
2012-02,T3,25,176,128763,3,11,12,4,8312187
2012-03,T3,25,210,112469,3,14,15,4,8506938
2012-04,T3,25,310,133688,3,12,14,5,10709342
2012-05,T3,25,431,194607,3,15,18,4,16280628
2012-06,T3,25,221,100257,3,15,17,4,6079799
2012-07,T3,25,204,140653,3,15,15,5,9334558
2012-04,G7,25,58067,24974157,233,3488,3700,5,2463422372
2012-11,G7,25,44680,19334498,230,3196,3401,4,1908373127
2012-04,G7,26,16843,6926932,197,2172,2287,5,631909583
2012-11,G7,26,13158,4891007,200,2104,2231,4,438912553
2011-12,F1,25,2099,1771380,85,301,327,1,171598861
2012-01,F1,25,13894,9717712,92,387,425,5,907037118
2012-11,F1,25,7878,5037658,100,419,483,4,491100357
2011-12,H2,25,707,394579,43,83,95,1,37423863
2012-05,H2,25,3054,1292282,52,134,147,4,130090373
2012-06,H2,25,3329,1414735,50,136,149,4,137691904
2012-07,H2,25,3961,1645274,55,142,161,5,164377050
2012-08,H2,25,4036,1670864,51,130,149,4,169000107
2012-09,H2,25,3768,1437748,53,140,161,4,140269472
2012-10,H2,25,4442,1900773,61,168,191,5,190462936
2012-11,H2,25,3866,1390356,55,150,177,4,142899081
2012-12,H2,25,3511,1477012,54,148,170,4,143531563
2012-09,H2,26,703,100508,31,57,64,4,9699452
2012-10,H2,26,757,46044,35,75,78,5,4368169
2012-11,H2,26,686,72606,30,62,68,4,6421606
2012-07,F1,26,2650,754469,51,148,159,5,65346332
2012-01,T4,25,32373,10988613,37,1469,1731,5,1044527633
2011-12,T4,25,5056,1636932,30,937,1087,1,154405208
2012-02,T4,25,30813,10321796,34,1509,1771,4,982380052
2012-03,T4,25,29888,11153576,33,1595,1875,4,1038048169
2012-04,T4,25,36020,11967574,34,1764,2066,5,1092086462
2012-05,T4,25,30203,9968635,36,1748,2041,4,928005512
2012-06,T4,25,30152,8857053,38,1776,2064,4,823721903
2012-07,T4,25,32385,10535217,36,1658,1951,5,962373242
2012-08,T4,25,25542,7486854,34,1501,1740,4,694423333
2012-09,T4,25,21863,7778609,34,1393,1612,4,734080600
2012-10,T4,25,25354,9067581,33,1442,1694,5,850006654
2012-11,T4,25,18826,6844464,34,1357,1606,4,645661333
2012-12,T4,25,15929,6015636,31,1227,1450,4,566366555
2012-05,T4,26,9764,2970869,36,1094,1251,4,276620276
2012-04,T4,26,11835,3697417,33,1060,1212,5,328838682
2012-06,T4,26,9855,2757243,33,1138,1289,4,248215724
2012-07,T4,26,10620,3284963,32,1029,1167,5,290685027
2012-08,T4,26,9010,2113047,32,899,1011,4,186390671
2012-09,T4,26,6892,2021833,33,802,897,4,181124885
2012-10,T4,26,8111,2366478,31,841,969,5,219118567
2012-01,T1,25,31142,15506718,35,2436,2620,5,1215406414
2011-12,T1,25,9042,3887580,30,1445,1559,1,346336079
2012-02,T1,25,31934,16593285,40,2432,2604,4,1335004333
2012-03,T1,25,36302,20724067,41,2615,2810,4,1720834236
2012-04,T1,25,42826,20629425,46,3320,3554,5,1672808410
2012-05,T1,25,35956,15438494,44,3064,3293,4,1240078197
2012-06,T1,25,35292,15220752,41,2891,3139,4,1215719345
2012-07,T1,25,39633,18850160,41,3036,3279,5,1476126465
2012-08,T1,25,33716,12913311,44,2930,3159,4,1007137269
2012-09,T1,25,30022,13302493,43,2783,3026,4,1091998497
2012-10,T1,25,40977,16483255,43,2892,3147,5,1351827457
2012-11,T1,25,29050,12861781,40,2603,2859,4,1080761529
2012-12,T1,25,31515,14954680,40,2599,2842,4,1254975769
2012-01,T1,26,9624,3586115,27,1298,1379,5,330485172
2011-12,T1,26,3089,1172142,26,990,1043,1,104976022
2012-02,T1,26,10150,4289806,30,1278,1364,4,375843074
2012-04,T1,26,12145,5136898,30,1432,1531,5,442296543
2012-03,T1,26,11434,5293070,31,1405,1503,4,468629337
2012-06,T1,26,10753,3886535,31,1436,1549,4,325366184
2012-05,T1,26,11062,4373132,30,1471,1578,4,368624741
2012-10,T1,26,13462,3468493,26,1489,1605,5,300626934
2012-11,T1,26,8477,2642844,32,1392,1504,4,228824446
2012-12,T1,26,9382,3261080,34,1366,1474,4,282184458
2012-01,B4,25,22726,13659568,44,1521,1785,5,1334374631
2011-12,B4,25,3758,2017476,41,909,1048,1,200301222
2012-02,B4,25,20550,10990110,42,1457,1691,4,1077840481
2012-03,B4,25,18993,10168168,43,1495,1718,4,972573501
2012-04,B4,25,24088,13458791,43,1581,1857,5,1279904913
2012-05,B4,25,18236,9438968,43,1532,1761,4,897235559
2012-06,B4,25,15906,8555156,42,1434,1644,4,804945733
2012-07,B4,25,19033,10471579,41,1344,1546,5,1006495418
2012-08,B4,25,15820,8572269,40,1313,1516,4,855918928
2012-09,B4,25,15731,9361010,43,1354,1561,4,926155845
2012-10,B4,25,19864,11622635,44,1497,1744,5,1148640277
2012-11,B4,25,14913,8171776,43,1344,1560,4,798832009
2012-12,B4,25,12726,7403790,43,1198,1381,4,717268318
2012-02,B4,26,5137,2170599,37,612,693,4,198204480
2012-01,B4,26,5697,2707513,41,599,675,5,250423617
2011-12,B4,26,953,405751,35,323,365,1,36941957
2012-04,B4,26,6397,3267630,39,678,762,5,274709632
2012-03,B4,26,4617,2334473,39,621,687,4,211206211
2012-05,B4,26,4775,2189509,40,624,692,4,191899122
2012-06,B4,26,4165,1765364,39,568,624,4,164382145
2012-07,B4,26,5028,2401932,37,509,567,5,213659080
2012-09,B4,26,3938,1868270,39,501,558,4,168169121
2012-08,B4,26,4269,1774304,37,507,572,4,168416036
2012-10,B4,26,5473,2682200,35,603,686,5,238631999
2012-11,B4,26,4195,2060118,38,536,603,4,186324965
2012-12,B4,26,3618,2014187,37,460,514,4,185368369
2012-04,H5,25,4509,1757873,72,259,277,5,157091055
2012-05,H5,25,3742,1772930,73,252,268,4,174903847
2012-06,H5,25,3855,1596055,68,254,272,4,150241582
2012-07,H5,25,3829,1611704,75,262,284,5,156201905
2012-08,H5,25,3471,1212437,72,250,274,4,113547451
2012-09,H5,25,3537,1709738,69,257,276,4,161107529
2012-05,H5,26,899,245060,54,121,125,4,22491890
2012-04,H5,26,1092,246556,50,122,125,5,19976819
2012-06,H5,26,899,201895,50,124,131,4,17420317
2012-07,H5,26,909,184271,53,124,130,5,15889044
2011-12,H3,25,1185,543491,20,247,272,1,59511732
2012-01,H3,25,4720,1961250,22,403,436,5,186213996
2012-02,H3,25,4480,1525721,23,363,396,4,150547671
2012-03,H3,25,3735,1436884,21,351,387,4,141733103
2012-04,H3,25,4872,2036558,21,379,417,5,200915147
2012-05,H3,25,4492,1798458,22,356,390,4,166597589
2012-06,H3,25,5109,2128554,20,319,363,4,210252559
2012-07,H3,25,4768,1981253,23,326,365,5,191616671
2012-08,H3,25,4294,1212128,26,333,378,4,113085582
2012-09,H3,25,4001,1619854,25,336,381,4,160680688
2012-10,H3,25,4290,2003163,23,334,378,5,190561575
2012-11,H3,25,4738,1777793,26,347,388,4,168633941
2012-12,H3,25,4963,1745666,25,307,352,4,169855131
2011-12,H3,26,188,28223,10,63,66,1,2447231
2012-05,H3,26,820,228132,15,108,119,4,21224456
2012-01,H3,26,1081,185154,13,123,132,5,16472584
2012-07,H3,26,811,206584,16,98,103,5,19068991
2012-08,H3,26,676,82872,19,90,99,4,7632397
2012-09,H3,26,508,113192,15,90,98,4,10558015
2012-10,H3,26,606,254902,14,97,105,5,22870071
2012-12,H3,26,918,244998,18,115,126,4,22526755
2012-11,H3,26,792,214884,17,114,128,4,18052045
2012-01,F1,26,2470,436417,48,113,122,5,35446149
2012-02,F1,26,1929,359789,52,136,144,4,30771742
2012-12,F1,26,797,149478,59,133,141,4,13810726
2011-12,F3,25,402,374850,16,100,107,1,35698532
2012-03,F3,25,711,698953,17,83,89,4,67487017
2012-09,F3,25,1504,1209552,16,123,133,4,114420113
2012-10,F3,25,1542,1116131,15,123,130,5,105889993
2012-11,F3,25,1111,884718,18,116,122,4,81880455
2012-12,F3,25,1287,1051975,14,111,124,4,96559573
2011-12,F3,26,74,32213,12,31,35,1,2621110
2012-10,F3,26,281,126921,12,51,51,5,10942847
2012-09,F3,26,383,116378,12,48,49,4,9100996
2012-02,B2,25,13977,6097189,20,1389,2132,4,620228996
2012-03,B1,26,48720,16251387,195,4799,5430,4,1462779664
2012-09,T1,26,8513,2631160,30,1408,1521,4,217655996
2012-02,T4,26,10276,3042740,31,858,981,4,277818686
2012-03,G7,25,46027,19413073,237,3257,3435,4,1925548436
2012-08,G7,25,43383,16525385,228,3025,3217,4,1574112103
2012-03,G7,26,13363,5029778,193,1983,2083,4,464172412
2012-08,G7,26,14695,4209366,198,1913,2030,4,373955048
2012-12,G3,25,16946,8119421,75,1773,1885,4,815519880
2012-12,G3,26,6625,2522529,67,1315,1389,4,229218721
2012-01,H5,25,1689,811495,58,179,189,5,77653310
2011-12,H5,25,328,108259,41,111,116,1,10558471
2012-02,H5,25,2127,742107,62,196,210,4,74850342
2012-03,H5,25,2147,765044,66,210,222,4,71091389
2012-10,H5,25,3641,1369038,65,253,277,5,129538138
2012-11,H5,25,2359,1004479,55,203,224,4,93160123
2012-12,H5,25,2188,762019,60,190,210,4,75470086
2012-01,H5,26,403,76159,40,85,87,5,8820289
2012-02,H5,26,523,93110,43,99,102,4,8628542
2012-03,H5,26,458,109590,41,91,95,4,10504883
2011-12,H5,26,75,12562,23,41,41,1,1276863
2012-08,H5,26,905,95708,45,120,128,4,8654414
2012-09,H5,26,943,231205,46,129,134,4,19600762
2012-10,H5,26,1042,105541,48,127,136,5,9095123
2012-11,H5,26,674,136933,42,94,100,4,10884184
2012-12,H5,26,678,92275,35,85,90,4,8680104
2012-03,G4,25,11895,5663922,51,710,779,4,566642909
2012-05,G4,25,10549,4271280,48,680,750,4,434196861
2012-09,G4,25,9732,3964279,43,665,748,4,382097910
2012-05,G4,26,1435,279086,25,167,173,4,23340665
2012-03,G4,26,1518,386488,26,174,188,4,29830323
2012-07,G4,26,1885,420851,28,159,173,5,29792441
2012-08,G4,26,1397,261243,23,163,180,4,18992778
2012-09,G4,26,1308,242805,23,146,159,4,19507559
2012-11,T4,26,5920,2311374,29,755,859,4,211002201
2011-12,B3,25,5647,2027343,31,735,844,1,179099998
2012-01,B3,25,35251,13139624,33,1129,1328,5,1156207095
2012-03,B3,25,32061,10512220,34,1268,1484,4,895860801
2012-04,B3,25,34328,11278161,34,1259,1469,5,997532180
2012-06,B3,25,23317,7805235,33,1167,1349,4,652092651
2012-07,B3,25,25631,9690591,32,1192,1368,5,830611605
2012-08,B3,25,23928,7978371,31,1212,1401,4,694843641
2012-09,B3,25,22664,7775045,32,1230,1431,4,684007624
2012-10,B3,25,25246,8895969,30,1265,1466,5,749969387
2012-11,B3,25,19799,6399841,32,1127,1301,4,555280210
2012-12,B3,25,19277,6549491,31,1063,1219,4,565181984
2012-10,B3,26,4065,1065014,19,429,484,5,88987918
2012-11,B3,26,3204,563328,24,408,452,4,46210701
2012-12,B3,26,3033,421966,22,374,405,4,36220159
2012-07,T3,26,25,29465,2,6,6,5,2292007
2012-03,T3,26,38,18455,1,4,5,4,1007167
2012-02,F3,25,482,620676,18,81,86,4,53537535
2012-04,F3,25,1022,888831,18,96,103,5,85147872
2012-05,F3,25,1198,831211,18,116,123,4,76428346
2012-01,F3,25,471,532150,17,70,73,5,44548338
2012-06,F3,25,1559,1046761,18,131,143,4,94891315
2011-12,H1,25,163,46717,24,54,56,1,5759495
2012-01,H1,25,1459,424128,30,108,111,5,39772926
2012-02,H1,25,1857,531105,33,113,117,4,48445512
2012-03,H1,25,1353,380568,29,120,123,4,37553322
2012-04,H1,25,1233,425960,37,134,140,5,44875605
2012-05,H1,25,2085,577570,32,125,130,4,57721809
2012-06,H1,25,1437,472548,29,113,115,4,48461767
2012-07,H1,25,1797,565331,31,113,118,5,55464390
2012-08,H1,25,1745,553141,30,107,110,4,56261685
2012-09,H1,25,1042,374755,28,111,117,4,36048719
2012-10,H1,25,1404,519459,30,116,121,5,52517048
2012-11,H1,25,1451,445270,30,124,129,4,40876426
2012-12,H1,25,888,273814,28,94,97,4,27916018
2012-04,H1,26,269,60201,26,51,51,5,5248833
2012-12,H1,26,194,72165,19,38,41,4,5988966
2012-02,G7,25,45657,19991502,225,3117,3320,4,2016205962
2012-02,G7,26,13425,5159370,195,1908,2016,4,470219786
2012-01,G7,25,46799,21356828,225,3110,3324,5,2111712738
2012-05,G7,25,50230,20487656,231,3303,3522,4,1979899962
2012-06,G7,25,45692,19213305,232,3189,3390,4,1853625932
2012-07,G7,25,47888,21784917,234,3129,3329,5,2072729157
2012-01,G7,26,13678,5263658,184,1829,1947,5,498368821
2012-05,G7,26,15265,5825700,188,2088,2206,4,521700649
2012-06,G7,26,14399,5591719,193,2008,2117,4,470755788
2012-07,G7,26,15701,6443801,198,2002,2103,5,562236544
2012-11,H1,26,311,95182,20,48,51,4,7458030
2012-12,G7,25,43327,19419309,228,3085,3276,4,1963631013
2012-12,G7,26,13176,5094695,199,2026,2136,4,473638890
2012-03,T4,26,10142,3061728,30,922,1059,4,268585728
2011-12,G7,25,9029,3987580,190,1860,1983,1,409535467
2012-09,G7,25,42572,17735023,227,2889,3082,4,1730757409
2012-10,G7,25,52910,23475882,234,3244,3456,5,2295257544
2012-09,G7,26,13286,4178674,189,1824,1934,4,369538423
2012-10,G7,26,16550,5047608,204,2057,2181,5,457400460
2012-10,F1,26,1760,381663,63,143,165,5,34531878
2012-09,D1,26,738,94209,38,91,97,4,8429738
2012-09,F1,26,1814,300431,56,163,179,4,27581082
2012-08,F1,26,2376,393055,55,157,167,4,35333504
2012-01,F2,25,3094,1863960,21,107,122,5,183238888
2012-02,F2,25,2454,1472204,19,95,109,4,146477888
2012-03,F2,25,3239,1643005,19,108,117,4,157763990
2012-04,F2,25,4307,1595694,19,114,130,5,159184857
2012-05,F2,25,3357,1223849,21,106,123,4,126265319
2012-06,F2,25,3534,1603830,19,110,125,4,162532292
2012-07,F2,25,4224,2262376,20,107,123,5,220640120
2012-08,F2,25,3420,1536474,18,99,116,4,156562394
2012-09,F2,25,2742,1098924,18,101,121,4,111989029
2012-10,F2,25,3757,1679890,20,114,130,5,178571563
2012-11,F2,25,2628,1161899,18,97,112,4,123934564
2012-12,F2,25,1887,804264,20,95,111,4,85401684
2012-01,F2,26,437,35063,13,37,40,5,2984570
2012-04,F2,26,725,96133,13,41,45,5,9107923
2012-05,F2,26,602,90898,14,40,43,4,8206569
2012-03,F2,26,563,88220,15,37,39,4,7315657
2012-02,F2,26,348,68213,13,33,39,4,5763784
2012-08,F2,26,637,55344,15,44,50,4,4242233
2012-07,F2,26,607,98577,17,48,53,5,8226214
2012-10,F2,26,593,91645,15,51,59,5,8591633
2012-12,F2,26,269,51141,16,48,52,4,4862104
2012-11,F2,26,389,75254,15,45,51,4,7267809
2012-11,F1,26,1110,265703,55,150,164,4,21122711
2012-03,H4,25,1809,792178,21,53,56,4,76019745
2012-07,H4,25,1327,840245,17,56,60,5,84025603
2012-07,H4,26,214,49630,6,16,16,5,4950905
2012-06,G5,25,1990,668929,16,78,81,4,59068224
2011-12,F1,26,232,24694,36,68,70,1,2205577
2012-07,F3,25,2149,1409196,14,120,131,5,131714213
2012-08,F3,25,1548,1066512,14,116,124,4,102964722
2012-02,B3,25,31041,11062470,33,1193,1391,4,999503475
2012-05,B3,25,26489,8065015,31,1200,1391,4,707711638
2012-01,D1,26,1284,131790,29,80,84,5,11553046
2012-04,D1,26,1671,185995,38,115,123,5,16843597
2012-05,D1,26,1242,138146,40,109,115,4,12944041
2011-12,A1,25,952,326715,24,196,205,1,30748679
2012-01,A1,25,4025,1664845,28,267,280,5,154744851
2012-02,A1,25,3317,1694003,31,290,303,4,147842108
2012-03,A1,25,4131,1486457,29,300,315,4,130599633
2012-04,A1,25,5144,2181767,30,351,368,5,190329665
2012-05,A1,25,3715,1413880,29,294,310,4,133294662
2012-06,A1,25,2828,979028,29,284,300,4,94708219
2012-07,A1,25,3875,1553501,28,276,297,5,151535964
2012-08,A1,25,3593,1076364,30,294,316,4,99517979
2012-09,A1,25,3513,1415438,30,312,334,4,136143416
2012-10,A1,25,4751,1962318,30,326,346,5,184725434
2012-11,A1,25,4062,1594976,28,316,331,4,149968525
2012-12,A1,25,4247,1682031,30,300,313,4,162922896
2012-02,A1,26,720,321370,21,117,123,4,26996139
2012-05,A1,26,605,153207,19,103,106,4,13525480
2012-04,A1,26,855,268018,18,126,129,5,23173792
2012-03,A1,26,942,291012,16,132,136,4,23402914
2012-06,A1,26,410,123863,13,91,94,4,10675888
2011-12,G2,25,647,279489,15,125,132,1,29082608
2012-01,G2,25,1975,717745,17,138,144,5,57824263
2012-07,G2,25,2291,878667,19,142,153,5,71826633
2012-11,G2,25,3093,1213443,20,176,186,4,106485890
2012-12,G2,25,3107,1388387,20,178,192,4,129442531
2011-12,G2,26,94,37211,10,36,38,1,3383589
2012-07,G2,26,449,78993,14,61,65,5,6151343
2012-12,G2,26,653,198683,13,82,85,4,18109407
2012-11,G2,26,578,160937,11,78,81,4,14134759
2012-03,B3,26,5534,936197,21,485,546,4,82761294
2012-04,B3,26,5903,1129115,19,446,505,5,97072697
2012-07,T1,26,13386,5831401,31,1474,1576,5,484271320
2012-08,T1,26,11359,2947753,31,1502,1605,4,250741386
2011-12,B1,26,9768,2873375,154,2452,2742,1,266341845
2012-02,B1,26,49784,15700530,194,4436,5015,4,1399300173
2011-12,B2,25,2674,1189930,21,791,1189,1,119907032
2012-01,B2,25,15590,7414205,22,1450,2379,5,750945936
2012-04,B2,25,18152,8050612,19,1519,2245,5,767313885
2012-12,B2,25,9089,4180061,21,970,1447,4,406593167
2012-07,G3,25,26130,11674701,78,2212,2353,5,1137117478
2012-08,G3,25,21087,8630106,80,2101,2242,4,849637007
2012-09,G3,25,20531,9219395,79,2182,2326,4,899807366
2012-07,G3,26,10477,3869782,70,1621,1704,5,347149364
2012-08,G3,26,8569,2578894,75,1579,1662,4,235030629
2012-09,G3,26,8003,2779009,72,1585,1677,4,242615902
2012-05,B3,26,4996,857160,20,389,429,4,73213019
2012-01,B3,26,7350,1684146,18,360,410,5,153823006
2012-09,B3,26,3299,737312,23,388,427,4,64687056
2012-06,F2,26,702,102622,16,44,48,4,9862103
2011-12,F2,25,252,218091,18,63,71,1,21060790
2012-09,F2,26,396,40548,16,46,58,4,3693493
2012-04,G2,25,2788,820058,20,177,192,5,76987104
2012-03,G2,25,3560,1449015,17,144,150,4,129853702
2012-09,G2,25,2306,904453,17,125,136,4,78976125
2012-10,G2,25,2745,997798,19,154,163,5,87989630
2012-04,G2,26,631,174689,14,69,77,5,15776946
2012-03,G2,26,698,218202,14,61,66,4,18543961
2012-10,G2,26,500,175890,14,63,65,5,15341587
2012-09,G2,26,453,85762,11,46,49,4,7550920
2012-03,B2,25,14188,6276469,23,1408,2076,4,621472850
2012-05,B2,25,12875,5979266,22,1295,1819,4,572050204
2012-06,B2,25,10653,5181129,18,1134,1573,4,498153200
2012-08,B2,25,10291,4105821,21,1040,1429,4,396915648
2012-09,B2,25,10603,5067117,22,1060,1365,4,490765566
2012-10,B2,25,14754,7424196,24,1191,1692,5,706543256
2012-11,B2,25,11223,4647358,20,1092,1609,4,448727205
2012-01,B2,26,4526,1594741,17,610,706,5,176411322
2012-02,B2,26,4447,1396151,16,666,755,4,140027475
2011-12,B2,26,790,322314,15,372,431,1,38485271
2012-03,B2,26,4551,1614676,16,713,823,4,170053796
2012-09,B2,26,3494,928793,15,599,677,4,84207606
2012-08,B2,26,3769,815418,16,592,693,4,75234147
2012-11,B2,26,3438,994817,17,555,646,4,91242102
2012-10,G4,25,11744,5014861,48,706,801,5,493926661
2012-10,G4,26,1584,318089,27,177,185,5,25692368
2011-12,D1,26,158,16355,23,46,48,1,1422361
2012-01,H1,26,346,82032,18,33,34,5,6177233
2012-02,H1,26,473,123429,21,43,45,4,10544751
2012-03,H1,26,348,64375,20,42,43,4,5631487
2012-05,H1,26,527,42309,20,53,53,4,3393656
2012-06,H1,26,259,42429,17,41,41,4,3348393
2012-08,H1,26,410,32104,18,39,40,4,2743609
2012-07,H1,26,406,81264,20,44,45,5,7062091
2012-09,H1,26,210,32560,19,45,47,4,3177553
2012-10,H1,26,305,51834,22,50,51,5,4642708
2011-12,H1,26,22,3136,8,13,14,1,299984
2012-01,R1,25,2372,564394,11,140,146,5,51835713
2012-04,R1,25,1824,467849,11,145,150,5,43927630
