ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days
2015-10,T6,17,19460,654037,35,345,362,4
2015-11,T6,17,16884,646402,34,272,287,5
2015-12,T6,17,10570,422633,32,221,234,4
2015-05,B7,17,63173,2055722,4,647,680,4
2015-03,H1,17,14657,654757,17,36,36,5
2015-04,H1,17,7496,438830,16,29,29,4
2015-07,H1,17,10915,589081,16,33,33,4
2015-03,B6,17,11208,393140,6,114,115,5
2015-11,B6,17,32706,1195668,8,128,130,5
2015-03,G1,17,425,2883,3,15,15,5
2015-12,G1,17,275,5028,3,14,16,4
2015-03,B7,17,67196,2145008,4,787,819,5
2015-04,B7,17,60290,2105545,4,672,697,4
2015-08,B7,17,100907,3499284,4,861,906,5
2015-09,B7,17,80457,2713364,4,787,821,4
2015-10,B7,17,77890,2819305,4,716,743,4
2015-11,B7,17,89304,2821240,4,727,761,5
2015-12,B7,17,42123,1435993,4,503,524,4
2015-11,R1,17,29238,807680,10,55,59,5
2015-12,R1,17,53810,1771650,12,50,54,4
2015-10,H2,17,10289,425617,29,65,67,4
2015-11,H2,17,12273,358696,30,66,68,5
2015-12,H2,17,11229,376294,31,57,58,4
2015-02,B7,17,50626,1511312,3,609,642,4
2015-01,B7,17,47728,1453907,4,558,587,4
2015-06,A1,17,18131,649877,13,60,60,5
2015-01,H5,6,,35,1,1,1,1
2015-05,H5,6,,265,1,1,1,1
2015-06,H5,6,,534,2,2,2,1
2015-01,R1,17,35874,839882,8,44,48,4
2015-02,R1,17,50328,1492366,10,48,53,4
2015-03,R1,17,32828,856403,10,56,60,5
2015-05,R1,17,36975,1114160,10,58,62,4
2015-06,R1,17,40407,887429,11,62,67,5
2015-08,R1,17,38523,1113216,10,65,70,5
2015-09,R1,17,30222,985908,9,49,52,4
2015-10,R1,17,32659,1072765,12,50,53,4
2015-05,H2,17,12198,553046,28,62,62,4
2015-06,H2,17,11713,462157,30,66,68,5
2015-03,G5,17,16669,946215,11,28,29,5
2015-09,G5,17,9830,541659,7,27,29,4
2015-10,G5,17,6083,338959,10,28,29,4
2015-11,G5,17,5049,223605,9,25,27,5
2015-12,G5,17,12205,451774,7,21,24,4
2015-09,B4,6,,1280,4,4,4,1
2015-08,B4,6,,680,2,2,2,1
2015-04,F2,17,49796,2618382,17,79,88,4
2015-05,F2,17,47472,2926405,16,82,87,4
2015-10,A1,17,22293,868200,11,62,62,4
2015-12,A1,17,23000,848525,10,64,64,4
2015-02,H4,17,2604,93142,8,20,20,4
2015-03,H4,17,7692,235938,13,27,28,5
2015-11,H4,17,9744,462011,11,28,28,5
2015-12,H4,17,13776,511362,10,20,20,4
2015-08,T4,6,,683,1,1,1,1
2015-03,T4,6,,681,1,1,1,1
2015-05,T4,6,,683,1,1,1,1
2015-12,B1,6,,2505,6,9,9,1
2015-06,B1,6,,6285,10,13,13,1
2015-08,H2,17,12777,678739,30,65,69,5
2015-02,H2,17,4849,186165,23,50,50,4
2015-09,H4,17,5554,206002,13,27,27,4
2015-04,B1,6,,3540,7,9,9,1
2015-04,H2,17,11233,521264,28,61,61,4
2015-07,H2,17,6050,278859,28,52,52,4
2015-09,H2,17,10449,420344,30,64,68,4
2015-10,H1,17,9525,536947,20,43,43,4
2015-08,B6,17,13360,517264,8,127,133,5
2015-09,B6,17,15563,845699,8,121,122,4
2015-10,B6,17,14360,612050,8,130,132,4
2015-12,B6,17,18947,657238,7,111,114,4
2015-01,G7,6,,1442,4,4,4,1
2015-05,G7,6,,1323,3,3,3,1
2015-06,G7,6,,1224,3,3,3,1
2015-07,G7,6,,462,1,1,1,1
2015-08,G7,6,,123,1,1,1,1
2015-01,B6,17,22801,780056,7,93,94,4
2015-02,B6,17,6610,199611,6,89,90,4
2015-05,B6,17,8522,343882,5,107,107,4
2015-06,B6,17,8617,264551,7,105,105,5
2015-07,B6,17,7786,239403,6,91,95,4
2015-03,G9,17,2643,119929,6,35,40,5
2015-04,G9,17,2321,105494,7,29,31,4
2015-05,G9,17,2309,97320,8,30,31,4
2015-06,G9,17,2350,116546,9,39,45,5
2015-07,G9,17,1884,114560,6,32,37,4
2015-08,G9,17,2011,90213,7,39,43,5
2015-09,G9,17,2018,94230,5,40,47,4
2015-10,G9,17,2083,108859,6,41,43,4
2015-01,G9,17,1908,80856,7,28,31,4
2015-01,H3,17,12517,318459,14,111,114,4
2015-02,H3,17,14863,429661,12,133,137,4
2015-03,H3,17,14951,501264,12,150,155,5
2015-04,H3,17,9306,268414,10,135,137,4
2015-05,H3,17,12784,450520,12,140,145,4
2015-08,H3,17,16531,390736,12,185,189,5
2015-10,H3,17,20852,847126,13,155,157,4
2015-11,H3,17,51999,1990860,14,185,190,5
2015-12,H3,17,32227,1142200,11,157,162,4
2015-01,T2,17,21514,681806,9,66,69,4
2015-02,T2,17,47489,1233970,9,71,74,4
2015-03,T2,17,60085,1627360,9,82,86,5
2015-04,T2,17,37780,1209853,8,72,77,4
2015-05,T2,17,45906,1670683,8,71,75,4
2015-06,T2,17,69665,2783931,8,76,79,5
2015-07,T2,17,71032,2674265,8,73,75,4
2015-08,T2,17,80020,3485452,9,87,90,5
2015-09,T2,17,59032,2375559,9,89,93,4
2015-10,T2,17,33861,1368529,9,82,87,4
2015-11,T2,17,40502,1949236,9,83,88,5
2015-12,T2,17,17376,610248,9,80,84,4
2015-05,B2,6,,52,1,1,1,1
2015-06,B2,6,,52,1,1,1,1
2015-04,R1,17,37255,1046510,11,61,64,4
2015-07,R1,17,28269,671967,10,57,62,4
2015-08,T1,6,,212,1,1,1,1
2015-05,G5,17,10891,922546,8,26,27,4
2015-06,G5,17,10203,653999,11,26,27,5
2015-01,H4,17,4157,175069,10,22,22,4
2015-04,H4,17,6042,276885,12,23,23,4
2015-05,H4,17,6424,290062,12,21,21,4
2015-06,H4,17,4800,178143,14,24,24,5
2015-07,H4,17,3896,125145,13,26,26,4
2015-08,H4,17,8240,402527,14,29,29,5
2015-10,H4,17,6893,322417,11,23,23,4
2015-01,H2,17,11306,359286,25,46,47,4
2015-03,H2,17,8373,376249,26,55,55,5
2015-08,H5,6,,102,1,1,1,1
2015-01,F2,6,,500,1,1,1,1
2015-10,F2,6,,500,1,1,1,1
2015-02,H1,17,31380,1129779,16,32,32,4
2015-09,H1,17,8264,405455,15,37,38,4
2015-11,H1,17,12996,743735,18,44,44,5
2015-12,H1,17,11700,658466,15,34,35,4
2015-02,H1,6,,424,1,1,1,1
2015-05,H1,6,,47,1,1,1,1
2015-04,B6,17,9000,372692,7,113,114,4
2015-02,G7,6,,205,2,2,2,1
2015-06,F1,6,,475,2,2,2,1
2015-07,F1,6,,300,1,1,1,1
2015-11,G9,17,2223,105978,7,27,29,5
2015-10,G7,6,,892,2,2,2,1
2015-10,B1,6,,4444,6,11,12,1
2015-06,R1,6,,1100,1,2,2,1
2015-01,G5,17,6522,242138,7,21,22,4
2015-02,T4,6,,100,1,1,1,1
2015-02,G5,17,6228,199116,6,24,25,4
2015-02,G9,17,1703,78907,5,29,35,4
2015-12,G9,17,994,55676,7,22,25,4
2015-05,B1,6,,3510,10,12,12,1
2015-01,G1,17,363,2014,2,14,14,4
2015-02,G1,17,385,4377,1,12,12,4
2015-05,G1,17,352,2187,1,13,13,4
2015-06,G1,17,1510,20613,3,13,13,5
2015-07,G1,17,1463,18483,3,13,13,4
2015-09,G1,17,321,2839,1,10,10,4
2015-10,G1,17,278,2924,1,8,9,4
2015-11,G1,17,307,1747,1,9,11,5
2015-08,G1,17,1103,13190,2,8,8,5
2015-02,B4,6,,720,1,1,1,1
2015-08,B2,6,,1135,2,2,2,1
2015-09,B1,6,,3163,5,8,8,1
2015-08,B1,6,,6732,9,17,18,1
2015-03,T2,6,,660,1,1,1,1
2015-01,B1,6,,2452,8,8,8,1
2015-11,B1,6,,5562,8,14,15,1
2015-03,B1,6,,4842,8,13,13,1
2015-03,B4,6,,169,1,1,1,1
2015-12,B4,6,,2390,4,4,5,1
2015-10,B4,6,,967,2,2,2,1
2015-11,B4,6,,1954,4,4,5,1
2015-06,B4,6,,56,1,1,1,1
2015-11,P2,17,70,4271,1,1,1,1
2015-12,P2,17,68,2799,1,1,1,1
2015-04,T6,6,,210,1,1,1,1
2015-05,T6,6,,210,1,1,1,1
2015-06,T6,6,,210,1,1,1,1
2015-07,T6,6,,105,1,1,1,1
2015-09,G3,6,,638,1,1,1,1
2015-12,G3,6,,480,1,1,1,1
2015-10,G3,6,,974,3,3,3,1
2015-05,G3,6,,457,2,2,2,1
2015-11,G3,6,,1070,2,2,2,1
2015-11,H3,6,,360,1,1,1,1
2015-02,B1,6,,3022,7,11,11,1
2015-09,B2,6,,905,1,2,2,1
2015-10,B2,6,,360,1,1,1,1
2015-04,B2,6,,600,1,1,1,1
2015-09,G7,6,,300,1,1,1,1
2015-08,G3,6,,745,2,2,2,1
2015-07,G3,6,,1170,2,2,2,1
2015-12,H4,6,,350,1,1,1,1
2015-02,T3,17,7,12,2,2,2,2
2015-01,T3,17,6,12,1,1,1,3
2015-03,T3,17,167,3559,2,2,2,5
2015-10,H3,6,,470,1,1,1,1
2015-01,H3,6,,500,1,1,1,1
2015-04,H3,6,,480,1,1,1,1
2015-03,F1,6,,500,1,1,1,1
2015-11,D2,6,,1135,3,3,3,1
2015-01,B5,6,,620,1,1,1,1
2015-06,B5,6,,600,1,1,1,1
2015-05,T3,17,114,3015,2,3,3,4
2015-04,G3,6,,940,1,2,2,1
2015-05,H3,6,,480,1,1,1,1
2015-01,G3,6,,420,1,1,1,1
2015-02,G3,6,,210,1,1,1,1
2015-06,G3,6,,386,2,2,2,1
2015-12,B5,6,,346,1,1,1,1
2015-12,F1,6,,650,1,1,1,1
2015-11,F1,6,,450,2,2,2,1
2015-07,B1,6,,2550,5,5,5,1
2015-06,T3,17,22,874,1,2,2,3
2015-01,F1,6,,349,1,1,1,1
2015-02,F1,6,,252,1,1,1,1
2015-12,D2,6,,88,1,1,1,1
2015-10,D2,6,,206,1,1,1,1
2015-07,D2,6,,1340,2,2,2,1
2015-09,H3,6,,470,1,1,1,1
2015-04,T3,17,95,5736,2,4,4,4
2015-02,G2,6,,250,1,1,1,1
2015-02,D2,6,,600,1,1,1,1
2015-04,D2,6,,50,1,1,1,1
2015-01,D2,6,,480,1,1,1,1
2015-03,D2,6,,1050,2,2,2,1
2015-11,B3,6,,575,1,1,1,1
2015-06,B3,6,,635,1,1,1,1
2015-07,B3,6,,415,1,1,1,1
2015-05,A1,6,,600,1,1,1,1
2015-06,A1,6,,600,1,1,1,1
2015-03,G3,6,,353,1,1,1,1
2015-05,B4,6,,565,1,1,1,1
2015-03,G5,6,,500,1,1,1,1
2015-04,G5,6,,725,1,1,1,1
2015-08,D2,6,,250,1,1,1,1
2015-12,H3,6,,470,1,1,1,1
2015-05,D2,6,,250,1,1,1,1
2015-07,T3,17,20,863,1,1,1,2
2015-08,T3,17,30,1279,1,1,1,3
2015-09,T3,17,27,770,2,2,2,3
2015-09,D2,6,,375,1,1,1,1
2015-02,B2,6,,700,1,1,1,1
2015-04,D1,6,,400,1,1,1,1
2015-11,B7,6,,500,1,1,1,1
2015-11,H2,6,,400,1,1,1,1
