ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days
2015-01,T1,17,651858,29651271,35,2754,3008,4
2015-02,T1,17,761740,37088449,36,3028,3375,4
2015-03,T1,17,977893,46994717,36,3373,3757,5
2015-04,T1,17,829846,41214288,34,3438,3798,4
2015-05,T1,17,959106,48755977,38,3698,4123,4
2015-06,T1,17,1067969,53400154,37,3607,4018,5
2015-08,T1,17,1147072,59567182,39,3716,4125,5
2015-09,T1,17,792814,39944388,38,3550,3879,4
2015-10,T1,17,791783,42347786,37,3556,3870,4
2015-11,T1,17,898159,49750492,38,3411,3757,5
2015-01,B1,17,2398807,93096254,198,9085,10246,4
2015-04,B1,17,2341429,101454719,195,10263,11556,4
2015-08,B1,17,3133034,136926763,192,10755,12254,5
2015-11,B1,17,2886757,132679309,187,10462,11866,5
2015-01,G3,17,803627,28968534,74,5058,5387,4
2015-02,G3,17,839395,32040479,77,5593,6004,4
2015-03,G3,17,1204515,44853928,78,6530,6989,5
2015-07,G3,17,1035002,40928229,72,6092,6525,4
2015-09,G3,17,1107031,41178255,74,6593,7069,4
2015-10,G3,17,987463,39170371,75,6474,6934,4
2015-11,G3,17,1056897,42528056,74,6587,6992,5
2015-12,G3,17,774195,31320842,67,5400,5764,4
2015-04,G3,17,981193,37990364,78,6357,6793,4
2015-02,B1,17,2485725,103484737,201,9485,10705,4
2015-05,B1,17,2398475,106843505,203,9898,11092,4
2015-11,D2,17,641701,31322102,68,3051,3349,5
2015-03,D2,17,647937,28478268,71,2905,3203,5
2015-04,D2,17,488369,22754519,66,2738,2991,4
2015-05,D2,17,464254,21742559,62,2704,2957,4
2015-06,D2,17,543413,24681915,68,2843,3127,5
2015-07,D2,17,435086,19415682,66,2577,2795,4
2015-08,D2,17,563810,24741526,65,2861,3173,5
2015-09,D2,17,480286,21895929,62,2871,3162,4
2015-02,D2,17,559039,22932699,65,2725,3011,4
2015-01,D2,17,544327,22742354,63,2724,2973,4
2015-10,D2,17,525189,26397356,67,2936,3201,4
2015-12,D2,17,504398,24440239,63,2683,2902,4
2015-07,T1,17,869516,44206511,36,3394,3750,4
2015-12,T1,17,858528,49956742,39,3337,3677,4
2015-06,B1,17,2961456,129627484,197,10536,11910,5
2015-07,B1,17,2445672,105168076,191,9591,10722,4
2015-09,B1,17,2397765,104494648,188,10424,11978,4
2015-10,B1,17,2373884,109142547,190,10325,11678,4
2015-07,G5,17,5979,314595,10,29,31,4
2015-08,G5,17,6936,364924,12,30,33,5
2015-02,F1,17,90995,3942976,53,229,233,4
2015-05,G3,17,933691,36432433,74,6106,6529,4
2015-06,G3,17,1321288,53036557,75,6803,7336,5
2015-01,F1,17,103840,5034415,54,236,244,4
2015-03,F1,17,114064,5513633,62,280,289,5
2015-04,F1,17,105857,5422836,60,268,275,4
2015-05,F1,17,129273,6143305,60,291,298,4
2015-06,F1,17,201696,9085304,63,333,353,5
2015-07,F1,17,120864,4902654,61,316,325,4
2015-08,F1,17,125260,5178111,71,371,386,5
2015-09,F1,17,129567,5982023,69,344,358,4
2015-10,F1,17,88328,4902607,67,330,349,4
2015-11,F1,17,100317,6023920,74,352,366,5
2015-12,F1,17,44702,2768171,69,309,324,4
2015-01,G7,17,1363413,53574252,187,4151,4406,4
2015-02,G7,17,1454004,60512738,186,4744,5033,4
2015-03,G7,17,1946692,82688475,191,5285,5673,5
2015-04,G7,17,1635353,70460253,186,5187,5543,4
2015-05,G7,17,1713629,75859776,184,5183,5542,4
2015-06,G7,17,2188325,94185608,188,5412,5803,5
2015-07,G7,17,1459894,62525748,185,4745,5071,4
2015-08,G7,17,1987559,88139383,191,5411,5824,5
2015-09,G7,17,1499674,65636710,190,5072,5413,4
2015-10,G7,17,1694468,78980441,185,5115,5450,4
2015-11,G7,17,2470040,110337545,187,6133,6549,5
2015-12,G7,17,1901745,85812616,191,5803,6156,4
2015-01,T4,17,176171,9881823,31,920,1061,4
2015-02,T4,17,164542,8521033,31,929,1079,4
2015-03,T4,17,247585,11588677,32,1074,1250,5
2015-04,T4,17,186268,8473373,31,1054,1202,4
2015-05,T4,17,223214,10673482,32,1169,1344,4
2015-06,T4,17,306196,13680686,29,1320,1524,5
2015-07,T4,17,229505,10663029,31,1135,1295,4
2015-08,T4,17,233374,10859962,29,1211,1411,5
2015-09,T4,17,169445,8224520,30,1158,1340,4
2015-10,T4,17,160973,8367076,28,1044,1212,4
2015-11,T4,17,188526,9423583,29,1110,1277,5
2015-12,T4,17,124968,6195705,31,1044,1218,4
2015-01,B4,17,242174,8719364,33,607,676,4
2015-02,B4,17,350117,13842021,33,655,754,4
2015-03,B4,17,255425,9624516,32,591,648,5
2015-04,B4,17,257135,10182758,31,693,792,4
2015-05,B4,17,338768,14452070,30,662,760,4
2015-06,B4,17,249966,9183921,33,564,604,5
2015-07,B4,17,206564,6328438,32,481,517,4
2015-08,B4,17,247650,7886875,31,551,593,5
2015-09,B4,17,389988,18292860,31,639,713,4
2015-10,B4,17,269749,11224305,32,634,694,4
2015-11,B4,17,468641,20283834,33,726,823,5
2015-12,B4,17,183597,5859009,31,504,544,4
2015-01,B2,17,477649,20653573,22,856,1090,4
2015-02,B2,17,445313,18629922,20,903,1169,4
2015-03,B2,17,531699,21977098,22,926,1214,5
2015-04,B2,17,382516,17699165,18,866,1118,4
2015-05,B2,17,366885,17432213,19,858,1089,4
2015-06,B2,17,465288,21763282,19,870,1145,5
2015-07,B2,17,384619,16830458,20,835,1073,4
2015-08,B2,17,466503,21170042,21,918,1166,5
2015-09,B2,17,408799,18865989,21,914,1148,4
2015-10,B2,17,416240,20657052,20,967,1226,4
2015-11,B2,17,516042,26113925,21,986,1261,5
2015-12,B2,17,330024,15357857,21,825,1041,4
2015-04,B4,6,,565,1,1,1,1
2015-01,H5,17,30079,1108471,48,177,192,4
2015-02,H5,17,37373,1927447,48,182,196,4
2015-03,H5,17,64183,2621638,52,211,229,5
2015-04,H5,17,51797,2490904,49,216,229,4
2015-05,H5,17,67479,3106612,51,215,231,4
2015-06,H5,17,68379,3159135,50,227,251,5
2015-07,H5,17,53161,2670763,47,216,231,4
2015-08,H5,17,63131,2999473,58,239,256,5
2015-11,H5,17,51405,2222287,52,240,255,5
2015-12,H5,17,31459,1329025,49,196,206,4
2015-02,F3,17,32837,745123,16,135,143,4
2015-07,D1,17,69252,2720705,29,80,81,4
2015-12,B1,17,2221431,99383922,187,8915,9957,4
2015-08,G3,17,1226162,45469883,72,6793,7335,5
2015-09,H5,17,49885,2312159,59,229,246,4
2015-10,H5,17,51705,2449362,55,231,243,4
2015-01,F3,17,39031,716045,16,126,134,4
2015-03,B1,17,2928813,122217887,203,10803,12279,5
2015-01,F2,17,43189,2102011,14,72,79,4
2015-02,F2,17,48341,2490116,15,82,86,4
2015-03,F2,17,72520,3021408,15,91,97,5
2015-08,F2,17,88005,4939291,17,107,116,5
2015-09,F2,17,41867,2402319,14,89,98,4
2015-10,F2,17,47324,2917580,16,92,96,4
2015-11,F2,17,50761,2855705,15,100,108,5
2015-12,F2,17,67772,3710561,15,92,98,4
2015-06,F2,17,83262,4907402,17,90,99,5
2015-04,G5,17,13417,1172644,8,27,28,4
2015-04,G1,17,550,8111,3,16,17,4
2015-03,B3,17,59083,1948204,16,132,135,5
2015-06,B3,17,53638,1726727,12,119,121,5
2015-07,B3,17,47658,1582273,13,110,115,4
2015-08,B3,17,61837,1947674,12,130,135,5
2015-09,B3,17,38759,1329229,13,128,129,4
2015-10,B3,17,42057,1624649,11,114,114,4
2015-11,B3,17,60329,2516402,13,133,136,5
2015-12,B3,17,52529,2284949,13,117,119,4
2015-01,A1,17,1714,92276,9,33,34,4
2015-04,A1,17,9536,292808,11,54,54,4
2015-07,A1,17,10550,353898,7,45,45,4
2015-10,D1,17,58942,2779873,25,72,76,4
2015-11,D1,17,69690,3327591,28,79,84,5
2015-12,D1,17,74977,3030944,25,68,72,4
2015-04,G2,17,23543,869875,12,30,31,4
2015-05,G2,17,18897,732358,14,31,31,4
2015-06,G2,17,17086,578709,13,34,34,5
2015-07,G2,17,18433,699918,12,28,28,4
2015-08,G2,17,15266,644107,12,36,37,5
2015-09,G2,17,13698,801368,11,34,35,4
2015-10,G2,17,9956,438178,10,35,35,4
2015-11,G2,17,17621,791111,13,43,44,5
2015-12,G2,17,10184,671639,11,36,36,4
2015-01,B3,17,78302,2493999,11,112,116,4
2015-02,B3,17,47756,1494462,12,122,124,4
2015-04,B3,17,43096,1376659,12,112,114,4
2015-05,B3,17,43279,1383839,13,110,113,4
2015-06,F3,17,82115,3204729,18,242,273,5
2015-07,F3,17,59411,2108358,16,200,219,4
2015-08,F3,17,85243,2921143,18,232,254,5
2015-09,F3,17,46562,1521412,16,217,240,4
2015-10,F3,17,46527,1818527,16,206,219,4
2015-11,F3,17,63656,2678064,17,231,248,5
2015-12,F3,17,49057,1963930,17,227,242,4
2015-02,G2,17,20481,768803,12,28,28,4
2015-03,G2,17,22397,704461,12,33,33,5
2015-01,G2,17,13992,485956,11,30,31,4
2015-08,A1,17,23429,748628,10,61,62,5
2015-01,G4,17,45672,1148705,30,233,241,4
2015-02,G4,17,68660,2078405,30,259,273,4
2015-03,G4,17,155742,4685114,34,325,343,5
2015-04,G4,17,98079,2844669,37,313,322,4
2015-05,G4,17,98215,2651678,37,310,320,4
2015-06,G4,17,146803,3480285,36,316,326,5
2015-07,G4,17,88086,2780358,31,272,282,4
2015-08,G4,17,131964,3629931,32,319,326,5
2015-09,G4,17,66331,2096802,33,309,317,4
2015-10,G4,17,80050,3367179,38,322,329,4
2015-11,G4,17,118545,5017952,43,350,365,5
2015-12,G4,17,115435,4523727,42,306,316,4
2015-03,F3,17,51132,1356764,16,164,175,5
2015-04,F3,17,49675,1773431,17,166,181,4
2015-01,D1,17,77672,3023058,24,78,80,4
2015-05,H1,17,8580,536398,19,36,37,4
2015-06,H1,17,17994,931283,18,35,35,5
2015-08,H1,17,9096,488724,14,33,33,5
2015-05,F3,17,61021,2223946,18,186,200,4
2015-01,H1,17,15015,647835,17,36,37,4
2015-02,D1,17,79778,2978924,24,76,79,4
2015-03,D1,17,86984,3849139,29,82,84,5
2015-04,D1,17,69299,2830488,30,86,89,4
2015-05,D1,17,59378,2237405,29,95,98,4
2015-06,D1,17,52377,2186855,29,95,100,5
2015-08,D1,17,87370,3199996,26,87,92,5
2015-09,D1,17,58228,2467555,22,76,80,4
2015-06,H3,17,20935,667621,13,173,175,5
2015-07,H3,17,19570,525880,10,132,135,4
2015-09,H3,17,27087,1043836,13,155,159,4
2015-06,B7,17,100178,3653297,4,804,845,5
2015-07,B7,17,83386,3000483,4,707,736,4
2015-09,A1,17,10218,345910,8,60,60,4
2015-11,A1,17,16991,713784,12,87,88,5
2015-01,B5,17,21281,502684,10,85,88,4
2015-02,B5,17,23963,556224,10,83,88,4
2015-03,B5,17,28814,723841,10,98,104,5
2015-04,B5,17,22494,609314,10,99,101,4
2015-05,B5,17,24363,756718,9,89,91,4
2015-06,B5,17,33775,1017369,8,107,111,5
2015-07,B5,17,32905,903731,8,79,81,4
2015-08,B5,17,24835,696833,8,113,117,5
2015-09,B5,17,16408,486730,9,109,109,4
2015-10,B5,17,14650,494549,10,106,106,4
2015-11,B5,17,23148,722438,9,116,117,5
2015-12,B5,17,14663,393741,9,94,96,4
2015-07,T6,17,16609,558094,32,267,278,4
2015-08,T6,17,13817,445481,33,299,316,5
2015-09,T6,17,18382,591320,34,334,359,4
2015-07,F2,17,70914,4089149,14,96,106,4
2015-03,A1,17,8514,351284,13,56,58,5
2015-05,A1,17,12629,430922,10,52,52,4
2015-02,A1,17,3807,115202,11,39,40,4
2015-01,T6,17,7660,273515,28,177,180,4
2015-02,T6,17,19930,779085,32,255,264,4
2015-03,T6,17,70719,3107974,37,364,384,5
2015-04,T6,17,91689,4202642,36,388,407,4
2015-05,T6,17,53226,2307388,34,352,371,4
2015-06,T6,17,42570,1473162,33,303,315,5
