ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days
2011-01,T1,17,467964,26723660,33,2271,2628,5
2011-02,T1,17,532751,34327930,34,2462,2919,4
2011-03,T1,17,673420,44907501,32,2737,3236,4
2011-04,T1,17,585312,37383301,30,2603,3032,4
2011-05,T1,17,634092,38870620,32,2864,3456,5
2011-06,T1,17,622979,40021554,34,2719,3252,4
2011-07,T1,17,630301,40101300,35,2688,3179,4
2011-08,T1,17,780719,49254092,33,2850,3337,5
2011-09,T1,17,573269,34795043,31,2777,3274,4
2011-10,T1,17,650966,42080370,32,2823,3304,5
2011-11,T1,17,588191,37984950,33,2728,3170,4
2011-12,T1,17,694024,46305852,30,2758,3229,4
2011-01,G3,17,844930,40068182,72,4863,5276,5
2011-02,G3,17,730212,35391361,73,5059,5492,4
2011-09,G3,17,850650,40538699,75,5613,6087,4
2011-10,G3,17,1036867,49002262,76,6034,6752,5
2011-12,G3,17,689158,32367031,76,4910,5344,4
2011-03,G3,17,798867,38894470,77,5243,5756,4
2011-04,G3,17,780668,39023061,73,5254,5747,4
2011-11,G3,17,749817,34722111,76,5276,5745,4
2011-01,D2,17,663581,35535797,73,2375,2585,5
2011-02,D2,17,512892,27291591,71,2341,2523,4
2011-03,D2,17,507505,26501736,75,2359,2581,4
2011-04,D2,17,431050,23547488,76,2330,2534,4
2011-05,D2,17,534368,28652155,75,2419,2652,5
2011-06,D2,17,431249,22221371,69,2251,2452,4
2011-07,D2,17,441270,21992255,66,2171,2356,4
2011-08,D2,17,491120,24259926,70,2361,2548,5
2011-09,D2,17,438628,22198925,68,2421,2645,4
2011-10,D2,17,585801,30432142,69,2556,2804,5
2011-11,D2,17,435807,21331004,68,2404,2631,4
2011-12,D2,17,438260,21904489,69,2198,2377,4
2011-01,B1,17,2025457,106867913,183,7081,7963,5
2011-02,B1,17,1605875,86610415,182,7037,7919,4
2011-03,B1,17,1670867,92514231,185,7363,8330,4
2011-04,B1,17,1708194,95731831,188,7642,8578,4
2011-05,B1,17,2053988,115071712,189,7926,9000,5
2011-07,B1,17,1627468,87620932,184,6949,7755,4
2011-08,B1,17,2127289,115450359,185,7739,8662,5
2011-11,B1,17,1617744,85226505,181,7311,8240,4
2011-01,G7,17,1269394,68076797,169,3923,4177,5
2011-02,G7,17,1157899,62379551,173,4089,4343,4
2011-03,G7,17,1211264,65047462,175,4105,4398,4
2011-04,G7,17,1397306,76682349,180,4467,4756,4
2011-05,G7,17,1779147,98459054,181,4803,5203,5
2011-06,G7,17,1402928,76731095,190,4423,4702,4
2011-07,G7,17,1238277,66542636,180,3981,4240,4
2011-08,G7,17,1821855,97478001,185,4505,4799,5
2011-09,G7,17,1266564,67257632,182,4332,4669,4
2011-10,G7,17,1652736,90958523,185,4620,5035,5
2011-11,G7,17,1589786,88339942,192,5152,5547,4
2011-12,G7,17,1572539,89157873,188,5271,5634,4
2011-01,G5,17,2380,127151,6,20,20,5
2011-05,G3,17,985478,48624222,77,5764,6398,5
2011-06,G3,17,841642,41855004,75,5198,5644,4
2011-08,G3,17,1034511,49460651,80,5677,6162,5
2011-01,F1,17,112769,6586057,55,255,266,5
2011-02,F1,17,101425,6168418,55,242,250,4
2011-03,F1,17,90361,5821021,66,290,304,4
2011-04,F1,17,101049,6569956,64,288,295,4
2011-05,F1,17,171438,12447748,66,346,356,5
2011-06,F1,17,139076,9425701,68,342,350,4
2011-07,F1,17,107478,5860085,63,295,301,4
2011-08,F1,17,138798,8207355,67,345,354,5
2011-09,F1,17,129176,8928428,66,356,368,4
2011-10,F1,17,133315,8272116,62,327,340,5
2011-11,F1,17,103462,6183247,69,324,342,4
2011-12,F1,17,66791,4213139,66,299,308,4
2011-01,T4,17,192501,12590924,32,938,1137,5
2011-02,T4,17,160886,9866596,32,941,1125,4
2011-03,T4,17,163317,9889518,32,1009,1205,4
2011-04,T4,17,149659,8663024,31,985,1162,4
2011-05,T4,17,208131,12216032,31,1105,1307,5
2011-06,T4,17,211791,13324103,31,1162,1346,4
2011-07,T4,17,184122,10744524,30,1064,1247,4
2011-08,T4,17,207765,11581843,31,1126,1320,5
2011-09,T4,17,150575,8856485,32,987,1175,4
2011-10,T4,17,175928,10742288,31,961,1174,5
2011-11,T4,17,129232,7893516,30,920,1123,4
2011-12,T4,17,118815,6742741,29,943,1169,4
2011-01,B4,17,273299,16464646,30,529,588,5
2011-02,B4,17,291676,17016640,29,568,638,4
2011-03,B4,17,166223,10031738,31,470,503,4
2011-04,B4,17,187571,10821892,30,585,633,4
2011-05,B4,17,425242,26438817,30,673,779,5
2011-06,B4,17,172475,10328457,29,515,543,4
2011-07,B4,17,142559,7202151,28,508,537,4
2011-08,B4,17,161422,7713746,29,557,587,5
2011-09,B4,17,326052,21459842,32,643,722,4
2011-10,B4,17,324511,20693130,33,691,792,5
2011-11,B4,17,296027,19037026,35,636,736,4
2011-12,B4,17,109564,5903749,30,502,539,4
2011-01,B2,17,420958,17402233,17,670,809,5
2011-02,B2,17,367215,16158699,17,653,796,4
2011-03,B2,17,334240,15297546,16,699,841,4
2011-04,B2,17,292129,14385138,18,697,853,4
2011-05,B2,17,354995,18121335,17,771,943,5
2011-06,B2,17,300145,14767006,15,696,866,4
2011-07,B2,17,335043,16511038,16,704,868,4
2011-08,B2,17,445270,23063819,15,758,933,5
2011-09,B2,17,409863,21849682,15,742,932,4
2011-10,B2,17,582261,32216890,15,813,1032,5
2011-11,B2,17,433750,22814097,15,726,944,4
2011-12,B2,17,356898,16941765,14,614,805,4
2011-08,H5,17,38257,1967392,53,185,195,5
2011-10,H5,17,49264,2586454,51,188,211,5
2011-11,H5,17,31686,1729925,49,170,180,4
2011-01,H3,17,9633,504736,13,150,153,5
2011-02,H3,17,8945,514113,13,135,136,4
2011-03,H3,17,20018,1271275,14,161,165,4
2011-04,H3,17,9620,439310,16,144,146,4
2011-05,H3,17,14421,660460,14,163,163,5
2011-06,H3,17,25848,1330040,17,172,175,4
2011-07,H3,17,45506,2211955,13,155,159,4
2011-08,H3,17,60142,3050146,14,180,185,5
2011-10,H3,17,19019,1005088,14,200,209,5
2011-11,H3,17,28189,1223973,15,203,209,4
2011-12,H3,17,30503,1447116,16,197,203,4
2011-11,F3,17,64706,3613968,15,146,156,4
2011-12,F3,17,60093,3160042,15,137,152,4
2011-09,B1,17,1630827,89716664,180,7693,8683,4
2011-10,B1,17,2114559,117742855,185,8230,9391,5
2011-01,H5,17,28641,1296351,51,152,157,5
2011-02,H5,17,20449,1001378,45,152,155,4
2011-03,H5,17,25383,1345124,46,173,184,4
2011-04,H5,17,28879,1670675,49,183,195,4
2011-05,H5,17,40229,2372482,51,211,226,5
2011-06,H5,17,31236,1708999,49,194,204,4
2011-07,H5,17,32882,1789987,48,178,188,4
2011-09,H5,17,36490,2029237,51,189,201,4
2011-12,H5,17,17690,979510,42,151,158,4
2011-10,B3,17,101512,4567412,14,106,116,5
2011-11,B3,17,98155,4588754,15,117,121,4
2011-10,F3,17,72663,4065692,15,137,148,5
2011-06,B1,17,1657250,91469355,191,7278,8091,4
2011-12,B1,17,1559155,81879907,183,6599,7342,4
2011-11,G1,17,422,8960,4,16,17,4
2011-07,G3,17,832959,40814588,78,5018,5470,4
2011-02,G5,17,2123,105569,7,18,19,4
2011-03,G5,17,1186,54116,8,20,21,4
2011-02,F2,17,47171,3395908,15,75,81,4
2011-03,F2,17,56029,4065950,15,78,83,4
2011-04,F2,17,69421,4826678,14,87,92,4
2011-05,F2,17,99135,7307807,15,82,87,5
2011-06,F2,17,92532,6729834,14,76,80,4
2011-07,F2,17,93908,6015266,14,81,87,4
2011-08,F2,17,82161,5730976,15,86,90,5
2011-09,F2,17,46019,2990431,14,78,83,4
2011-10,F2,17,58001,3959810,13,74,82,5
2011-11,F2,17,32876,2170257,14,70,78,4
2011-01,B3,17,191443,8116719,12,114,117,5
2011-02,B3,17,121775,5620562,11,108,111,4
2011-05,B3,17,57983,2728272,13,112,118,5
2011-06,B3,17,55963,2636517,11,98,101,4
2011-05,A1,17,17197,641646,13,66,69,5
2011-06,A1,17,8551,374615,13,60,61,4
2011-03,D1,17,81510,3758897,26,80,83,4
2011-01,F3,17,34736,1178715,14,97,103,5
2011-02,F3,17,29867,960308,14,95,98,4
2011-05,F3,17,129082,6834131,15,149,170,5
2011-07,F3,17,103820,5431106,13,140,155,4
2011-08,F3,17,126340,6489517,14,160,174,5
2011-09,F3,17,77046,3459384,14,148,161,4
2011-02,G2,17,11231,1341297,10,22,22,4
2011-03,G2,17,10860,458877,10,21,21,4
2011-04,G2,17,10330,488292,11,29,29,4
2011-05,G2,17,13136,708554,11,27,28,5
2011-06,G2,17,9949,495877,11,23,23,4
2011-07,G2,17,8618,433489,10,24,25,4
2011-08,G2,17,10941,870309,11,28,28,5
2011-09,G2,17,8061,355468,10,31,32,4
2011-10,G2,17,10747,496386,11,31,32,5
