ym,industry,MediaTypeID,count,exp,avg.off,products,brands,nunique.ads,nunique.coupons,nunique.days
2011-03,G7,12,175,72535,0,4,7,13,175,4
2011-04,G7,12,201,116819,0,4,8,12,201,4
2011-06,G7,12,245,143453,0.0122448979591837,6,9,15,245,4
2011-09,G7,12,92,42414,0,4,7,8,92,3
2011-08,G7,12,59,39378,0,5,7,12,59,4
2011-11,G7,12,288,149814,0,4,6,13,288,3
2011-09,H2,12,1450,965559,1.36258620689655,12,27,41,1450,3
2011-04,H2,12,3016,2130480,1.6777950928382,23,53,157,3016,3
2011-06,H4,12,1931,1301110,1.0909839461419,17,40,75,1931,4
2011-03,F2,12,2441,2610931,0.752265464973372,13,56,123,2441,4
2011-12,F2,12,811,844512,1.09705302096178,8,21,43,811,2
2011-05,G7,12,169,97785,0,5,6,8,169,3
2011-12,G7,12,196,116280,0,5,9,14,196,2
2011-06,G5,12,2313,2087966,1.95474275832252,8,42,64,2313,4
2011-02,G7,12,99,56244,0,2,4,8,99,2
2011-07,G7,12,33,14606,0,3,5,5,33,4
2011-10,G7,12,46,32376,0,4,8,12,46,4
2011-04,G5,12,1562,1269592,1.46549935979513,9,31,63,1562,3
2011-01,B1,12,297,417570,0,1,4,6,297,4
2011-02,B1,12,181,250342,0,1,2,2,181,3
2011-03,B1,12,378,469409,0.193121693121693,2,3,3,378,4
2011-04,B1,12,69,81332,0,1,2,2,69,2
2011-05,B1,12,289,354741,0.197231833910035,2,4,4,289,4
2011-06,B1,12,236,311283,0,1,2,3,236,4
2011-07,B1,12,295,391433,0,1,2,2,295,3
2011-08,B1,12,146,189569,0,1,1,1,146,3
2011-09,B1,12,253,348768,0,1,3,3,253,3
2011-10,B1,12,463,613803,0,1,4,4,463,5
2011-11,B1,12,56,72897,0,2,2,2,56,2
2011-12,B1,12,153,200718,0,1,1,1,153,2
2011-04,G4,12,384,341851,2.81640625,8,29,68,384,3
2011-09,G4,12,190,156755,4.2,1,4,6,190,1
2011-03,B4,12,152,115704,1,1,4,6,152,2
2011-06,B4,12,468,324735,0.730042735042735,1,7,33,468,2
2011-10,B4,12,110,104847,1,1,2,6,110,2
2011-01,B3,12,135,102603,1.06666666666667,3,4,8,135,1
2011-06,H5,12,104,90339,2.14423076923077,2,4,5,104,2
2011-11,H5,12,12,3590,1,1,2,4,12,1
2011-05,T6,12,102,140144,1.66666666666667,1,4,6,102,3
2011-06,T6,12,75,101881,1.90666666666667,1,4,5,75,3
2011-01,F3,12,45,63212,3.95555555555556,4,6,17,45,2
2011-04,F3,12,125,87676,1.692,3,11,20,125,2
2011-02,B4,12,146,70082,0.75,1,2,2,146,1
2011-09,B4,12,140,68904,0.682142857142857,1,2,6,140,1
2011-12,B3,12,64,53410,1.46875,3,4,4,64,1
2011-11,B4,12,37,31127,1,1,1,1,37,1
2011-09,B3,12,1,2876,0,1,1,1,1,1
2011-01,H5,12,260,186978,2.74230769230769,2,5,5,260,1
2011-02,H5,12,130,78418,3,2,3,3,130,1
2011-08,B3,12,471,346910,1.51910828025478,5,8,8,471,3
2011-08,H5,12,148,153540,2.41891891891892,2,4,4,148,2
2011-12,H5,12,42,32514,2.5,1,2,2,42,1
2011-08,A1,12,94,63728,3,1,2,2,94,1
2011-10,A1,12,94,63452,3.5,1,2,2,94,1
2011-04,B4,12,99,99692,1,1,1,3,99,1
2011-04,B3,12,2,2227,1,1,1,2,2,1
2011-12,F3,12,66,88343,3.57575757575758,2,3,17,66,2
2011-04,H5,12,198,137756,2.06060606060606,1,4,8,198,1
2011-09,T6,12,13,24329,0.619230769230769,1,1,2,13,1
2011-05,H5,12,23,38949,2,1,1,1,23,1
2011-08,T6,12,6,9529,1,1,1,2,6,1
2011-10,B3,12,44,59603,0.75,1,1,2,44,1
2011-11,B3,12,96,124468,0.78125,1,2,3,96,1
2011-05,G1,12,59,64920,1,1,1,1,59,1
2011-08,G1,12,59,62928,1,1,1,1,59,1
2011-11,G1,12,55,59694,1,1,2,5,55,1
2011-04,H1,12,10,7736,1,1,1,1,10,1
2011-07,B3,12,55,92010,1,1,1,1,55,1
2011-10,G4,12,38,52762,1,1,1,1,38,1
2011-03,T6,12,2,2209,3,1,1,2,2,1
2011-04,T6,12,8,16727,3,1,2,2,8,1
2011-04,T4,12,1,2361,0,1,1,1,1,1
2011-01,H1,12,64,73290,1,1,1,2,64,1
2011-07,R1,12,2,1470,3,1,1,2,2,1
2011-05,G4,12,67,58808,5.99,1,1,3,67,1
2011-07,F3,12,3,5217,3,1,1,1,3,1
2011-06,G2,12,5,7131,1.5,1,1,1,5,1
2011-08,H3,12,27,18966,3,1,1,4,27,1
2011-09,A1,12,63,69046,2,1,1,1,63,1
2011-12,A1,12,58,57502,2,1,1,1,58,1
2011-11,G4,12,56,50304,5,1,1,1,56,1
