ym,industry,MediaTypeID,count,exp,avg.off,products,brands,nunique.ads,nunique.coupons,nunique.days
2012-01,F2,12,3814,3869596,0.932579968536969,13,75,168,3814,5
2012-05,D1,12,7528,6490701,1.51913655685441,46,140,517,7528,3
2012-09,F2,12,1909,1882373,0.908119434258774,14,53,102,1909,4
2012-08,H4,12,2656,1946778,1.04538403614458,20,54,107,2656,4
2012-03,D2,12,5012,3722783,2.26059656823623,21,83,120,5012,4
2012-09,G5,12,2226,1805059,1.49467654986523,13,40,67,2226,4
2012-05,G5,12,1454,1505075,1.73231086657497,10,27,48,1454,3
2012-10,G5,12,2029,1983439,1.29849679645145,8,34,62,2029,4
2012-08,G5,12,1340,1371055,1.44759701492537,11,22,51,1340,4
2012-12,G5,12,1025,1107405,1.7338243902439,5,17,27,1025,2
2012-09,H4,12,3042,2008587,1.24777120315582,23,63,120,3042,4
2012-05,F2,12,1405,1481273,0.91779359430605,13,34,86,1405,3
2012-03,H2,12,3249,2153126,1.57117882425362,13,50,99,3249,4
2012-09,H2,12,2033,1352249,1.59441711756026,16,34,74,2033,4
2012-06,F2,12,1726,1819777,0.834727694090382,12,48,92,1726,4
2012-11,F2,12,1057,1075923,0.850047303689688,9,19,62,1057,3
2012-07,D2,12,3157,2858996,2.50370605004751,16,51,76,3157,5
2012-10,D1,12,9370,8309394,1.78606403415155,51,145,283,9370,4
2012-01,H4,12,4125,2748573,1.0645696969697,21,69,163,4125,5
2012-04,H4,12,2774,2248952,0.998129055515501,20,57,136,2774,4
2012-01,F3,12,35,56701,3.8,3,3,11,35,2
2012-04,G3,12,814,504332,0.00368550368550369,3,51,78,814,4
2012-06,H4,12,1498,1131314,0.898477970627503,18,30,55,1498,4
2012-04,B3,12,1,2101,4.99,1,1,1,1,1
2012-03,G3,12,729,430438,0,3,52,81,729,4
2012-07,G3,12,752,434436,0,3,53,72,752,4
2012-09,G3,12,712,483542,0,3,57,89,712,4
2012-01,G3,12,1041,600827,0,3,50,93,1041,5
2012-06,G3,12,863,559890,0,4,54,83,863,4
2012-05,G3,12,387,228861,0,3,42,56,387,3
2012-08,G3,12,813,439969,0,3,49,76,813,4
2012-10,G3,12,707,433699,0,3,57,86,707,4
2012-02,G3,12,454,319299,0.158590308370044,4,41,55,454,4
2012-11,G3,12,495,311984,0,3,38,51,495,3
2012-12,G3,12,664,378361,0,2,45,54,664,2
2012-05,G1,12,53,43997,1,1,3,4,53,1
2012-10,F2,12,1596,1713889,0.918076441102757,10,37,61,1596,4
2012-11,D2,12,3036,2489104,2.4269696969697,20,61,76,3036,4
2012-12,D2,12,3375,2923619,1.94174814814815,21,64,100,3375,3
2012-01,H2,12,3435,2586455,1.51213391557496,17,53,112,3435,5
2012-05,H2,12,2262,1728921,1.2962157382847,21,51,80,2262,3
2012-10,H2,12,2103,1642195,1.15073704232049,12,34,70,2103,4
2012-07,H2,12,2773,2055863,1.69042913811756,19,46,119,2773,5
2012-08,H2,12,3476,2423708,1.56029631760644,21,63,97,3476,4
2012-04,H2,12,2187,1822584,1.3422633744856,20,51,111,2187,4
2012-11,H2,12,2404,1773386,1.14226289517471,13,39,66,2404,4
2012-12,H2,12,1646,1231090,1.2368772782503,18,29,56,1646,3
2012-10,G7,12,21,17239,0,3,5,7,21,4
2012-02,G7,12,167,98058,0,3,5,10,167,2
2012-05,G7,12,235,118514,0,3,5,8,235,2
2012-06,G7,12,256,145453,0.01171875,3,7,13,256,4
2012-03,G7,12,173,101653,0.439132947976879,4,6,17,173,4
2012-09,G7,12,113,52254,0,3,5,7,113,3
2012-07,G7,12,46,34507,0,3,5,8,46,4
2012-11,G7,12,291,150646,0,4,6,7,291,3
2012-12,F2,12,1125,1205991,0.902266666666667,9,25,41,1125,2
2012-11,H4,12,1751,1187792,0.863061107938321,21,41,65,1751,4
2012-12,H4,12,1240,781957,0.988991935483871,13,28,50,1240,3
2012-07,H4,12,2721,1902812,1.10907754502021,18,42,117,2721,5
2012-04,F2,12,1384,1517620,0.971336705202312,15,38,90,1384,4
2012-01,G4,12,114,102668,4.40350877192982,4,5,10,114,2
2012-02,F2,12,1756,1664804,0.814066059225513,9,35,75,1756,4
2012-08,F2,12,2095,1999304,0.890334128878282,10,41,92,2095,4
2012-04,G7,12,135,75880,0,5,7,16,135,4
2012-08,G7,12,62,49852,0.129032258064516,5,7,12,62,4
2012-12,G7,12,161,85486,0,5,6,9,161,2
2012-02,H4,12,1189,888670,1.14045416316232,13,23,35,1189,4
2012-07,G5,12,1985,1576328,1.41662468513854,10,27,44,1985,3
2012-03,F2,12,2000,1898551,0.908275,11,34,78,2000,4
2012-01,B3,12,323,153828,1.60371517027864,3,6,8,323,1
2012-07,B3,12,148,212757,1,5,5,8,148,1
2012-01,G7,12,76,61611,0.0197368421052632,3,5,10,76,5
2012-03,B1,12,4,9854,0,1,1,2,4,1
2012-02,H1,12,63,72313,1,1,1,3,63,1
2012-09,H1,12,43,60089,1,1,1,1,43,1
2012-04,H1,12,113,122830,1.65486725663717,2,2,2,113,1
2012-02,H2,12,1332,868753,1.57218468468468,9,23,39,1332,4
2012-11,G5,12,598,683637,1.59914715719064,8,14,21,598,3
2012-09,G4,12,350,417396,4.23428571428571,8,16,18,350,2
2012-08,G4,12,104,112703,3.23076923076923,2,4,6,104,2
2012-10,A1,12,254,159813,3.20472440944882,2,5,9,254,2
2012-01,B4,12,66,71519,1,1,1,2,66,1
2012-10,B4,12,319,162608,0.626959247648903,2,5,6,319,2
2012-05,B4,12,257,170947,0.917315175097276,1,3,7,257,3
2012-03,B4,12,76,34580,1,1,2,2,76,1
2012-09,B4,12,316,166808,0.875,1,6,10,316,3
2012-11,B4,12,198,197375,0.818181818181818,1,3,6,198,1
2012-11,T2,12,10,12186,6.9,1,3,4,10,1
2012-02,G5,12,1274,1317616,1.94835949764521,9,19,35,1274,4
2012-04,T1,12,86,70757,0.877906976744186,3,5,12,86,2
2012-05,T6,12,110,102001,1,1,2,2,110,2
2012-03,F3,12,76,122081,2.85526315789474,2,6,12,76,3
2012-04,F3,12,50,77372,2.1,2,6,13,50,2
2012-02,B4,12,150,78068,0.75,1,2,3,150,1
2012-06,B4,12,256,178730,0.69140625,1,3,7,256,1
2012-11,B3,12,147,181040,0.819727891156463,2,4,6,147,3
2012-08,F3,12,81,109143,1.37037037037037,2,5,20,81,2
2012-06,F3,12,63,97746,2.17460317460317,2,6,13,63,2
2012-10,F3,12,55,55380,1.04545454545455,1,5,7,55,2
2012-08,B3,12,480,304115,1.51302083333333,8,10,11,480,2
2012-04,T6,12,48,54840,1,2,2,2,48,2
2012-07,B1,12,3,348,0,1,1,1,3,1
2012-06,T6,12,76,112104,0.980263157894737,2,3,3,76,2
2012-01,H5,12,63,76427,3.65079365079365,1,2,3,63,2
2012-09,A1,12,254,195919,3.89763779527559,1,5,5,254,2
2012-03,A1,12,171,82347,3.33333333333333,1,3,3,171,1
2012-05,A1,12,104,68722,3,1,3,6,104,1
2012-08,A1,12,14,25309,2,1,1,1,14,1
2012-04,A1,12,78,80699,2.21794871794872,2,5,16,78,2
2012-04,B4,12,103,104121,1,1,2,2,103,2
2012-11,F3,12,54,58415,2.53703703703704,2,7,10,54,2
2012-12,F3,12,67,90038,2.77611940298507,3,7,21,67,2
2012-12,G4,12,310,181236,4.76164516129032,5,8,26,310,3
2012-07,H5,12,28,41469,2,1,1,1,28,1
2012-05,H5,12,26,39007,1.96153846153846,2,2,2,26,1
2012-08,T6,12,72,39827,1,1,1,2,72,1
2012-05,F3,12,41,53704,3.75609756097561,2,3,19,41,2
2012-11,B1,12,42,58130,1.47619047619048,2,2,2,42,2
2012-10,B3,12,30,47644,0.75,1,1,1,30,1
2012-08,G1,12,47,41716,1.08489361702128,1,1,3,47,1
2012-11,G1,12,49,54257,1,1,2,3,49,1
2012-02,A1,12,83,102339,2.75903614457831,2,2,2,83,2
2012-06,A1,12,32,53129,5,1,1,1,32,1
2012-12,A1,12,29,36709,5.25862068965517,1,1,3,29,1
2012-04,T4,12,1,2416,0,1,1,1,1,1
2012-10,H5,12,51,45747,8.33333333333333,1,1,3,51,1
2012-04,H5,12,22,19333,8.27272727272727,1,3,6,22,2
2012-05,G4,12,22,46562,5,1,1,3,22,1
2012-05,R1,12,1,230,1,1,1,1,1,1
2012-09,F3,12,2,4279,1.5,1,1,1,2,1
2012-03,H5,12,62,22477,1,1,1,1,62,1
2012-03,T6,12,10,6506,1,1,1,1,10,1
2012-05,H1,12,69,75096,2,1,1,43,69,1
2012-06,H5,12,34,31562,5,1,2,2,34,1
2012-07,R1,12,16,7342,0.5,1,1,1,16,1
2012-07,T6,12,2,3570,3,1,1,1,2,2
2012-07,G4,12,40,54777,1.06225,1,1,2,40,1
2012-11,G4,12,2,2942,3.5,2,2,2,2,1
