ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days
2011-01,T1,11,3831,10127475,33,3148,3629,1
2011-02,T1,11,3832,10457981,33,3152,3622,1
2011-03,T1,11,3978,11529118,30,3236,3702,1
2011-04,T1,11,4142,11750263,30,3355,3863,1
2011-05,T1,11,4200,12308251,31,3367,3878,1
2011-06,T1,11,4119,10797611,32,3351,3862,1
2011-08,T1,11,4167,10908137,31,3406,3943,1
2011-07,T1,11,4158,10809289,32,3377,3888,1
2011-09,T1,11,4060,10652347,31,3326,3837,1
2011-11,T1,11,4701,11856418,32,3329,3842,1
2011-10,T1,11,4066,11180718,30,3323,3837,1
2011-12,T1,11,4762,11818209,30,3349,3892,1
2011-05,B1,11,17518,64490176,175,11742,15071,1
2011-02,B1,11,15320,51916910,173,10130,13188,1
2011-03,B1,11,16103,55016688,173,10828,13973,1
2011-06,B1,11,16709,57672342,173,11368,14505,1
2011-04,B1,11,17485,61739594,174,11749,15110,1
2011-07,B1,11,16885,57887770,172,11480,14623,1
2011-12,B1,11,19131,57808509,176,10878,14042,1
2011-01,B1,11,16283,55154794,178,10734,14130,1
2011-08,B1,11,18583,64136109,174,12374,16007,1
2011-09,B1,11,17913,62858619,177,11945,15403,1
2011-10,B1,11,17960,65157859,177,11983,15498,1
2011-11,B1,11,20468,64912709,178,11338,14703,1
2011-01,G3,11,9519,26377315,64,4491,7242,1
2011-02,G3,11,9376,25703516,64,4324,7020,1
2011-03,G3,11,9750,29414364,61,4548,7308,1
2011-04,T4,11,7220,20111927,28,2549,5730,1
2011-05,T4,11,7318,21130812,27,2623,5811,1
2011-06,T4,11,7278,20217500,29,2657,5798,1
2011-07,T4,11,7190,19734918,29,2596,5720,1
2011-10,D2,11,6122,21445518,42,4777,5720,1
2011-12,D2,11,7390,19607411,40,4739,5655,1
2011-11,D2,11,7510,20957596,41,4775,5715,1
2011-02,D2,11,5522,16947121,38,4372,5181,1
2011-03,D2,11,5667,18085220,40,4496,5316,1
2011-04,D2,11,5862,19684997,40,4645,5478,1
2011-01,D2,11,5713,18221598,40,4497,5396,1
2011-06,D2,11,5823,18653052,38,4624,5478,1
2011-08,D2,11,6068,19553504,43,4747,5716,1
2011-09,D2,11,5944,19562672,42,4693,5588,1
2011-07,D2,11,5745,18361194,41,4589,5415,1
2011-05,D2,11,5894,20753687,40,4654,5495,1
2011-02,G7,11,10331,20017179,174,7686,9432,1
2011-04,G7,11,11880,27063269,173,8631,10617,1
2011-03,G7,11,10937,22833174,174,8033,9852,1
2011-06,G7,11,11697,26096062,168,8476,10513,1
2011-08,G7,11,11795,26128456,176,8607,10671,1
2011-01,G7,11,10647,21440796,178,7899,9714,1
2011-09,G7,11,11849,26007174,173,8615,10688,1
2011-11,G7,11,14412,31427539,174,9233,11462,1
2011-07,G7,11,11488,24382164,170,8362,10361,1
2011-10,G7,11,12335,29711188,174,8819,11008,1
2011-12,G7,11,13827,29065281,177,9087,11195,1
2011-05,G7,11,11965,28845428,169,8675,10738,1
2011-05,F1,11,406,3539047,53,196,299,1
2011-06,F1,11,383,3442714,51,198,284,1
2011-08,F1,11,396,3799434,49,187,282,1
2011-07,F1,11,377,3350994,51,197,285,1
2011-09,F1,11,355,2386768,49,177,254,1
2011-10,F1,11,337,2371588,46,175,247,1
2011-11,F1,11,415,2878037,47,179,262,1
2011-01,T4,11,8481,20974172,29,2825,6605,1
2011-02,T4,11,6696,17607102,28,2356,5248,1
2011-03,T4,11,6728,18501287,28,2385,5273,1
2011-08,T4,11,8756,21463408,29,3032,6914,1
2011-09,T4,11,7107,19333456,30,2548,5642,1
2011-10,T4,11,6970,19908889,30,2492,5531,1
2011-11,T4,11,7663,20351797,29,2480,5518,1
2011-12,T4,11,7637,19980902,29,2482,5487,1
2011-10,F3,11,964,8887770,19,207,382,1
2011-03,F3,11,749,7262204,17,161,316,1
2011-01,B4,11,887,6201974,29,523,726,1
2011-02,B4,11,809,5970710,28,481,656,1
2011-03,B4,11,864,6628315,26,504,698,1
2011-04,B4,11,921,7549388,28,557,769,1
2011-06,B4,11,847,6354921,28,476,664,1
2011-05,B4,11,974,7553364,31,570,788,1
2011-08,B4,11,982,6761021,31,567,780,1
2011-07,B4,11,825,5980923,30,450,637,1
2011-09,B4,11,1085,9797865,31,597,848,1
2011-10,B4,11,1064,8613006,29,645,883,1
2011-11,B4,11,1174,8362829,30,605,803,1
2011-12,B4,11,952,5985372,32,475,638,1
2011-01,B2,11,4605,9017382,16,2307,4035,1
2011-02,B2,11,4349,8415518,15,2109,3801,1
2011-04,B2,11,4914,10980224,15,2319,4246,1
2011-03,B2,11,4521,9189461,15,2208,3960,1
2011-05,B2,11,5010,12095032,16,2305,4250,1
2011-06,B2,11,4855,11189593,16,2232,4158,1
2011-08,B2,11,5111,12043694,16,2404,4387,1
2011-07,B2,11,4936,11428303,15,2259,4217,1
2011-09,B2,11,4903,12106465,15,2255,4185,1
2011-10,B2,11,4984,13230929,17,2301,4250,1
2011-11,B2,11,5391,13087312,15,2242,4127,1
2011-12,B2,11,4967,9853156,15,2208,3967,1
2011-01,H3,11,75,724109,10,44,63,1
2011-02,H3,11,31,269361,6,25,30,1
2011-03,H3,11,53,422635,6,43,50,1
2011-04,H3,11,50,394243,4,37,46,1
2011-05,H3,11,42,351557,6,31,38,1
2011-07,H3,11,45,317074,6,34,41,1
2011-06,H3,11,45,397961,6,36,43,1
2011-08,H3,11,57,329907,9,37,52,1
2011-09,H3,11,63,380077,5,39,51,1
2011-10,H3,11,70,460666,4,41,53,1
2011-11,H3,11,89,714708,4,40,65,1
2011-12,H3,11,83,843407,5,33,57,1
2011-06,G3,11,10792,37076142,66,4861,8071,1
2011-04,G3,11,10162,30642484,68,4670,7652,1
2011-09,G3,11,10469,30012508,68,4876,7942,1
2011-08,G3,11,10942,32239834,67,5157,8373,1
2011-07,G3,11,10902,38486870,67,4928,8095,1
2011-05,G3,11,10744,36513222,67,4810,7942,1
2011-06,D1,11,28,321022,11,24,26,1
2011-10,H5,11,240,678054,38,160,200,1
2011-12,H5,11,233,568830,34,148,178,1
2011-11,H5,11,257,679718,36,157,196,1
2011-12,B3,11,162,1313142,12,114,131,1
2011-01,F1,11,249,1681381,45,147,203,1
2011-03,F1,11,289,2234044,45,146,213,1
2011-04,F1,11,333,2545024,48,166,247,1
2011-02,F1,11,271,1948120,45,142,206,1
2011-10,G3,11,10546,32342703,65,4898,7975,1
2011-12,G3,11,11503,30737315,67,4642,7634,1
2011-11,G3,11,12005,34473944,65,4788,7859,1
2011-01,A1,11,152,903324,11,87,123,1
2011-02,A1,11,121,712131,10,84,101,1
2011-04,G1,11,6,11720,4,5,6,1
2011-05,G1,11,6,11420,4,5,6,1
2011-11,G1,11,8,17314,4,5,8,1
2011-12,G1,11,8,17073,4,5,7,1
2011-12,F1,11,314,1986009,44,161,214,1
2011-07,F2,11,372,3686692,13,65,183,1
2011-03,B3,11,117,1208616,10,86,101,1
2011-03,A1,11,195,1869311,10,103,133,1
2011-04,A1,11,202,1541318,10,95,126,1
2011-05,A1,11,167,967859,13,98,126,1
2011-08,A1,11,192,1314403,14,108,139,1
2011-06,A1,11,114,606799,10,87,103,1
2011-09,A1,11,247,1419642,14,118,151,1
2011-07,A1,11,120,661835,12,82,95,1
2011-10,A1,11,289,1683867,14,129,179,1
2011-11,A1,11,366,2492246,15,131,194,1
2011-12,A1,11,303,2431421,14,125,186,1
2011-01,G2,11,110,517022,9,54,81,1
2011-05,G2,11,127,976917,8,43,72,1
2011-03,G2,11,82,417359,7,37,58,1
2011-06,G2,11,109,671148,8,43,68,1
2011-02,G2,11,102,603121,7,37,56,1
2011-04,G2,11,78,482437,7,40,58,1
2011-07,G2,11,72,316346,8,40,59,1
2011-08,G2,11,89,577180,7,48,71,1
2011-09,G2,11,124,610371,6,47,72,1
2011-10,G2,11,139,849802,6,54,92,1
2011-11,G2,11,199,1217286,7,66,113,1
2011-12,G2,11,223,1380564,8,70,125,1
2011-05,D1,11,37,267267,9,21,27,1
2011-08,D1,11,37,369921,9,24,30,1
2011-07,D1,11,33,201621,10,23,27,1
2011-02,F2,11,193,1645040,9,44,91,1
2011-01,F2,11,187,1389357,9,45,93,1
2011-04,F2,11,287,2203501,8,49,127,1
2011-05,F2,11,299,1996193,8,56,150,1
2011-06,F2,11,414,3872675,9,56,182,1
2011-08,F2,11,349,3013114,17,67,172,1
2011-03,F2,11,188,1366541,9,41,92,1
2011-02,F3,11,598,5250703,16,151,264,1
2011-01,F3,11,681,5658991,16,166,291,1
2011-04,F3,11,932,8640235,16,182,372,1
2011-05,F3,11,1169,12141887,17,201,428,1
2011-06,F3,11,1197,12897253,16,223,453,1
2011-07,F3,11,1097,11075655,16,212,430,1
2011-09,F3,11,1025,9496634,17,201,401,1
2011-02,G4,11,164,368609,17,131,158,1
2011-03,G4,11,189,648073,19,142,174,1
2011-08,F3,11,1022,9530010,18,210,400,1
2011-11,F3,11,1155,9823242,18,216,392,1
2011-12,F3,11,971,7746600,16,181,329,1
2011-01,H1,11,50,205063,14,40,50,1
2011-02,H1,11,41,187108,11,31,41,1
2011-03,H1,11,34,101130,8,25,33,1
2011-04,H1,11,26,106102,8,22,26,1
2011-06,H1,11,29,113419,11,24,25,1
2011-08,H1,11,41,113182,14,33,37,1
2011-07,H1,11,30,137099,9,23,25,1
2011-05,H1,11,29,112003,9,25,28,1
2011-11,H1,11,37,146512,13,27,33,1
2011-09,H1,11,37,148658,14,28,33,1
2011-10,H1,11,36,150657,13,27,34,1
2011-12,H1,11,38,187147,14,28,35,1
2011-01,B3,11,209,1834323,11,126,149,1
2011-04,B3,11,104,996521,10,82,91,1
2011-05,B3,11,102,925194,12,86,92,1
2011-02,B3,11,108,1025985,12,85,96,1
2011-06,B3,11,116,1173832,12,95,103,1
2011-07,B3,11,122,1060822,13,101,107,1
2011-08,B3,11,225,2006296,13,139,156,1
2011-09,B3,11,147,1449096,12,106,120,1
2011-10,B3,11,128,1110563,10,95,112,1
2011-11,B3,11,161,1469895,12,111,127,1
2011-04,G4,11,208,669197,19,161,192,1
2011-05,G4,11,215,587488,20,165,198,1
2011-12,B7,11,43,113388,2,29,31,1
2011-01,B5,11,377,756422,9,281,350,1
2011-02,B5,11,252,532241,9,184,234,1
2011-04,B5,11,278,840718,9,213,258,1
2011-06,B5,11,285,607427,10,225,267,1
2011-05,B5,11,283,543307,10,216,262,1
2011-07,B5,11,307,640694,9,238,289,1
2011-08,B5,11,462,920610,9,349,430,1
2011-09,B5,11,320,720292,10,256,307,1
2011-10,B5,11,326,730207,9,250,307,1
2011-11,B5,11,357,722469,9,250,305,1
2011-12,B5,11,333,583017,9,232,289,1
2011-03,B5,11,258,588951,9,200,245,1
2011-01,D1,11,15,99713,7,14,14,1
2011-01,T6,11,313,354648,22,213,252,1
2011-02,T6,11,340,455074,24,229,271,1
2011-03,T6,11,473,1195390,24,312,372,1
