ym,industry,MediaTypeID,count,exp,seconds,products,brands,nunique.ads,nunique.days
2014-01,B1,1,14657,55698302,685280,50,280,1357,31
2014-02,B1,2,278572,395093295,9296170,103,926,10405,28
2014-01,B1,2,304784,448767886,10674395,101,904,10334,31
2014-03,B1,2,309821,419748431,10188890,107,972,11198,31
2014-04,B1,2,300559,446752193,10059080,105,891,11077,30
2014-05,B1,2,318084,441588755,10845536,102,892,11100,31
2014-06,B1,2,316770,449375227,10945605,102,835,11454,30
2014-07,B1,2,330921,440848838,11892484,99,831,10716,31
2014-08,B1,2,331120,451545760,11529250,102,898,10878,31
2014-09,B1,2,326763,413956048,11299145,96,954,10988,30
2014-10,B1,2,318805,439934988,11428035,99,949,11042,31
2014-11,B1,2,302908,419690327,10752875,97,975,10574,30
2014-12,B1,2,311220,444780951,11499773,100,928,10622,31
2014-02,B1,1,12551,49316462,568565,53,282,1140,28
2014-03,B1,1,14122,53464999,648753,60,322,1227,31
2014-10,B1,1,13220,52271315,635040,53,334,1266,31
2014-07,B1,1,16231,65817107,730855,54,308,1321,31
2014-12,B1,1,14686,50087133,675475,56,313,1307,31
2014-05,B1,1,15434,56387193,696174,60,341,1271,31
2014-08,B1,1,15895,66411165,719950,57,326,1310,31
2014-11,B1,1,13791,52040462,637120,50,339,1348,30
2014-04,B1,1,14707,56315404,698925,54,320,1299,30
2014-06,B1,1,15159,51249677,693425,57,311,1283,30
2014-09,B1,1,14247,50149001,639380,53,326,1265,30
2014-01,B1,4,7675,21694831,281305,24,67,253,31
2014-03,B1,4,7962,21814581,285590,28,77,312,31
2014-04,B1,4,7855,25079179,269400,31,84,326,30
2014-11,B1,4,11083,40107286,372435,30,100,463,30
2014-02,B1,4,8117,21779204,275165,27,72,264,28
2014-09,B1,4,8580,30421300,314415,26,85,351,30
2014-12,B1,4,12695,45867278,406045,33,106,425,31
2014-10,B1,4,11553,40527718,379115,33,98,465,31
2014-04,B1,22,14224,13259181,488075,31,81,378,30
2014-08,T1,1,951,8436568,26730,11,69,241,31
2014-07,T1,1,1241,8329400,34995,13,83,259,31
2014-01,T1,2,65428,131825184,1898095,28,243,2916,31
2014-02,T1,2,66672,131685763,1947620,28,259,2992,28
2014-03,T1,2,81025,138061207,2319494,29,321,3528,31
2014-04,T1,2,89475,182167112,2519380,30,330,3265,30
2014-05,T1,2,92811,159277130,2578210,30,354,3586,31
2014-06,T1,2,106237,177096303,2975020,29,344,3704,30
2014-07,T1,2,87100,144249632,2490980,27,314,2835,31
2014-08,T1,2,90231,150514557,2505520,29,340,3230,31
2014-09,T1,2,94223,151437667,2646835,30,333,3402,30
2014-10,T1,2,81213,139296316,2322770,29,337,3312,31
2014-11,T1,2,84961,140878437,2412790,28,340,3302,30
2014-12,T1,2,86916,141955791,2459140,31,330,2341,31
2014-03,G3,2,181308,243723833,3842830,30,299,6616,31
2014-06,G3,2,185853,259956028,3841960,30,286,6089,30
2014-06,G3,4,6152,20775235,126390,6,51,269,30
2014-12,G3,4,5523,23981473,112931,6,41,293,31
2014-04,G3,22,13284,11290465,283150,6,66,484,30
2014-05,G3,22,13461,12049020,291000,8,66,518,31
2014-06,G3,22,10816,10189786,229690,6,61,378,30
2014-03,H2,2,42243,47342001,1055410,33,81,1243,31
2014-04,H2,2,43177,54595132,1086775,36,96,1299,30
2014-05,H2,2,55936,64596574,1360545,45,112,1318,31
2014-06,H2,2,40535,43812013,902800,39,103,1295,30
2014-08,H2,2,46641,45798196,1031780,39,96,1475,31
2014-09,H2,2,36657,32137165,770910,35,88,1340,30
2014-10,H2,2,47849,47107132,1019175,39,90,1585,31
2014-11,H2,2,54100,52200408,1208775,43,91,1517,30
2014-04,H2,3,359,3259424,8560,17,31,99,28
2014-12,H2,3,614,6234624,13970,22,31,150,31
2014-01,D2,1,10789,58239597,375405,61,181,1076,31
2014-02,D2,1,8625,46476196,302595,61,186,919,28
2014-06,D2,1,8078,43190234,296680,57,171,811,30
2014-03,D2,1,10085,53818441,345590,64,186,961,31
2014-10,D2,1,9205,44843508,319510,57,170,763,31
2014-12,D2,1,9465,49660751,363990,62,177,802,31
2014-04,D2,1,9001,50345214,335650,61,162,816,30
2014-08,D2,1,8151,43721747,296580,60,161,761,31
2014-05,D2,1,10190,50458133,382425,57,171,831,31
2014-07,D2,1,7328,42190650,276470,57,153,774,31
2014-11,D2,1,8152,40298415,297840,57,174,820,30
2014-09,D2,1,8312,43927312,297140,61,176,805,30
2014-01,D2,2,182023,237358597,6510590,79,310,4489,31
2014-02,D2,2,141707,178770654,4848410,82,324,4219,28
2014-03,D2,2,154853,197683619,5432190,80,338,4439,31
2014-04,D2,2,141752,201942364,5191330,78,301,3900,30
2014-05,D2,2,149678,198131732,5220195,80,320,4215,31
2014-06,D2,2,135320,190749463,5085655,76,303,4126,30
2014-07,D2,2,124598,153144035,4507980,70,277,3842,31
2014-08,D2,2,139813,164779143,4886400,74,294,4038,31
2014-09,D2,2,142021,167357096,5097140,76,325,4147,30
2014-10,D2,2,152121,190842099,5291115,75,321,3982,31
2014-11,D2,2,144069,179175787,4765065,76,322,4277,30
2014-12,D2,2,160185,205519789,5466150,80,320,4256,31
2014-01,D2,3,3719,24764150,72715,51,154,769,31
2014-08,D2,3,4169,22457938,88580,48,138,736,31
2014-06,D2,3,3273,19012120,70290,48,133,689,30
2014-07,D2,3,3123,19433850,71065,43,121,599,31
2014-03,D2,3,4053,23147499,81190,49,152,748,31
2014-10,D2,3,2754,19843478,62245,49,130,492,31
2014-02,D2,3,3745,20183550,71925,48,155,769,28
2014-05,D2,3,3728,21183288,69615,46,133,623,31
2014-04,D2,3,3123,19039980,62410,50,137,601,30
2014-11,D2,3,2936,20174629,61705,47,135,555,30
2014-09,D2,3,3081,21433267,67705,53,135,615,30
2014-12,D2,3,2909,20448221,65325,48,124,512,31
2014-01,D2,4,6233,18241515,211275,15,36,149,31
2014-09,D2,4,6520,19882024,179520,18,43,158,30
2014-05,D2,4,3338,14385355,104385,17,31,87,31
2014-03,D2,4,4661,13930381,131305,20,38,141,31
2014-11,D2,4,6244,20704303,171915,17,40,142,30
2014-06,D2,4,2594,9755669,81180,15,31,83,30
2014-07,D2,4,5388,14275113,170100,16,32,96,31
2014-04,D2,4,3703,17074173,107965,18,35,94,30
2014-02,D2,4,5738,15343355,186155,16,35,134,28
2014-08,D2,4,5370,18581153,178590,18,42,136,31
2014-12,D2,4,6708,31918050,195540,17,44,177,31
2014-10,D2,4,6836,23566754,189820,17,47,186,31
2014-01,D2,22,5519,3428595,227265,14,20,99,31
2014-02,D2,22,5663,2745355,201450,13,22,93,28
2014-03,D2,22,6252,2525098,172680,15,32,110,31
2014-06,D2,22,3918,3763091,130425,18,28,79,30
2014-12,D2,22,7533,4024550,233185,14,29,132,31
2014-11,D2,22,5158,3622469,165510,13,25,134,30
2014-08,D2,22,4183,3123047,144000,17,35,130,31
2014-09,D2,22,4829,3336312,136995,16,31,115,30
2014-10,D2,22,4839,2837808,158160,15,34,138,31
2014-05,D2,22,4313,3693323,141450,18,27,90,31
2014-07,D2,22,3656,2890794,140880,16,27,94,31
2014-04,D2,22,4487,3738786,133950,20,36,105,30
2014-12,D1,1,4381,25143670,85825,47,147,699,31
2014-11,D1,1,4165,23664261,83080,49,144,667,30
2014-09,D1,2,124354,101720965,2528995,61,255,4194,30
2014-12,D1,2,103917,113653107,2250775,63,227,3668,31
2014-09,B1,22,16419,15934990,557450,32,100,442,30
2014-08,B1,22,19634,16287561,676390,31,84,411,31
2014-10,B1,22,22865,17824179,729465,35,98,512,31
2014-06,F1,1,5524,28073785,106840,62,171,850,30
2014-01,F1,1,6860,39891697,127735,64,173,900,31
2014-07,F1,1,6671,28503830,128380,56,143,803,31
2014-05,F1,1,4907,25206802,96080,62,171,790,31
2014-04,F1,1,4868,25601446,96470,58,154,743,30
2014-09,F1,1,6304,27206210,116065,65,168,813,30
2014-02,F1,2,134680,138121220,2673200,82,294,4027,28
2014-01,F1,2,148014,151828101,2957810,82,253,3645,31
2014-03,F1,2,135453,138836168,2746145,80,294,4146,31
2014-04,F1,2,132070,151391241,2660295,77,244,3884,30
2014-05,F1,2,132833,143405043,2670790,82,270,4127,31
2014-06,F1,2,142094,156890800,2804800,82,285,4633,30
2014-07,F1,2,132700,129036134,2572210,76,227,3919,31
2014-08,F1,2,140370,128543024,2705715,81,258,3992,31
2014-09,F1,2,162604,128091194,3072455,81,277,4433,30
2014-10,F1,2,141915,126621631,2651580,72,243,3783,31
2014-10,F1,3,1182,9814485,20085,43,88,326,31
2014-07,D1,1,6282,35550526,113950,45,158,928,31
2014-06,D1,1,5313,32149492,98560,52,179,772,30
2014-02,D1,2,107801,107057369,2257650,53,241,3505,28
2014-03,D1,2,122825,113067054,2491020,58,263,3810,31
2014-04,D1,2,108787,109784993,2158805,65,257,3595,30
2014-05,D1,2,131601,117923917,2526185,66,278,4008,31
2014-06,D1,2,117166,109529277,2207870,62,267,4099,30
2014-07,D1,2,122582,100172757,2339560,56,238,3954,31
2014-08,D1,2,125022,110313839,2481735,64,263,4142,31
2014-08,F1,1,5869,28062017,109960,55,141,703,31
2014-06,F1,3,1466,10953912,26290,45,96,389,30
2014-07,F1,3,1230,9235791,23315,41,90,361,31
2014-08,F1,3,1119,7480674,20580,44,89,352,30
2014-05,F1,3,1153,9822841,21695,50,98,331,31
2014-09,F1,3,1323,10658104,24255,45,97,362,30
2014-12,F1,1,3986,20965230,67325,47,103,442,31
2014-10,F1,1,5692,32521601,97905,55,144,668,31
2014-11,F1,1,4753,26353215,81520,59,136,622,30
2014-11,F1,2,126151,119568422,2359010,73,228,3458,30
2014-12,F1,2,97370,90563267,1855765,68,195,2672,31
2014-11,F1,3,1064,8019802,17055,39,83,307,30
