ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days,total.imp
2014-08,H5,25,1610,825579,74,258,282,4,82025577
2014-10,H5,25,1268,565980,69,235,262,4,60413629
2014-04,H5,25,997,647017,51,141,152,4,59138033
2014-10,H5,26,142,22437,32,56,62,4,2277107
2014-07,H5,26,119,28657,29,52,52,4,2698487
2014-09,H5,26,270,43897,39,77,83,5,4220338
2014-12,H3,25,1194,800273,23,266,296,4,89694754
2014-09,H3,25,2213,813944,25,402,446,5,78766374
2014-02,H3,25,1052,550794,20,217,234,4,62677028
2013-12,H3,25,278,125046,16,101,111,1,11047047
2014-06,H3,25,960,652071,20,207,232,5,67444155
2014-10,H3,25,1773,765260,23,333,364,4,74958884
2014-07,H3,25,1079,550045,19,301,340,4,57139057
2014-11,H3,25,1281,707857,21,289,321,4,74409421
2014-01,H3,25,1262,775383,19,196,218,4,67811085
2014-08,H3,25,1385,580380,21,334,369,4,53879636
2014-05,H3,25,791,390584,19,176,194,4,37789071
2014-10,H3,26,176,44307,16,74,77,4,4264416
2014-09,H3,26,150,61765,13,72,76,5,5596838
2014-11,H3,26,94,22655,8,40,40,4,2227222
2014-09,F3,25,838,959029,15,102,116,5,99806914
2014-06,F3,25,861,1049751,14,80,89,5,108356319
2013-12,F3,25,116,80471,11,58,62,1,8348541
2014-07,F3,25,680,645627,15,91,103,4,65351107
2014-08,F3,25,652,813302,15,89,99,4,82575913
2014-05,F3,25,686,581729,15,79,88,4,60305729
2014-04,F3,25,563,584811,17,70,83,4,58226478
2014-04,B1,26,7096,2843765,143,1667,1861,4,270890791
2014-05,B1,26,5909,2795605,142,1410,1556,4,268204419
2014-02,B1,25,42753,30045776,193,4541,5264,4,2820152346
2014-12,B1,26,4201,2549437,125,1298,1418,4,254909723
2014-03,B1,26,10004,3897803,157,1766,2027,5,374499229
2014-03,T1,25,12656,9792496,37,1853,1981,5,792429149
2014-04,T1,25,9701,6680185,36,1555,1669,4,579939991
2014-02,H5,25,772,348819,56,135,147,4,26917188
2014-05,H5,25,903,746437,51,147,154,4,76533559
2013-12,H5,25,203,70866,36,79,81,1,5904919
2014-12,H5,25,536,366430,52,138,152,4,42063015
2014-03,H5,25,1254,700278,55,139,151,5,51557930
2014-01,H5,25,781,638544,50,115,124,4,46734673
2014-11,H5,25,728,313914,62,184,206,4,34347337
2014-05,H5,26,74,22379,19,30,31,4,2126424
2014-03,H5,26,229,298407,24,43,46,5,17032120
2013-12,H5,26,40,21227,13,20,20,1,1745658
2014-11,H5,26,68,6641,20,30,32,4,684144
2014-01,H5,26,134,192632,19,29,29,4,10453395
2014-04,H5,26,118,111952,23,36,38,4,7207314
2014-08,H5,26,194,34400,34,66,68,4,3366000
2014-06,H5,26,86,27129,18,31,31,5,2700798
2014-02,T4,25,5678,2626986,29,832,945,4,236334794
2014-12,T4,25,2917,1621342,28,665,761,4,146368291
2014-03,T4,25,7131,3808257,29,920,1074,5,348813254
2014-10,T4,25,5567,3092053,32,931,1060,4,283918792
2014-11,T4,25,3667,2348909,29,760,875,4,215544056
2014-01,T4,25,5046,2311201,30,777,891,4,222371058
2014-01,T4,26,1162,320644,24,337,364,4,27765260
2014-03,T4,26,1511,545376,25,380,418,5,49101571
2014-02,G4,25,3312,1768109,40,450,497,4,168578169
2014-02,G4,26,207,75359,14,65,67,4,7078631
2014-04,G4,25,3041,1619882,46,484,524,4,163341558
2014-05,G4,25,2861,1821519,45,512,563,4,183398489
2014-07,T4,26,1103,462102,22,365,398,4,45810035
2014-11,T4,26,619,276901,19,204,226,4,27345477
2014-06,T4,26,1333,651856,25,367,405,5,65083580
2014-09,T4,26,1463,561249,24,409,459,5,56559411
2014-02,B3,25,8510,3466058,33,978,1067,4,312126033
2014-09,B3,25,11088,6073022,30,1578,1736,5,565998377
2014-12,B3,25,4421,3088873,29,873,925,4,318759677
2014-12,T3,25,30,15102,2,10,11,4,791582
2014-02,T3,25,58,32636,2,7,7,4,2180853
2014-03,T3,25,85,63049,3,12,12,5,2914261
2014-07,T3,25,46,44761,2,11,11,4,2514211
2014-08,T3,25,49,68615,2,7,7,4,5011874
2014-06,B1,25,38688,34427362,210,5043,5829,5,3341856118
2014-06,B1,26,6692,4162718,137,1513,1672,5,402964113
2014-10,H2,25,907,432070,57,142,162,4,58416126
2014-10,F3,25,540,893260,14,94,107,4,86640174
2014-11,F3,25,574,959453,14,93,101,4,91829592
2014-08,F3,26,106,46130,8,37,39,4,4491599
2014-07,F3,26,111,53060,10,36,37,4,5053369
2014-06,F3,26,116,155994,7,35,37,5,15603109
2014-05,F3,26,91,44941,11,32,34,4,4445431
2013-12,B1,25,11404,7634992,164,2652,3051,1,754450555
2014-01,B1,25,42607,29796691,195,4444,5131,4,2825691556
2014-02,B1,26,7216,3409578,144,1594,1770,4,322199079
2014-01,B1,26,7263,3269590,144,1650,1852,4,289000662
2014-09,H1,25,961,344702,35,127,133,5,35162000
2014-12,H1,25,200,63934,26,65,68,4,7613864
2014-02,H1,25,611,246886,27,80,82,4,24698867
2014-06,H1,25,332,116604,27,77,81,5,13038944
2014-07,H1,25,503,202865,29,100,104,4,22894426
2013-12,H1,25,139,38905,21,46,48,1,3572453
2014-10,H1,25,533,140830,34,117,124,4,16236252
2014-08,H1,25,840,375617,33,120,124,4,39642955
2014-11,H1,25,279,119031,28,80,85,4,12638874
2014-01,H1,25,519,126909,31,86,89,4,11657254
2014-05,H1,25,436,167114,29,83,89,4,16047117
2014-04,H1,25,422,136420,25,73,76,4,14104550
2014-02,G7,25,12865,7889158,211,1510,1593,4,830429024
2014-09,G7,25,20139,11659875,230,2429,2597,5,1231292612
2014-03,G7,25,16449,10535139,216,1694,1811,5,1090450090
2014-07,G7,25,12623,7164870,239,2465,2597,4,767676165
2014-01,G7,25,13327,7966511,210,1529,1621,4,819256846
2014-05,G7,25,11151,8018704,195,1366,1450,4,804757301
2014-04,G7,25,13440,8792297,209,1587,1687,4,888064148
2014-09,G7,26,3696,1910196,162,883,940,5,194138868
2014-04,G7,26,2570,1126319,143,644,671,4,103946449
2014-05,G7,26,2041,1114216,129,566,588,4,106653099
2014-01,G7,26,2674,1248527,135,601,630,4,114773557
2014-03,G7,26,3067,1346537,134,615,642,5,127560021
2014-07,G7,26,2062,1153502,142,638,671,4,117104051
2014-02,G7,26,2530,1234997,144,634,658,4,117947597
2014-11,G7,26,1737,959488,123,566,597,4,92452905
2014-08,G7,26,2716,1264585,145,764,805,4,129573729
2014-06,G7,25,11719,8307564,218,1896,2016,5,865649068
2013-12,G7,25,3504,1892878,161,934,986,1,195204410
2014-10,G7,25,14355,8514419,226,2107,2241,4,908956046
2014-10,G7,26,2618,1387086,155,734,769,4,140165466
2014-12,G7,26,1802,947696,128,589,617,4,90921899
2014-06,G7,26,2170,1368444,131,570,606,5,134511593
2014-08,A1,26,292,127305,20,84,87,4,12610315
2014-08,A1,25,2026,1282340,35,298,320,4,128931504
2014-12,F1,25,993,930828,77,232,249,4,99686763
2013-12,F2,25,94,73532,15,37,40,1,7238661
2014-02,F2,25,709,686850,16,79,86,4,71122433
2014-03,F2,25,929,949609,17,85,98,5,93937871
2014-01,F2,25,548,331599,16,68,76,4,34958167
2014-04,F2,25,719,672785,19,76,88,4,69316950
2014-02,D1,25,1627,814519,54,232,248,4,88468612
2014-03,D1,25,2134,1396822,57,274,288,5,150307725
2014-01,D1,25,1102,431887,47,185,202,4,49375300
2014-02,D1,26,190,176118,21,48,49,4,17548683
2013-12,B3,25,2269,823059,22,591,638,1,73842213
2014-06,B3,25,6264,4003232,28,1009,1105,5,352874647
2014-03,B3,25,10088,5145919,34,1108,1223,5,435062947
2014-10,B3,25,7247,3387420,27,1235,1351,4,330693175
2014-07,B3,25,6498,3270062,31,1175,1293,4,304255107
2014-11,B3,25,4494,2998129,29,976,1045,4,284715128
2014-01,B3,25,8803,3573386,27,1018,1112,4,320595074
2014-08,B3,25,8350,4337647,31,1275,1389,4,400441955
2014-05,B3,25,6694,4098999,30,872,959,4,343937195
2014-04,B3,25,7919,3693567,30,994,1094,4,315289959
2014-09,B3,26,896,403943,16,269,286,5,40524057
2014-10,B3,26,571,300415,15,214,227,4,29794582
2014-01,B3,26,916,238898,14,192,205,4,20713487
2014-06,B3,26,638,353425,14,132,138,5,34621874
2014-12,B3,26,377,259450,11,105,109,4,23896811
2014-11,B3,26,356,251758,15,112,117,4,25168020
2014-03,B3,26,712,169547,14,159,169,5,15701539
2013-12,D1,25,397,173430,47,124,136,1,20225787
2014-04,D1,25,1793,1071343,61,264,281,4,110080096
2014-12,A1,25,1188,789927,28,229,236,4,84754032
2014-11,A1,25,1262,925034,33,284,292,4,98550816
2014-10,A1,25,1923,1157680,30,318,330,4,114673405
2014-12,A1,26,190,94072,11,57,59,4,9479671
2013-12,G2,25,214,69662,11,87,89,1,8790204
2014-09,G2,25,868,341130,17,155,161,5,33476850
2014-02,G2,25,410,202062,16,103,104,4,19678829
2014-10,G2,25,674,252431,20,158,162,4,25828894
2014-11,G2,25,672,346310,18,160,164,4,32712066
2014-08,G2,25,592,310656,16,112,116,4,30938997
2013-12,G2,26,54,31119,5,18,19,1,2784733
2014-06,T1,25,8656,5769780,36,1494,1598,5,517625465
2014-07,T1,25,11625,7357782,38,2021,2190,4,643172310
2014-08,T1,25,13439,8340721,42,1997,2163,4,743099853
2014-09,T1,25,16459,11336123,43,2142,2327,5,1037037872
2014-05,T1,26,1096,580059,26,395,417,4,59459754
2014-06,T1,26,1156,610401,25,457,473,5,62269069
2014-12,T1,25,6974,6383448,34,1269,1367,4,551450504
2013-12,T1,25,2600,1068508,29,861,923,1,103075253
2014-11,T1,25,7311,6797479,38,1372,1489,4,603481719
2014-04,T1,26,1200,453745,22,420,443,4,45179599
2014-09,T1,26,2020,784754,29,678,720,5,76705156
2014-02,T1,26,1319,584844,21,434,467,4,59679040
2014-03,T1,26,1690,715886,24,477,503,5,69613806
2014-07,T1,26,1699,669689,25,654,686,4,68660132
2014-11,T1,26,833,397073,22,344,363,4,39589257
2014-10,T1,26,1463,574730,29,616,642,4,57801385
2014-01,T1,26,1150,667010,21,382,401,4,66114626
2014-12,T1,26,995,414226,23,378,398,4,42238372
2014-08,T1,26,1813,585187,26,619,647,4,59110425
2014-11,D1,25,1002,700139,61,239,252,4,76924237
2014-11,D1,26,125,38798,21,50,53,4,3849044
2014-12,D1,26,73,53834,15,27,27,4,5608186
2013-12,B1,26,2034,1029736,113,892,985,1,87837878
2014-10,B1,26,7346,3222440,159,2023,2265,4,325037356
2014-11,B1,26,4595,2144119,125,1418,1562,4,217105146
2014-12,F3,25,502,652448,16,95,99,4,62916023
2014-06,F2,25,764,494472,17,80,98,5,51720793
2014-12,F2,25,406,446335,17,64,70,4,50528192
2014-11,R1,25,359,160337,9,72,74,4,20093064
2014-09,R1,25,868,387804,9,98,98,5,41878267
2014-12,G2,25,631,512400,15,149,155,4,49492369
2014-01,G2,25,539,293657,16,107,109,4,31588453
2014-05,G2,25,477,224947,12,88,89,4,19515543
2014-04,G2,25,470,200177,14,96,96,4,17727891
2014-09,A1,25,2720,1613987,34,332,352,5,158822273
2014-06,A1,25,1241,861776,30,216,223,5,80212686
2014-07,A1,25,1543,774769,32,255,276,4,78890214
2014-09,A1,26,378,90842,18,99,107,5,9054232
2014-10,G4,25,2626,2117076,45,513,553,4,219480171
2014-10,G4,26,152,35380,18,68,71,4,3668987
2014-05,G4,26,129,60105,20,49,49,4,6276604
2014-02,F3,25,308,282368,15,51,52,4,29980777
2014-03,F3,25,398,452149,17,55,58,5,46025268
2014-01,F3,25,249,274412,13,42,46,4,27894760
2014-01,F3,26,32,6978,9,16,16,4,711723
2014-02,F3,26,58,24345,9,22,23,4,2481413
2014-05,D1,26,176,70703,29,57,58,4,7207118
2014-04,D1,26,194,79210,24,54,54,4,7810404
2014-03,H1,25,699,240370,29,85,88,5,24580685
2014-01,H1,26,73,11317,10,19,19,4,1111252
2014-09,H1,26,95,24350,17,38,39,5,2432039
2014-02,H1,26,103,23940,13,23,23,4,1998985
2013-12,H1,26,12,18232,6,9,9,1,1898612
2014-03,H1,26,136,21633,15,25,26,5,2134429
2014-06,H1,26,32,25460,6,13,13,5,2607418
2014-04,H1,26,87,25065,13,20,20,4,2537428
2014-11,H1,26,26,18832,10,16,17,4,1888722
2014-05,H1,26,62,26495,11,15,15,4,2763057
2014-08,H1,26,97,27186,15,29,30,4,2536140
2014-07,H1,26,49,12539,12,25,25,4,1304823
2014-10,H1,26,59,6373,18,35,37,4,647284
2014-12,H1,26,17,1723,6,10,11,4,175047
2014-05,B3,26,562,187291,16,114,120,4,17211476
2014-07,B3,26,480,168664,14,157,164,4,17106423
2014-04,B3,26,551,106259,13,153,163,4,9636365
2014-10,F3,26,89,39792,11,36,38,4,3898490
2014-11,F3,26,90,35462,11,35,38,4,3361182
2014-09,F3,26,151,60095,12,48,51,5,5738838
2014-02,B4,26,927,558232,31,232,260,4,51281822
2014-04,A1,25,1649,790138,29,253,268,4,79577024
2014-04,A1,26,259,88510,11,64,65,4,8607981
2014-10,T4,26,978,427390,24,324,349,4,42634313
2014-02,T4,26,1201,381277,25,326,357,4,35079595
2014-06,G2,25,564,300730,14,112,116,5,29704026
2014-03,G2,25,549,188220,16,112,113,5,19130678
2014-07,G2,25,561,267152,17,137,141,4,25927213
2014-10,A1,26,279,57190,20,97,100,4,5508327
2014-11,A1,26,161,52736,15,59,61,4,5457579
2013-12,T4,25,1267,424551,25,454,520,1,41422036
2013-12,T4,26,316,92692,22,201,217,1,7164268
2014-04,F3,26,109,34588,13,37,39,4,3302642
2014-12,F3,26,84,72098,13,32,35,4,7089809
2014-03,F3,26,70,15973,9,19,20,5,1341124
2014-04,T4,26,1255,420597,24,330,361,4,37605576
2014-05,T4,26,1131,548700,27,328,359,4,52614685
2014-01,G4,25,3482,1833627,41,437,473,4,177430474
2014-08,T4,26,1092,363931,26,365,408,4,35862997
2014-12,H2,25,567,334219,45,103,111,4,37641233
2013-12,H2,25,230,124791,31,56,58,1,15734746
2014-02,H2,25,476,291806,45,82,86,4,30039684
2014-03,H2,25,718,230019,49,102,106,5,23534690
2014-11,H2,25,548,262771,51,124,131,4,31109346
2014-01,H2,25,540,323544,41,75,79,4,35440587
2014-04,H2,25,760,257408,44,88,91,4,26208654
2014-05,H2,26,58,11057,16,23,23,4,1132774
2014-12,H2,26,39,19476,17,22,23,4,1954179
2014-08,H2,26,113,19264,20,29,32,4,1839648
2014-04,H2,26,67,4649,16,19,19,4,391466
2014-06,H2,26,94,10788,24,34,35,5,1067560
2014-05,R1,25,598,459691,10,60,61,4,48020317
2014-12,R1,25,271,129972,10,68,69,4,14849870
2014-02,R1,25,947,366526,10,81,81,4,41618848
2014-10,R1,25,624,205337,8,86,90,4,23268177
2014-01,R1,25,945,523795,13,95,99,4,51507545
2014-02,A1,25,1481,755036,28,207,216,4,76309478
2013-12,A1,25,394,181502,23,122,126,1,19227265
2014-03,A1,25,1750,1145180,26,263,276,5,116457293
2014-01,A1,25,1366,657548,31,207,214,4,67600599
2014-02,A1,26,284,143348,12,60,62,4,14272197
2014-03,A1,26,272,79912,14,59,60,5,7568457
2014-07,A1,26,160,32651,16,66,69,4,3109406
2014-06,A1,26,168,121586,13,48,49,5,10074539
2014-05,A1,25,1370,722574,29,218,225,4,73558337
2014-01,A1,26,173,49176,11,47,48,4,4780399
2014-10,D1,26,182,99641,26,72,75,4,10285096
2014-09,D1,26,263,90652,28,86,93,5,9364373
2014-06,G5,25,267,394692,10,45,47,5,42664378
2014-05,G5,25,329,362601,12,45,48,4,36299813
2014-07,G1,25,12,1704,4,6,6,4,136340
2014-06,T6,25,494,188333,29,105,113,5,17330859
2014-02,T6,25,385,469255,22,55,61,4,46319588
2014-12,T6,25,176,57141,20,58,66,4,6346531
2014-09,T6,25,587,206161,30,138,148,5,20235437
2014-03,T6,25,579,284731,26,93,99,5,28726783
2014-10,T6,25,426,99233,30,100,107,4,10728480
2014-07,T6,25,452,141144,25,141,151,4,13389840
2014-08,T6,25,454,127493,28,125,130,4,9465423
2014-01,T6,25,351,179053,20,44,51,4,14122208
2014-11,T6,25,217,170321,23,78,88,4,17794576
2014-04,T6,25,749,662872,27,102,114,4,60392579
2013-12,T6,25,43,8101,13,23,25,1,869522
2014-05,T6,25,741,418210,29,88,98,4,36942563
2014-01,T6,26,68,35167,11,14,14,4,2393477
2014-03,T6,26,87,30009,15,29,30,5,2925240
2014-09,T6,26,124,37501,21,48,50,5,3842615
2014-04,T6,26,150,151785,19,44,47,4,10129034
2014-11,T6,26,29,3585,10,17,17,4,372438
2014-10,T6,26,88,22403,21,36,38,4,2309109
2014-12,T6,26,49,19677,13,21,23,4,2053971
2014-09,F2,25,751,745761,18,99,117,5,80726809
2014-10,F2,25,633,708165,17,84,97,4,73734762
2014-07,F2,25,842,468458,19,97,109,4,58437893
2014-08,F2,25,774,571443,17,96,109,4,68433495
2014-11,F2,25,470,464782,18,67,76,4,48072605
2014-01,F1,26,170,26300,25,58,60,4,2415418
2013-12,F1,26,52,36724,19,28,29,1,3489316
2014-10,G3,26,1665,654368,58,620,652,4,62909964
2013-12,B3,26,234,84803,12,90,95,1,6385419
2014-08,B3,26,673,299988,16,216,227,4,30397290
2014-02,B3,26,759,174779,15,171,181,4,15357219
2014-06,G4,25,2537,1323340,48,540,593,5,131908951
2014-01,G2,26,127,40044,7,24,24,4,3760757
2014-03,G2,26,55,10352,8,22,22,5,997774
2014-02,G2,26,73,48746,9,27,27,4,4824500
2014-05,A1,26,207,70897,12,55,56,4,6593690
2014-12,T4,26,473,213047,22,198,222,4,19798888
2014-08,G2,26,79,71400,11,23,25,4,7489382
2014-10,G2,26,70,35622,11,32,32,4,3239893
2014-09,G2,26,86,31423,12,30,31,5,3199944
2014-07,G2,26,62,26224,10,22,24,4,2722668
2014-11,G2,26,81,21436,8,28,28,4,1802984
2014-06,G2,26,96,18746,6,23,23,5,1821143
2014-06,R1,25,602,334606,10,76,79,5,36400805
2014-03,R1,25,1037,646443,9,96,97,5,74950660
2014-07,R1,25,708,362675,8,91,91,4,36870263
2013-12,R1,25,260,138868,11,53,54,1,16608337
2014-04,R1,25,770,477787,10,80,81,4,52846645
2014-02,R1,26,154,59505,8,19,19,4,5991185
2014-05,G3,25,4585,3344522,59,917,970,4,327411974
2014-12,G4,25,1780,1759644,43,417,443,4,181724174
2014-09,G4,25,3171,2207632,50,600,640,5,214748642
2013-12,G4,25,1026,470589,37,312,331,1,47885645
2014-07,G4,25,2390,1177601,50,547,596,4,115349105
2014-08,G4,25,2486,1227610,46,485,513,4,128121709
2014-11,G4,25,1965,2018709,42,474,502,4,204276721
2014-01,G4,26,276,119539,10,59,60,4,11688109
2014-03,B2,25,5144,3854354,20,505,580,5,348958950
2014-08,R1,25,730,363025,10,86,89,4,40573962
2014-08,R1,26,129,62497,5,25,25,4,6388952
2014-10,R1,26,77,30403,5,24,24,4,2957458
2014-11,R1,26,32,3573,2,10,10,4,367892
2014-03,R1,26,85,18469,7,18,18,5,1821734
2014-09,B2,25,5813,4569894,22,793,916,5,432772344
2014-12,B2,25,2127,1736984,19,398,454,4,157583733
2014-06,B2,25,3499,2895583,22,496,571,5,295300421
2014-10,B2,25,4126,3237487,21,640,732,4,305491638
2014-01,B2,25,3108,2144281,17,415,475,4,210303497
2014-08,B2,25,3907,2546025,22,668,760,4,240277439
2014-02,B2,25,3316,2080394,19,449,516,4,189319766
2014-08,B2,26,916,325777,17,246,278,4,28688412
2014-01,R1,26,154,24019,8,24,25,4,2319413
2014-12,R1,26,29,4866,3,17,17,4,501901
2013-12,G7,26,742,354220,99,379,391,1,32576419
2014-12,G2,26,120,123981,9,34,35,4,11150116
2014-02,G3,25,6327,2900487,63,1097,1162,4,282116521
2014-01,G3,26,1927,603808,53,650,680,4,55423448
2014-12,H5,26,63,6229,23,32,34,4,639229
2014-04,G3,26,1795,717244,51,638,673,4,67699726
