ym,industry,MediaTypeID,count,exp,seconds,products,brands,nunique.ads,nunique.days
2015-01,B1,2,357746,460709576,12542870,103,900,11348,31
2015-03,B1,2,344800,402577386,11814035,108,991,11996,31
2015-02,B1,2,348202,443023133,11686290,103,923,11363,28
2015-04,B1,2,314091,392573778,10999150,103,916,11633,30
2015-06,B1,2,324309,381086703,11029855,103,870,11788,30
2015-07,B1,2,335763,351599835,11945865,101,840,11329,31
2015-01,B1,1,16941,64603104,756115,64,357,1703,31
2015-02,B1,1,16910,56037385,759395,66,361,1544,28
2015-03,B1,1,17633,53447304,828805,62,349,1409,31
2015-11,B1,1,17100,47947037,779575,62,375,1737,30
2015-12,B1,1,18972,51842506,831298,63,334,1630,31
2015-05,B1,2,316802,394461975,10939997,97,899,11551,31
2015-08,B1,2,350267,368997136,12055936,108,882,10898,31
2015-09,B1,2,336205,371760270,11514754,106,1020,12210,30
2015-10,B1,2,332560,399520217,11525910,102,1003,12279,31
2015-11,B1,2,305230,391503857,10767115,103,1017,11992,30
2015-12,B1,2,309231,385579195,11157018,104,938,11073,31
2015-02,B1,4,9612,27719318,343951,33,96,390,28
2015-04,B1,4,11485,38277139,367330,37,111,390,30
2015-08,B1,4,11968,39830782,412370,36,109,427,31
2015-12,B1,4,13607,43247518,429000,40,119,612,31
2015-05,B1,4,12157,44736639,404325,36,102,408,31
2015-10,B1,4,12084,43276067,388125,36,121,491,31
2015-01,B1,4,10279,29207633,348555,31,104,400,31
2015-09,B1,4,11805,36173793,399930,35,112,399,30
2015-06,B1,4,12401,36134632,383105,35,113,525,30
2015-03,B1,4,11350,34658133,405220,35,102,398,31
2015-11,B1,4,12170,42967207,386425,35,120,543,30
2015-07,B1,4,10884,31417514,370825,37,109,442,31
2015-08,B1,22,19684,18026938,627100,30,80,480,31
2015-09,B1,22,19142,19340298,615960,27,76,476,30
2015-03,T1,1,1153,8693800,31830,11,87,244,31
2015-02,T1,1,1115,12497798,32940,9,77,257,28
2015-06,T1,1,1391,12033900,38925,10,77,315,30
2015-07,T1,1,1575,10906949,45990,12,102,318,31
2015-08,T1,1,1130,9524250,32145,14,95,290,31
2015-09,T1,1,999,6841065,29120,11,84,237,30
2015-10,T1,1,1080,9415825,28808,16,105,331,31
2015-12,T1,1,902,6571366,24065,13,85,219,31
2015-01,T1,2,72059,120266969,2113550,28,269,2865,31
2015-02,T1,2,79270,130448184,2269250,28,291,3453,28
2015-03,T1,2,86682,134205537,2421080,29,333,3542,31
2015-04,T1,2,95587,148153404,2665255,32,371,4111,30
2015-05,T1,2,101114,157381072,2790300,32,380,4302,31
2015-06,T1,2,113143,175530381,3101120,31,367,4117,30
2015-07,T1,2,104618,145555119,2908550,29,360,3555,31
2015-08,T1,2,98806,143209920,2680600,30,383,3610,31
2015-09,T1,2,88865,130195168,2485530,29,379,3897,30
2015-10,T1,2,84521,134303481,2349350,31,377,3971,31
2015-11,T1,2,86157,135637938,2427360,32,390,3354,30
2015-12,T1,2,93159,137901194,2551525,33,361,2700,31
2015-11,T1,3,38,297460,960,3,14,21,12
2015-11,G3,2,177760,225666858,3649240,26,290,6172,30
2015-04,G3,1,3474,17307062,68275,12,106,553,30
2015-02,H2,2,24089,18958941,498355,29,62,895,28
2015-04,H2,2,42983,33246520,867000,33,73,1273,30
2015-05,H2,2,46270,41491937,978545,38,91,1203,31
2015-06,H2,2,41201,37120182,902635,42,90,1147,30
2015-05,H2,3,432,3735315,9340,17,32,138,29
2015-03,D2,1,11175,51085084,398410,64,205,998,31
2015-01,D2,1,11054,61245801,385475,70,202,1091,31
2015-02,D2,1,9328,47991088,352020,66,206,986,28
2015-04,D2,1,10860,54797526,419995,69,195,975,30
2015-06,D2,1,11900,63360564,447920,63,196,903,30
2015-05,D2,1,11765,54103168,468060,66,200,887,31
2015-07,D2,1,10967,49963434,419270,57,186,862,31
2015-08,D2,1,11584,52914676,457460,61,187,871,31
2015-09,D2,1,12052,51092254,465470,64,196,999,30
2015-10,D2,1,11087,50153050,454225,66,199,950,31
2015-11,D2,1,10395,47275297,427085,68,204,932,30
2015-12,D2,1,12703,55196430,503915,68,202,895,31
2015-01,D2,2,213036,244372147,7043825,81,327,5493,31
2015-02,D2,2,162317,183067512,5483550,76,332,4935,28
2015-03,D2,2,176945,187556072,5825770,77,353,5226,31
2015-04,D2,2,168102,207896397,6088225,78,319,4747,30
2015-05,D2,2,170621,220708369,6118165,77,328,4380,31
2015-06,D2,2,167246,207152760,5904121,75,319,4596,30
2015-07,D2,2,151966,164205898,5291280,72,312,4054,31
2015-08,D2,2,159995,169118828,5691415,74,333,4197,31
2015-09,D2,2,164023,173419537,5719455,77,340,4527,30
2015-10,D2,2,177005,221542915,6460138,82,349,4913,31
2015-11,D2,2,162665,214558727,5946425,80,352,4702,30
2015-12,D2,2,184002,213967856,6441505,77,325,4815,31
2015-09,D2,3,3264,20666474,67620,55,141,629,30
2015-06,D2,3,3733,24452416,78935,54,142,616,30
2015-04,D2,3,3276,22639872,73415,59,139,640,30
2015-11,D2,3,3702,26145473,91995,57,156,718,30
2015-12,D2,3,4056,27672232,99860,54,144,756,31
2015-05,D2,3,3762,23605357,77490,54,155,751,31
2015-10,D2,3,3663,26175787,85630,58,148,675,31
2015-03,D2,3,3896,24244798,79225,55,155,760,31
2015-01,D2,3,3666,26985162,74945,51,151,708,31
2015-02,D2,3,3112,22308152,65535,50,154,680,28
2015-02,D2,4,6128,25075410,189840,19,45,191,28
2015-04,D2,4,6667,24819193,195100,18,41,180,30
2015-05,D2,4,6448,27293619,204090,23,50,198,31
2015-07,D2,4,5894,24263174,154870,20,41,112,31
2015-08,D2,4,5393,25404793,134575,19,41,138,31
2015-12,D2,4,6986,35901043,185780,21,54,213,31
2015-10,D2,4,7641,39270062,221880,23,59,201,31
2015-03,D2,4,7401,33827536,213735,20,45,172,31
2015-01,D2,4,7956,39606391,239760,17,40,183,31
2015-06,D2,4,5571,22513252,169680,21,47,156,30
2015-09,D2,4,6376,24286619,190080,22,53,163,30
2015-11,D2,4,6207,27011064,172800,20,54,214,30
2015-02,D2,22,4540,3141769,154935,19,38,169,28
2015-04,D2,22,3889,3634184,147210,18,30,141,30
2015-05,D2,22,3905,4442529,198885,16,29,147,31
2015-01,D2,22,5619,3158388,158370,16,31,161,31
2015-12,D2,22,6372,5549560,267270,18,41,178,31
2015-11,D2,22,4644,4103463,179370,15,34,172,30
2015-08,D2,22,4314,3424700,160065,18,34,117,31
2015-07,D2,22,3748,3110392,147015,15,26,101,31
2015-10,D2,22,7078,6855665,283315,20,42,185,31
2015-09,D2,22,5314,5103281,234780,20,39,143,30
2015-06,D2,22,3528,3206931,159960,16,26,108,30
2015-03,D2,22,3941,3381307,144420,19,37,150,31
2015-02,D1,1,5212,28002617,105865,51,175,797,28
2015-03,D1,1,6721,31247845,133340,55,189,879,31
2015-01,D1,1,5031,28703640,99750,45,143,730,31
2015-03,D1,2,141243,109490697,2959395,64,281,4638,31
2015-01,D1,2,112362,97466880,2364380,58,192,3508,31
2015-02,D1,2,122514,109658245,2638085,64,261,4534,28
2015-04,D1,2,133681,101198539,2672705,66,283,4231,30
2015-05,D1,2,155625,115678190,3086225,72,292,4053,31
2015-06,D1,2,139474,105832585,2781190,73,289,4211,30
2015-07,D1,2,131816,86950330,2623225,63,230,3787,31
2015-08,D1,2,141235,96873297,2786670,66,267,3890,31
2015-04,B1,1,18133,50809950,880545,64,358,1542,30
2015-05,B1,1,18718,50788736,864855,66,388,1597,31
2015-06,B1,1,19204,56729995,852825,63,343,1598,30
2015-07,B1,1,20374,62175678,939355,62,361,1557,31
