ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days,total.imp
2013-08,T4,27,22,699519,2,2,2,15,18503556
2013-07,A1,27,51,1252149,2,2,5,24,64793483
2013-08,A1,27,40,953717,2,3,7,24,49954533
2013-10,B2,28,257,143968,3,8,15,31,2179735
2013-11,B2,28,360,674757,4,14,19,30,10687916
2013-12,B2,28,313,936460,4,11,18,29,15753758
2013-11,B1,28,2953,4604802,23,104,192,30,77800929
2012-12,B1,28,27,40575,14,22,27,1,699299
2013-01,B1,28,538,427652,20,34,56,31,7187530
2013-02,B1,28,958,1863731,18,34,63,28,31694678
2013-03,B1,28,1475,1987157,22,55,88,31,33839024
2013-04,B1,28,1093,2146254,22,52,68,30,36575454
2013-05,B1,28,1784,3593692,26,83,133,31,61044789
2013-12,B1,28,4264,7775128,23,111,225,29,131869523
2013-02,G3,28,266,62318,5,7,16,28,1020319
2013-03,G3,28,282,982883,7,9,15,31,16686465
2012-12,D2,27,2,16492,1,1,2,1,313896
2013-01,D2,27,45,1125878,2,2,3,28,20210246
2013-02,D2,27,43,989651,3,3,3,25,16873818
2013-03,D2,27,56,834724,2,2,2,28,15996940
2013-10,G7,27,90,1299391,3,4,7,31,34573593
2013-11,G7,27,108,1807733,2,5,15,30,65580632
2013-12,G7,27,216,2927516,4,7,12,29,96938253
2013-09,G7,28,191,579806,7,8,14,30,14709794
2013-11,G7,28,182,1199003,9,13,19,30,25299653
2013-06,G3,27,200,2725416,4,7,12,30,74416556
2013-07,G3,27,232,7496548,4,10,22,31,150795904
2013-09,T4,28,63,29707,2,5,8,30,506311
2013-10,B1,28,1741,2697525,20,63,120,31,45472496
2013-07,F2,28,100,860823,1,1,4,25,14674646
2013-06,B1,28,2698,5450715,22,78,148,30,92267354
2013-10,D2,27,8,210164,1,2,2,4,3583332
2013-11,D2,27,58,640257,2,3,5,30,12142161
2013-09,T1,27,163,5322394,3,6,15,30,133670121
2013-10,T1,27,103,703404,2,2,5,31,21613497
2013-04,T1,28,502,1348361,3,7,29,30,22985120
2013-05,T1,28,670,2280806,3,11,33,31,38852217
2013-10,T1,28,565,654829,5,14,47,31,11023734
2013-11,T1,28,666,1205121,5,17,55,30,20322813
2013-05,G7,27,105,2620104,8,9,13,31,83011004
2013-06,G7,27,164,4975338,7,10,13,30,130679925
2013-07,G7,27,125,6433370,6,8,15,31,127450799
2013-08,G7,27,188,7341836,5,7,15,27,164345449
2013-09,G7,27,78,718115,4,5,8,30,21177585
2013-02,T1,27,65,4559508,1,3,6,28,108188758
2013-03,T1,27,53,964474,2,4,4,31,31053176
2013-07,T1,27,259,5649072,3,9,18,31,111033525
2013-11,T1,27,155,2554456,5,10,19,30,70045277
2013-07,T1,28,1016,3552016,4,13,59,31,59744571
2012-12,H3,27,2,22490,2,2,2,1,424270
2013-01,H3,27,58,1138416,3,4,4,28,21981528
2013-12,G7,28,321,2273413,7,10,14,29,47004361
2013-06,G3,28,1146,1761341,8,21,76,30,29214488
2013-08,T1,27,116,1694939,2,5,9,31,37934488
2012-12,T1,28,13,46193,5,9,13,1,714325
2013-01,T1,28,111,486081,5,12,18,31,8128916
2013-02,T1,28,160,310579,4,7,10,28,5103960
2013-09,A1,27,81,1230348,1,2,4,30,32566310
2013-10,A1,27,6,60699,1,2,2,3,2128503
2013-05,G7,28,93,44413,5,6,9,31,712996
2013-06,G7,28,144,114642,5,6,8,30,1782678
2013-05,H3,27,51,1094231,5,7,7,31,29304461
2013-06,H3,27,120,3228223,4,10,11,30,64550046
2013-07,H3,27,65,1919782,3,6,7,25,36609850
2013-11,H2,27,12,822788,1,1,1,12,14028784
2013-12,H2,27,12,648601,1,1,1,12,11058847
2013-03,T1,28,565,1490060,3,4,22,31,25380312
2013-06,T1,28,844,2078349,4,11,40,30,35253301
2013-08,T1,28,1763,3502446,5,14,102,31,58645223
2013-09,T1,28,453,229322,5,14,36,30,3876182
2013-07,B1,28,3215,4835365,25,84,175,31,82953961
2013-08,B1,28,2864,3466427,22,87,183,31,60264687
2013-09,B1,28,2201,1281053,19,63,136,30,21832668
2013-05,G3,27,70,2417491,3,4,6,31,43023146
2012-12,G5,27,1,6243,1,1,1,1,150794
2013-01,G5,27,3,18729,1,1,1,3,452382
2013-08,G5,27,49,349605,2,2,4,31,7532410
2013-09,G5,27,78,511332,1,1,3,26,10119884
2013-11,G5,27,16,213613,1,1,2,16,3795352
2013-12,G5,27,26,150930,1,1,1,26,3645834
2013-04,T1,27,30,229944,1,1,1,30,4209582
2013-07,G5,27,100,925808,3,4,5,28,16027360
2013-02,B1,27,185,4104750,8,9,13,28,75128668
2013-03,B1,27,115,2548083,6,8,11,31,46764748
2013-08,F2,27,31,393638,1,1,1,31,31930205
2013-09,F2,27,52,786442,2,4,4,30,39587125
2013-10,F2,27,56,1379363,1,3,5,31,34452086
2013-10,G3,28,528,244742,7,18,26,31,3732752
2013-09,D1,27,55,351602,4,4,4,26,7312907
2013-08,G3,27,118,1210747,4,9,16,31,21139553
2013-10,G3,27,67,1197386,4,9,11,31,20988129
2013-11,G3,27,75,883598,2,5,6,30,18947742
2012-12,G3,28,5,1358,3,4,5,1,21811
2013-01,G3,28,108,20106,4,5,11,31,280867
2013-08,G3,28,410,298829,9,16,38,31,5103215
2013-09,G3,28,374,117994,7,15,25,30,1843438
2013-11,G3,28,397,286502,6,14,27,30,4589484
2013-12,G3,28,400,222781,7,13,26,29,3645669
2012-12,G7,27,1,10628,1,1,1,1,441358
2013-01,G7,27,39,822514,4,4,5,21,14779596
2012-12,T4,27,1,1256,1,1,1,1,20800
2013-01,T4,27,35,190558,2,2,2,31,3204518
2013-02,T4,27,21,1116661,2,2,2,14,19026024
2013-11,A1,27,11,196883,2,2,2,9,3468361
2013-12,A1,27,42,935292,2,2,2,23,16193017
2013-05,A1,28,37,691158,2,2,2,30,11785395
2013-04,H3,27,9,304826,2,2,2,9,5197339
2013-07,G7,28,200,588891,7,7,10,31,15512129
2013-11,H4,27,65,453260,3,3,4,30,41780798
2012-12,T1,27,7,223442,3,7,7,1,4814991
2013-01,T1,27,53,1445841,3,8,9,24,33417382
2013-10,B6,27,24,184713,2,2,3,24,11147927
2013-09,B6,27,1,32858,1,1,1,1,1594493
2013-04,G7,28,96,13070,5,5,6,30,133579
2013-08,G7,28,256,1013703,7,8,15,31,29419717
2013-07,H2,28,25,64180,1,1,1,25,1094303
2013-11,H2,28,10,21572,1,1,1,10,367722
2013-12,H2,28,14,24614,1,1,1,14,419592
2013-04,G3,28,74,712989,6,7,10,30,12146529
2013-02,B2,27,174,2893836,3,4,11,28,64194181
2013-03,B2,27,112,1963826,2,3,8,28,44004828
2013-05,F1,27,32,549236,3,3,3,24,14413487
2013-06,F1,27,108,2914591,5,5,6,30,76935365
2013-06,G5,27,34,537568,4,4,4,10,9955184
2013-02,G7,27,56,690360,3,3,3,28,11733770
2013-03,F1,27,70,443558,2,2,4,28,7476984
2013-04,F1,27,17,436795,2,2,3,13,7447464
2013-05,F2,27,25,354077,2,2,3,15,5966507
2013-02,G3,27,14,778828,2,2,2,14,13279281
2013-03,G3,27,90,1090595,1,1,4,24,25615927
2013-04,G3,27,64,1019881,2,2,6,27,20607195
2013-09,G3,27,98,159769,5,7,9,27,2715648
2013-09,B1,27,262,6984066,10,12,22,30,209356234
2013-03,G7,27,62,10060,1,2,3,31,70165
2013-11,B6,27,32,181578,1,1,2,16,21463546
2013-12,B6,27,52,307270,1,1,2,26,36323126
2013-02,F2,27,33,655570,1,1,2,21,13703007
2013-03,F2,27,11,229976,1,1,2,7,5243967
2013-11,F2,27,45,322261,2,2,4,30,31810142
2013-12,F2,27,92,1160789,2,2,6,29,58507604
2013-04,H5,27,26,301057,1,1,1,26,10921419
2013-05,H5,27,30,379355,1,1,1,30,13762096
2013-06,H5,27,3,2568,1,1,1,3,83412
2013-07,H5,27,25,21400,1,1,1,25,695135
2013-06,B2,28,144,73840,2,4,6,30,1253308
2013-07,B2,28,61,62165,2,4,7,31,1057282
2013-11,T4,28,209,735930,3,8,11,30,14577078
2013-10,B1,27,194,2600016,7,9,15,31,90938631
2013-04,G7,27,60,41503,2,2,3,30,482465
2013-07,F1,27,162,2999334,4,6,9,31,66197068
2013-08,F1,27,131,2110752,4,8,11,31,40244571
2013-09,F1,27,153,2014271,3,6,9,27,61423903
2013-12,F1,27,71,981150,3,4,4,29,37169786
2013-01,B2,28,28,8174,1,1,2,14,139284
2013-02,B2,28,56,23324,1,1,2,28,397668
2013-03,B2,28,28,14644,1,1,2,14,249660
2013-05,B2,28,78,33865,3,4,6,29,576652
2013-08,B2,28,87,82355,2,3,4,31,1404151
2013-09,B2,28,98,51578,2,4,5,30,887762
2013-06,B3,27,74,3124488,1,3,4,27,57800320
2013-05,B3,27,120,4698849,1,5,9,28,80116900
2013-07,B3,27,3,64791,1,1,1,3,1104714
2013-12,B3,27,146,5874459,3,5,9,29,101770092
2013-04,B1,27,242,5940213,4,6,18,30,110853263
2013-08,T4,28,62,75995,2,3,4,31,1295081
2013-10,T4,28,144,90370,2,5,7,31,1540093
2013-12,G3,27,64,741903,3,3,3,29,12631902
2013-03,G7,28,110,133262,6,6,7,31,2221432
2013-02,H3,27,35,900796,2,2,3,21,15358970
2013-08,H3,27,62,1673116,2,4,4,27,29164985
2013-09,H3,27,20,1081041,2,4,5,16,26645247
2013-10,H3,27,61,2165301,2,3,7,31,47026071
2012-12,T4,28,3,6980,3,3,3,1,102345
2013-01,T4,28,17,53874,5,5,5,13,868496
2013-02,T4,28,36,24384,2,2,5,25,415749
2013-03,D2,28,318,207427,5,10,15,31,3364971
2013-09,B4,28,189,498652,5,9,16,30,25359462
2013-05,G2,27,14,786432,1,1,1,14,13408858
2013-06,G2,27,14,526746,1,1,1,14,8981094
2013-11,G2,27,93,2116579,2,3,6,30,45925208
2013-04,G4,27,6,156114,2,2,2,6,2661772
2013-06,G4,27,90,2350317,4,7,8,30,41278697
2013-09,D2,28,156,70167,4,6,8,30,1194330
2013-10,D2,28,190,159978,4,6,9,31,2714850
2013-04,B2,28,17,9406,1,1,1,17,160462
2012-12,D2,28,7,1195,4,6,7,1,17193
2013-07,B7,28,6,444,1,1,1,6,5952
2013-08,B7,28,31,3285,1,1,1,31,44078
2013-09,B7,28,30,3099,1,1,2,30,41577
2013-10,B7,28,17,1821,1,1,1,17,24328
2013-04,B3,27,17,716149,1,3,5,9,12210561
2013-11,T4,27,27,1035524,3,3,5,16,18673937
2013-12,T4,27,154,3131186,4,4,9,29,56821709
2013-10,B4,28,115,260617,3,6,14,31,4472912
2012-12,T6,28,1,416,1,1,1,1,6959
2013-01,T6,28,3,1248,1,1,1,3,20877
2013-11,F3,27,4,167336,1,1,1,4,2853160
2013-11,B7,28,72,90596,1,1,4,24,1543970
2013-07,B3,28,24,33468,1,1,1,24,570504
2013-08,T2,28,32,57086,2,3,3,24,973085
2013-04,D2,28,170,83869,3,4,10,30,1404776
2013-05,D2,28,281,154543,4,6,14,31,2611996
2013-06,D2,28,334,233629,5,8,17,30,3965007
2013-08,D2,28,214,176811,5,9,11,31,2963569
2013-11,D2,28,359,346798,5,14,26,30,5790257
2013-12,D2,28,660,1145930,6,14,26,29,19363388
2013-07,H4,27,27,703472,2,2,2,17,11994444
2013-08,H4,27,2,82994,2,2,2,1,1415079
2013-05,T2,28,28,1002476,1,1,1,28,17086776
2013-11,H3,27,83,1796406,4,10,10,30,53763308
2013-12,H3,27,133,2210778,4,9,11,29,58775207
2012-12,G7,28,3,578,3,3,3,1,10144
2013-01,G7,28,47,25274,3,3,4,31,455922
2013-02,G7,28,101,141253,5,5,6,28,2418151
2013-12,G2,27,78,966732,2,2,3,26,19210180
2013-01,B2,27,114,1460181,3,3,8,31,34517200
2012-12,B2,27,2,32511,1,1,2,1,805051
2012-12,H4,27,1,5750,1,1,1,1,138889
2013-01,H4,27,3,17250,1,1,1,3,416667
2012-12,B3,27,3,44744,2,3,3,1,762890
2013-01,B3,27,41,1653941,2,3,4,28,28200014
2013-05,H4,27,17,290939,3,3,3,12,5895492
2013-06,H4,27,59,2125186,3,3,3,27,46756943
2013-11,F1,27,9,142100,2,2,2,9,8138796
2013-03,H4,27,35,517361,2,2,2,28,8821075
2013-04,H4,27,11,242124,1,1,1,11,4128262
2013-01,B3,28,21,86657,1,1,1,21,1477596
2013-02,B3,28,28,135724,1,1,1,28,2314012
2013-03,B3,28,21,113466,1,1,2,21,1934367
2013-07,F3,27,27,530865,1,1,1,27,16473878
2013-08,F3,27,8,130398,1,1,1,8,4023518
2013-06,T2,28,34,51202,1,2,2,17,872536
2013-07,T2,28,62,118700,1,2,2,31,2023467
2013-07,D2,28,322,360469,4,9,12,31,6067793
2013-10,H4,27,25,134936,2,2,3,21,13051835
2013-12,H4,27,26,149846,1,1,1,26,30952804
2013-07,D2,27,48,244729,2,2,3,31,4189926
2013-08,D2,27,2,20507,2,2,2,1,350212
2013-08,G4,28,21,148775,2,2,3,11,2536188
2013-03,A1,27,3,2325,1,1,1,3,45663
2013-04,A1,27,30,23246,1,1,1,30,456630
2013-05,A1,27,2,1550,1,1,1,2,30442
2013-02,F1,27,14,9246,1,1,2,7,138391
2013-09,H4,27,42,319307,2,2,4,14,5444433
2013-05,H3,28,32,513648,2,2,3,17,8756886
2013-06,H3,28,88,1393070,2,2,4,30,23751509
2013-02,D1,27,74,1029201,3,3,3,28,22351842
2013-05,F1,28,16,62360,2,2,4,5,1062731
2013-06,F1,28,48,717636,2,2,4,30,12234086
2013-07,F1,28,11,375166,1,1,1,11,6395977
2013-02,B4,28,56,114232,2,3,3,28,1992448
2013-03,B4,28,45,56385,2,2,2,31,1014961
2013-04,B4,28,68,311165,2,4,5,30,5351430
2013-05,T4,27,18,1044237,1,1,1,18,17804486
2013-06,T4,27,4,107712,1,1,1,4,1836528
2013-07,F3,28,14,91982,1,1,1,14,1568062
2013-12,F3,28,14,70256,1,1,1,14,1197384
2013-06,D2,27,24,22980,1,1,1,24,405108
2013-01,F1,27,28,82600,1,1,1,28,1286532
2012-12,G4,27,3,9190,2,3,3,1,232868
2013-01,G4,27,30,135750,2,3,3,24,2543121
2013-11,B3,27,79,3634341,3,4,7,23,63575142
2013-04,H3,28,26,62848,1,1,1,26,1071198
2013-07,H3,28,22,128283,1,1,2,11,2186459
2013-08,H3,28,50,247470,1,1,3,26,4216712
2013-09,H3,28,26,73937,1,1,1,26,1258827
2013-11,H3,28,9,53500,1,1,1,9,912576
2013-12,H3,28,39,162462,1,1,2,29,2770893
2013-04,A1,28,30,136196,1,1,1,30,2322034
2013-10,F1,27,20,1362298,2,2,2,20,23227601
2013-04,D1,28,11,19875,1,1,1,11,338880
2013-07,T4,27,20,729856,1,1,1,20,31164000
2013-10,T4,27,11,581083,1,1,3,7,12975422
2013-12,A1,28,5,875,1,1,1,5,8137
2013-02,B3,27,21,1409172,1,1,1,21,24026769
2013-01,G3,27,7,245991,1,2,2,7,4194198
2013-10,D1,27,4,97752,1,1,1,4,1666668
2013-05,G4,27,42,1181622,3,4,4,24,20081718
2013-04,F3,27,46,92644,1,1,2,23,1579644
2013-05,F3,27,47,115883,1,1,2,24,1975975
2013-06,F3,27,27,280091,1,1,1,27,4775689
2013-01,D1,27,11,282393,1,1,1,11,4814816
2012-12,G3,27,1,29741,1,1,1,1,507094
2013-07,G2,27,16,501616,1,1,1,16,8552624
2013-03,R1,27,7,173520,1,1,1,7,2958541
2013-03,H3,27,14,864176,1,1,1,14,14734458
2012-12,B5,28,1,1474,1,1,1,1,25123
2013-01,B5,28,2,2948,1,1,1,2,50246
2013-03,H3,28,31,45288,1,1,1,31,771214
2013-07,G4,28,20,241663,1,1,2,20,4120268
2012-12,G4,28,1,76,1,1,1,1,1293
2013-01,G4,28,2,152,1,1,1,2,2586
