ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days
2014-03,B3,11,289,2686492,14,141,179,1
2014-02,B3,11,255,2113528,14,128,157,1
2014-05,B3,11,258,1978175,15,130,159,1
2014-12,B3,11,286,2490687,12,127,163,1
2014-04,B3,11,282,2287288,14,134,166,1
2014-06,B3,11,298,2686006,13,134,172,1
2014-10,B3,11,317,2921270,13,148,186,1
2014-11,B3,11,330,2735156,12,144,181,1
2014-08,B3,11,237,1813302,16,126,152,1
2014-09,B3,11,302,2437578,14,150,184,1
2014-06,T3,11,44,182045,2,23,35,1
2014-12,T3,11,45,109016,2,28,39,1
2014-10,T3,11,49,172537,2,25,42,1
2014-11,T3,11,50,221622,2,28,45,1
2014-07,T3,11,46,166025,2,24,37,1
2014-08,T3,11,44,74936,2,22,36,1
2014-09,T3,11,50,136913,2,25,42,1
2014-05,F1,11,456,2804506,49,208,290,1
2014-04,F1,11,355,1557167,46,197,262,1
2014-12,F1,11,433,2084968,51,216,292,1
2014-02,G3,11,13201,33950657,67,5336,8804,1
2014-06,G3,11,14388,41826544,67,5808,9519,1
2014-11,G3,11,13719,36047813,64,5586,9173,1
2014-03,G3,11,13717,38013625,67,5535,9043,1
2014-12,G3,11,13370,36482093,67,5461,8984,1
2014-09,G3,11,13928,37922211,67,5719,9279,1
2014-01,G3,11,12635,30431608,68,5219,8588,1
2014-01,G7,11,13810,26126687,183,8881,11110,1
2014-02,G7,11,13964,25860460,183,9006,11258,1
2014-03,G7,11,14557,29577798,182,9346,11703,1
2014-05,G3,11,13938,38844331,67,5599,9175,1
2014-04,G3,11,13484,36189099,67,5421,8942,1
2014-10,G3,11,13883,37657350,66,5609,9193,1
2014-07,G3,11,14491,42716406,64,5789,9540,1
2014-08,G3,11,14053,37446338,66,5752,9355,1
2014-02,G1,11,9,25475,4,6,8,1
2014-05,G1,11,8,26996,4,6,8,1
2014-08,G1,11,9,25761,5,7,9,1
2014-09,G1,11,9,22329,5,7,8,1
2014-02,F1,11,351,1759634,51,194,251,1
2014-01,F1,11,346,1923502,43,181,238,1
2014-11,F1,11,479,2467506,56,230,320,1
2014-03,F1,11,363,1882628,50,196,259,1
2014-01,A1,11,134,495722,16,89,114,1
2014-03,A1,11,214,1176438,15,123,157,1
2014-02,A1,11,151,761432,15,95,124,1
2014-05,A1,11,181,1091634,14,98,126,1
2014-04,A1,11,216,1210485,15,115,145,1
2014-06,A1,11,199,1286130,15,108,142,1
2014-07,A1,11,252,1391583,13,103,145,1
2014-01,G2,11,112,560272,7,63,90,1
2014-04,G2,11,126,732098,7,53,96,1
2014-06,G2,11,147,957278,9,59,99,1
2014-07,G2,11,109,514541,7,55,88,1
2014-03,G2,11,110,584886,7,54,83,1
2014-02,G2,11,116,650316,7,55,82,1
2014-10,G2,11,130,794241,7,56,100,1
2014-12,G2,11,193,1507634,8,74,137,1
2014-05,G2,11,136,921632,7,55,91,1
2014-11,G2,11,195,1682539,8,66,126,1
2014-08,G2,11,98,442028,6,48,74,1
2014-09,G2,11,123,881960,6,52,87,1
2014-06,D1,11,72,435635,12,39,43,1
2014-04,D1,11,74,524766,8,36,43,1
2014-10,A1,11,245,1661762,16,127,175,1
2014-02,G4,11,269,346732,25,174,211,1
2014-01,G4,11,241,466763,25,171,204,1
2014-04,G4,11,306,508998,22,197,238,1
2014-10,G4,11,248,669954,21,177,215,1
2014-06,G4,11,323,578331,29,220,263,1
2014-05,G4,11,320,521606,26,216,263,1
2014-07,G4,11,298,442266,26,209,247,1
2014-03,G4,11,263,347470,26,189,222,1
2014-08,G4,11,276,420852,27,189,230,1
2014-09,G4,11,255,439020,22,179,218,1
2014-01,H1,11,35,82435,9,27,32,1
2014-02,H1,11,41,100627,10,31,36,1
2014-04,H1,11,43,89007,13,34,39,1
2014-10,H1,11,42,99749,12,34,37,1
2014-03,H1,11,45,88685,11,34,39,1
2014-05,H1,11,34,94479,12,29,31,1
2014-06,H1,11,35,106038,12,30,32,1
2014-12,H1,11,43,122139,13,32,37,1
2014-11,H1,11,43,107747,13,33,37,1
2014-07,H1,11,34,61221,9,26,30,1
2014-08,H1,11,36,115648,10,30,33,1
2014-09,H1,11,43,176909,13,33,36,1
2014-04,G7,11,15052,30296375,179,9579,11982,1
2014-05,G7,11,15515,32048330,180,9788,12279,1
2014-06,G7,11,15915,33897476,185,9852,12399,1
2014-12,D1,11,81,678073,14,45,53,1
2014-11,G7,11,16900,38879380,182,10403,13113,1
2014-07,G7,11,15324,31358640,180,9582,12053,1
2014-08,G7,11,15265,30609968,181,9572,12059,1
2014-12,G7,11,16207,37532490,182,10180,12780,1
2014-09,G7,11,15568,33831118,181,9635,12253,1
2014-10,G7,11,15901,34179046,183,9822,12404,1
2014-01,B7,11,52,135159,2,40,43,1
2014-05,B7,11,63,172201,2,43,45,1
2014-06,B7,11,67,158791,2,48,50,1
2014-03,B7,11,90,392884,2,37,39,1
2014-12,B7,11,68,141525,3,45,47,1
2014-04,B7,11,55,156543,2,41,42,1
2014-10,B7,11,74,132461,3,52,55,1
2014-02,B7,11,44,118128,2,32,32,1
2014-07,B7,11,60,118945,2,43,45,1
2014-11,B7,11,64,108485,3,49,52,1
2014-08,B7,11,64,154808,3,50,52,1
2014-09,B7,11,78,199767,4,54,58,1
2014-01,B5,11,473,928660,11,329,394,1
2014-03,B5,11,521,1026612,10,363,434,1
2014-04,B5,11,525,1083897,10,366,435,1
2014-05,B5,11,547,983982,10,386,452,1
2014-02,B5,11,488,883387,10,344,408,1
2014-06,B5,11,596,1639187,10,384,461,1
2014-11,A1,11,309,2283295,17,139,206,1
2014-12,A1,11,239,1823226,21,140,190,1
2014-08,A1,11,215,1216547,12,103,145,1
2014-09,A1,11,226,1326005,13,114,160,1
2014-11,D1,11,82,677677,12,43,48,1
2014-01,T6,11,457,543612,22,289,348,1
2014-02,T6,11,507,662473,21,321,379,1
2014-04,T6,11,692,1223885,24,445,534,1
2014-03,T6,11,631,1097848,24,374,458,1
2014-05,T6,11,656,922850,26,441,527,1
2014-07,T6,11,476,461496,23,333,398,1
2014-06,T6,11,534,548362,26,369,434,1
2014-10,T6,11,644,948689,22,380,469,1
2014-11,T6,11,564,589079,23,356,429,1
2014-08,T6,11,543,612934,22,348,421,1
2014-09,T6,11,691,976494,22,410,504,1
2014-01,H2,11,42,124073,12,28,36,1
2014-02,H2,11,52,149604,15,31,44,1
2014-04,H2,11,62,237548,19,41,53,1
2014-03,H2,11,58,292742,16,33,47,1
2014-10,H2,11,56,233801,19,36,48,1
2014-12,H2,11,52,168268,20,34,45,1
2014-05,H2,11,92,498723,19,40,59,1
2014-06,H2,11,85,414217,18,35,55,1
2014-11,H2,11,62,239272,20,42,57,1
2014-07,H2,11,61,148745,17,35,45,1
2014-08,H2,11,55,116642,18,33,41,1
2014-09,H2,11,65,217330,20,35,50,1
2014-05,H5,11,420,957494,40,211,303,1
2014-06,H5,11,424,1068933,41,214,310,1
2014-04,H5,11,389,852751,37,198,273,1
2014-10,H5,11,333,578359,46,191,256,1
2014-07,H5,11,386,986942,42,197,283,1
2014-11,H5,11,293,719880,45,182,238,1
2014-08,H5,11,354,604192,40,197,269,1
2014-09,H5,11,372,636965,42,201,280,1
2014-01,R1,11,34,85559,6,26,26,1
2014-03,R1,11,34,75127,7,25,26,1
2014-02,R1,11,33,64265,7,25,26,1
2014-05,R1,11,30,96416,6,22,23,1
2014-04,R1,11,32,75271,6,24,25,1
2014-06,R1,11,30,86396,6,22,23,1
2014-05,F2,11,314,2095012,14,52,115,1
2014-12,F2,11,310,1983216,13,53,117,1
2014-10,F2,11,363,2302658,12,65,142,1
2014-06,F2,11,500,3582656,15,64,165,1
2014-07,F2,11,412,3251728,14,56,146,1
2014-11,F2,11,366,2412996,13,69,150,1
2014-08,F2,11,397,2759174,13,65,152,1
2014-09,F2,11,401,2664095,14,66,151,1
2014-01,F2,11,209,1232280,11,42,94,1
2014-03,F2,11,317,2108614,12,50,116,1
2014-02,F2,11,249,2024418,13,42,100,1
2014-04,F2,11,314,1971383,13,53,131,1
2014-05,D1,11,47,224694,9,29,31,1
2014-01,T2,11,1428,2353433,9,464,931,1
2014-06,T2,11,1532,3110326,8,472,972,1
2014-03,T2,11,1429,2427160,8,468,929,1
2014-07,T2,11,1539,3337703,8,477,963,1
2014-02,T2,11,1433,2386161,7,467,938,1
2014-05,T2,11,1484,2759332,8,470,959,1
2014-04,T2,11,1450,2523996,8,463,941,1
2014-10,T2,11,1482,2760307,9,484,973,1
2014-12,T2,11,1434,2628386,9,473,949,1
2014-11,T2,11,1483,2761043,9,482,971,1
2014-08,T2,11,1502,2872893,8,480,962,1
2014-09,T2,11,1479,2734173,9,483,964,1
2014-01,D1,11,37,214564,9,25,26,1
2014-02,D1,11,44,490729,11,30,33,1
2014-10,D1,11,57,352108,12,32,35,1
2014-12,T6,11,483,518865,23,315,373,1
2014-10,H4,11,16,62957,4,15,15,1
2014-06,H4,11,13,63995,5,13,13,1
2014-03,H4,11,12,17771,2,12,12,1
2014-12,H4,11,19,173473,5,15,17,1
2014-11,H4,11,16,80542,3,13,14,1
2014-08,H4,11,13,54050,5,13,13,1
2014-09,H4,11,12,40594,3,11,11,1
2014-01,G9,11,165,267735,11,56,151,1
2014-02,G9,11,188,298634,9,60,177,1
2014-05,G9,11,219,287351,8,66,205,1
2014-04,G9,11,220,286875,10,63,204,1
2014-07,D1,11,46,271654,12,35,37,1
2014-03,H5,11,331,655631,40,178,241,1
2014-01,H5,11,236,271123,39,164,205,1
2014-02,H5,11,248,305172,40,171,212,1
2014-01,B6,11,307,435140,6,214,263,1
2014-05,B6,11,373,565091,5,254,313,1
2014-06,B6,11,397,622198,5,269,335,1
2014-03,B6,11,354,533955,7,244,305,1
2014-12,B6,11,417,705962,5,271,348,1
2014-04,B6,11,357,591200,6,246,305,1
2014-10,B6,11,404,671469,6,268,337,1
2014-02,B6,11,322,434658,5,219,275,1
2014-07,B6,11,406,622606,5,270,339,1
2014-11,B6,11,441,762666,5,275,358,1
2014-08,B6,11,415,694250,5,274,340,1
2014-09,B6,11,416,715572,6,264,340,1
2014-07,G5,11,21,62775,7,19,20,1
2014-03,G9,11,224,339201,10,63,208,1
2014-07,G9,11,208,309868,10,63,198,1
2014-06,G9,11,208,304154,8,61,197,1
2014-10,G9,11,233,452074,9,68,213,1
2014-12,G9,11,221,296363,8,63,205,1
2014-11,G9,11,213,272325,8,64,203,1
2014-08,G9,11,226,301374,9,64,212,1
2014-09,G9,11,231,369133,9,64,209,1
2014-12,B5,11,540,981430,10,377,459,1
2014-10,B5,11,571,1221028,10,379,463,1
2014-07,B5,11,530,1061237,10,375,451,1
2014-11,B5,11,563,1059294,10,385,469,1
2014-08,B5,11,531,1073086,10,370,441,1
2014-09,B5,11,572,1248145,10,382,468,1
2014-11,G4,11,233,474212,23,166,198,1
2014-12,G4,11,217,356920,22,159,189,1
2014-01,H4,11,10,13374,3,8,9,1
2014-02,H4,11,9,13167,3,9,9,1
2014-05,H4,11,12,18967,4,12,12,1
2014-04,H4,11,13,56666,4,13,13,1
2014-07,H4,11,14,78595,6,14,14,1
2014-12,R1,11,34,100588,7,22,23,1
2014-10,R1,11,31,65572,7,23,23,1
2014-07,R1,11,24,61555,6,20,20,1
2014-11,R1,11,32,83300,7,23,24,1
2014-08,R1,11,29,82046,8,22,22,1
2014-01,G1,11,14,36832,4,7,10,1
2014-04,G1,11,9,28604,4,5,7,1
2014-10,G1,11,7,16681,5,5,6,1
2014-06,G1,11,8,22467,4,5,7,1
2014-12,G1,11,6,28515,4,4,6,1
2014-03,G1,11,8,27679,4,5,6,1
2014-11,G1,11,6,16830,5,5,6,1
2014-07,G1,11,8,23361,5,6,8,1
2014-01,T3,11,42,94470,2,22,35,1
2014-02,T3,11,41,85954,2,22,36,1
2014-01,G5,11,19,43159,7,16,16,1
2014-02,G5,11,18,26767,7,15,15,1
2014-05,T3,11,43,117250,2,22,36,1
2014-03,T3,11,46,107159,2,22,40,1
2014-04,T3,11,46,135387,2,22,38,1
2014-09,R1,11,29,76082,7,21,21,1
2014-06,G5,11,25,66673,7,23,25,1
2014-05,G5,11,24,63422,6,23,23,1
2014-08,G5,11,15,9881,6,14,15,1
2014-03,G5,11,15,13427,5,15,15,1
2014-12,G5,11,16,24175,7,15,16,1
2014-04,G5,11,19,16818,6,19,19,1
2014-11,G5,11,18,29303,7,16,17,1
2014-09,G5,11,18,18993,6,16,17,1
2014-10,G5,11,17,24144,6,16,17,1
