ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days
2012-07,G3,17,1105750,53597249,77,5663,6196,5
2012-12,A1,17,16406,1110891,17,68,68,5
2012-01,G5,17,3337,86702,8,23,24,5
2012-08,F2,17,68996,3940897,16,84,88,4
2012-09,F2,17,46621,3053216,17,81,87,4
2012-10,F2,17,40652,3006282,14,79,86,5
2012-11,F2,17,38428,2399873,15,78,82,4
2012-12,F2,17,34119,1547685,14,75,81,5
2012-01,F2,17,35593,2414037,14,56,62,5
2012-04,F2,17,99992,7458258,15,89,115,5
2012-07,F2,17,91035,5426045,15,80,87,5
2012-09,D1,6,,515,2,2,2,1
2012-10,D2,6,,3591,4,7,7,1
2012-11,D2,6,,1515,3,3,3,1
2012-03,B3,17,68682,2571076,12,102,103,4
2012-08,B3,17,54987,2571129,11,112,116,4
2012-10,B3,17,70032,3771648,13,127,132,5
2012-05,A1,17,6158,369535,11,41,42,4
2012-07,A1,17,5311,267090,12,51,51,5
2012-11,A1,17,8295,324542,14,64,64,4
2012-12,B3,17,87746,4775865,10,126,132,5
2012-01,F3,17,38316,947469,15,113,119,5
2012-02,F3,17,34961,1096684,14,100,106,4
2012-04,F3,17,95386,3971517,15,132,174,5
2012-09,F3,17,80715,4176590,17,154,164,4
2012-01,G2,17,6270,250499,12,28,30,5
2012-02,G2,17,10573,440620,11,21,21,4
2012-03,G2,17,6620,280432,10,21,21,4
2012-04,G2,17,10719,455426,13,31,40,5
2012-05,G2,17,5290,304882,13,26,26,4
2012-06,G2,17,3447,193290,12,25,25,4
2012-07,G2,17,7349,326926,12,26,27,5
2012-08,G2,17,6141,273408,11,25,27,4
2012-09,G2,17,6932,386606,13,27,27,4
2012-10,G2,17,4319,238128,13,31,31,5
2012-11,G2,17,11202,650269,15,34,35,4
2012-12,G2,17,13458,1210873,15,34,37,5
2012-01,G4,17,4094,131812,28,93,98,5
2012-02,G4,17,5397,217162,29,99,101,4
2012-03,G4,17,4247,190886,32,104,106,4
2012-04,G4,17,8375,339417,38,146,180,5
2012-05,G4,17,6420,237287,36,139,143,4
2012-06,G4,17,5849,205459,36,138,143,4
2012-07,G4,17,5324,182168,34,145,149,5
2012-08,G4,17,4908,162101,33,138,142,4
2012-09,G4,17,6549,214396,35,148,151,4
2012-10,G4,17,12531,606072,36,155,161,5
2012-11,G4,17,14368,801676,42,150,153,4
2012-12,G4,17,11693,609719,42,170,173,5
2012-05,D1,17,48634,2329939,30,70,73,4
2012-06,D1,17,59131,2534923,33,93,95,4
2012-05,F3,17,86548,4552588,14,132,143,4
2012-06,F3,17,97199,4842220,15,136,152,4
2012-04,D1,17,73057,4156430,32,82,98,5
2012-07,D1,17,65610,3166382,32,89,91,5
2012-08,D1,17,42820,2272661,31,82,83,4
2012-09,D1,17,51797,2795714,34,87,87,4
2012-10,D1,17,84561,4572522,33,92,97,5
2012-11,D1,17,57716,3149756,29,82,84,4
2012-12,D1,17,57564,3183201,31,78,80,5
2012-05,H3,17,11832,538722,12,156,163,4
2012-04,B3,17,66180,2510818,13,111,132,5
2012-06,B3,17,47106,2080368,12,110,112,4
2012-11,B3,17,51959,3123763,12,127,133,4
2012-01,D1,17,69406,3747343,30,74,75,5
2012-02,D1,17,65479,3108645,27,67,67,4
2012-03,D1,17,69225,3369694,31,75,75,4
2012-01,B5,17,8665,278027,8,66,67,5
2012-02,B5,17,17991,509555,9,71,74,4
2012-03,B5,17,17597,529555,9,79,82,4
2012-04,B5,17,24367,875729,9,97,120,5
2012-05,B5,17,20849,764430,9,83,87,4
2012-06,B5,17,22218,722745,8,80,83,4
2012-07,B5,17,21171,622792,8,98,100,5
2012-08,B5,17,20630,663055,8,106,109,4
2012-09,B5,17,17680,596596,9,113,116,4
2012-10,B5,17,23177,874175,10,114,114,5
2012-11,B5,17,15897,574437,10,103,104,4
2012-12,B5,17,23737,679066,10,95,100,5
2012-06,A1,17,9007,395647,14,48,48,4
2012-07,B3,17,61235,2579048,11,108,113,5
2012-09,B3,17,61735,3057800,11,126,128,4
2012-08,A1,17,7345,327759,11,54,54,4
2012-09,A1,17,11055,497788,12,55,55,4
2012-10,A1,17,11077,485751,15,60,60,5
2012-01,B3,17,220989,8323984,12,103,108,5
2012-05,R1,17,28713,1170577,10,62,63,4
2012-06,R1,17,18589,636997,10,64,65,4
2012-07,T6,17,12012,433470,32,220,225,5
2012-04,A1,17,7953,448028,13,56,66,5
2012-08,B7,17,24866,953450,4,336,346,4
2012-11,H1,17,3380,185610,18,30,30,4
2012-09,T4,6,,700,1,1,1,1
2012-09,H4,17,15447,956219,14,28,28,4
2012-10,H4,17,19284,1393923,13,25,26,5
2012-11,H4,17,8143,580070,9,22,23,4
2012-03,B6,17,14711,619034,5,89,95,4
2012-04,B6,17,30780,1183226,6,91,113,5
2012-05,B6,17,20284,931646,7,71,74,4
2012-05,G1,17,227,3541,1,11,12,4
2012-08,G1,17,252,5007,2,12,12,4
2012-04,B7,17,29696,1551015,4,392,440,5
2012-07,B7,17,31463,1428176,4,400,410,5
2012-09,B7,17,28064,1118863,4,378,395,4
2012-10,B7,17,32762,1288910,4,393,414,5
2012-11,B7,17,24274,864020,4,320,332,4
2012-12,B4,6,,1000,2,2,2,1
2012-02,H3,17,15615,658550,12,173,179,4
2012-06,H3,17,23038,878698,13,179,184,4
2012-08,H3,17,14941,699982,14,172,177,4
2012-09,H3,17,25958,929731,13,210,216,4
2012-10,H3,17,26267,1042273,12,212,215,5
2012-05,B3,17,41367,1630122,14,96,102,4
2012-03,H2,17,5734,348767,28,43,43,4
2012-04,H2,17,12222,607646,31,55,69,5
2012-05,H2,17,11239,724215,30,57,61,4
2012-06,H2,17,9196,584395,26,49,50,4
2012-07,H2,17,10351,536243,25,46,49,5
2012-08,H2,17,7793,423631,26,41,42,4
2012-01,A1,17,3232,131941,14,50,50,5
2012-06,B7,17,26460,1229222,4,353,364,4
2012-03,A1,17,4441,229156,15,56,56,4
2012-12,H2,17,14609,742293,32,60,63,5
2012-02,T6,17,17953,952450,25,235,246,4
2012-03,T6,17,63723,3432845,31,255,265,4
2012-04,T6,17,117091,7198003,34,340,442,5
2012-05,T6,17,67866,4515030,35,291,306,4
2012-06,T6,17,39425,2146045,34,237,250,4
2012-10,T6,17,37430,2032653,32,292,308,5
2012-11,T6,17,8550,408377,31,206,214,4
2012-12,T6,17,10030,486749,31,215,228,5
2012-09,T6,17,46267,2825030,34,270,282,4
2012-01,B7,17,32090,1481942,4,326,338,5
2012-03,B7,17,26226,1157262,4,328,339,4
2012-07,H1,17,4600,196704,17,28,30,5
2012-08,H1,17,2449,131630,14,28,28,4
2012-02,B7,17,25375,1230519,2,331,339,4
2012-10,H1,17,3851,242576,20,35,35,5
2012-02,A1,17,6407,260042,14,55,56,4
2012-11,R1,17,24768,950709,10,67,75,4
2012-12,R1,17,31908,1200587,11,78,86,5
2012-05,B7,17,24304,1184827,4,317,324,4
2012-10,H2,17,15953,1225981,28,46,48,5
2012-11,H2,17,9096,524814,30,56,56,4
2012-05,F2,17,90040,6268799,15,76,83,4
2012-06,F2,17,89136,5802030,15,81,87,4
2012-01,T6,17,7924,358570,25,186,189,5
2012-08,T6,17,11504,526539,33,226,232,4
2012-01,H4,17,14865,723508,8,22,22,5
2012-02,H4,17,4710,197715,10,23,26,4
2012-03,H4,17,4824,248209,11,25,25,4
2012-04,H4,17,5874,338513,13,37,51,5
2012-05,H4,17,5368,302681,14,33,35,4
2012-06,H4,17,2324,101000,14,28,29,4
2012-07,H4,17,21152,608760,13,28,29,5
2012-08,H4,17,23818,795364,13,31,33,4
2012-12,H4,17,10547,490061,8,16,17,5
2012-10,B2,6,,339,1,1,1,1
2012-09,B2,6,,1882,3,3,3,1
2012-03,F2,17,36070,2193993,14,66,74,4
2012-10,B1,6,,700,1,1,1,1
2012-01,T2,17,29835,1175738,8,58,64,5
2012-02,T2,17,36820,1394188,7,49,51,4
2012-03,T2,17,48437,1960757,8,58,61,4
2012-04,T2,17,57378,2293242,7,66,80,5
2012-01,H2,17,8453,342411,28,41,43,5
2012-02,H2,17,3984,231989,32,42,42,4
2012-05,H1,17,2013,198319,14,26,27,4
2012-06,H1,17,1243,68574,14,21,21,4
2012-01,B6,17,11647,443911,5,79,83,5
2012-02,B6,17,10737,396325,5,76,82,4
2012-06,B6,17,6934,295121,6,59,64,4
2012-07,B6,17,6548,292508,7,77,80,5
2012-08,B6,17,5039,273922,6,73,79,4
2012-09,B6,17,10304,454532,6,79,84,4
2012-10,B6,17,15519,883261,7,101,106,5
2012-11,B6,17,10638,475288,8,111,113,4
2012-12,B6,17,8026,446612,7,99,101,5
2012-02,F2,17,26698,1637039,13,54,61,4
2012-04,G9,17,1944,142083,7,29,54,5
2012-05,G9,17,1363,88651,6,30,44,4
2012-06,G9,17,1199,95829,7,26,38,4
2012-07,G9,17,1510,116159,7,25,47,5
2012-08,G9,17,1710,159919,8,32,52,4
2012-09,G9,17,1791,143546,9,32,50,4
2012-10,G9,17,1522,96193,8,40,45,5
2012-03,R1,17,27161,934740,12,73,75,4
2012-04,R1,17,44159,1770378,10,82,98,5
2012-10,R1,17,21634,868596,10,78,85,5
2012-02,H1,17,1364,102484,11,22,24,4
2012-12,G9,17,914,43462,7,25,28,5
2012-05,T2,17,46515,1909289,8,72,76,4
2012-06,T2,17,67826,3296642,9,68,74,4
2012-07,T2,17,97868,4415309,8,72,79,5
2012-08,T2,17,73113,3128434,9,74,82,4
2012-09,T2,17,51082,2035829,8,72,78,4
2012-10,T2,17,48782,1804208,8,77,84,5
2012-11,T2,17,35509,1459952,8,75,80,4
2012-12,T2,17,29784,1314225,9,74,78,5
2012-02,G5,17,10642,348177,9,21,21,4
2012-03,G5,17,4873,198422,11,29,30,4
2012-04,G5,17,3945,202160,12,29,39,5
2012-05,G5,17,3499,194058,11,31,31,4
2012-06,G5,17,1344,67231,11,30,30,4
2012-07,G5,17,2260,147833,12,29,29,5
2012-08,G5,17,1433,63624,13,33,33,4
2012-09,G5,17,1843,74390,12,36,36,4
2012-09,H1,17,2572,113683,17,35,35,4
2012-07,R1,17,22457,762507,9,61,61,5
2012-08,R1,17,19373,622667,8,61,69,4
2012-09,R1,17,17105,656689,8,68,76,4
2012-06,G7,6,,4506,7,7,10,1
2012-07,D1,6,,730,2,2,2,1
2012-09,H2,17,11673,543859,28,44,44,4
2012-01,G9,17,2271,159897,6,20,38,5
2012-02,G9,17,2164,152592,7,22,39,4
2012-03,G9,17,1960,130040,8,27,41,4
2012-11,G9,17,630,35434,7,24,25,4
2012-01,R1,17,56037,2225287,10,76,77,5
2012-02,R1,17,42856,1702807,11,65,69,4
2012-02,B1,6,,2042,4,5,5,1
2012-11,H5,6,,125,1,1,1,1
2012-02,B3,17,124182,4747254,12,100,104,4
2012-08,G7,6,,16,1,1,1,1
2012-01,H1,17,2871,286876,9,16,16,5
2012-03,H1,17,750,52422,11,20,20,4
2012-04,H1,17,970,89085,13,27,27,5
2012-02,G3,6,,574,3,4,4,1
2012-03,G7,6,,1436,4,4,4,1
2012-01,H2,6,,425,1,1,1,1
2012-04,B4,6,,700,1,1,1,1
2012-05,G7,6,,1495,3,3,3,1
2012-07,G7,6,,300,1,1,1,1
2012-12,G7,6,,1639,3,3,3,1
2012-06,D1,6,,25,1,1,1,1
2012-03,D2,6,,1943,4,6,6,1
2012-05,D2,6,,1628,3,4,4,1
2012-01,F2,6,,500,1,1,1,1
2012-05,F2,6,,750,1,1,1,1
2012-12,H1,17,1933,136930,15,28,28,5
2012-02,G7,6,,1248,2,2,2,1
2012-09,F1,6,,36,1,1,1,1
2012-12,B7,17,25332,1031163,4,286,301,5
2012-03,G1,17,277,3881,2,13,15,4
2012-04,G1,17,349,6028,2,15,19,5
2012-07,G1,17,337,5878,3,13,14,5
2012-11,G1,17,179,2301,3,14,14,4
2012-12,G1,17,295,4323,2,15,23,5
2012-10,H1,6,,100,1,1,1,1
2012-01,G1,17,331,4920,1,13,14,5
2012-02,G1,17,276,5031,1,13,14,4
2012-06,G1,17,336,5121,2,12,13,4
2012-09,G1,17,192,3049,1,12,12,4
2012-10,G1,17,262,3765,2,12,12,5
2012-02,T3,17,28,3129,2,3,3,3
2012-07,G3,6,,2785,1,4,4,1
2012-09,B1,6,,3264,5,6,6,1
2012-01,G3,6,,700,1,1,1,1
2012-03,G3,6,,600,1,1,1,1
2012-05,G3,6,,200,1,1,1,1
2012-08,G3,6,,300,1,1,1,1
2012-11,G3,6,,2281,3,4,4,1
2012-04,B1,6,,2142,5,6,6,1
2012-08,D2,6,,1672,2,4,4,1
2012-04,H3,6,,588,1,1,1,1
2012-06,H4,6,,750,1,1,1,1
2012-04,R1,6,,200,1,1,1,1
2012-10,B4,6,,501,1,1,1,1
2012-07,B1,6,,1585,2,3,3,1
2012-02,D2,6,,2231,4,7,7,1
2012-03,B2,6,,720,1,1,1,1
2012-03,B1,6,,2211,4,4,4,1
2012-04,G7,6,,740,1,1,1,1
2012-08,B1,6,,2224,5,5,5,1
2012-12,B1,6,,3750,6,6,6,1
2012-06,B1,6,,1145,5,5,5,1
2012-01,D2,6,,762,3,3,3,1
2012-05,B1,6,,539,4,4,4,1
2012-09,H3,6,,588,1,1,1,1
2012-09,D2,6,,1114,2,3,3,1
2012-06,H3,6,,1353,1,2,2,1
2012-11,B1,6,,1605,3,3,3,1
2012-05,H3,6,,588,1,1,1,1
2012-01,B1,6,,719,2,2,2,1
2012-06,T3,17,91,8832,1,3,3,4
2012-08,T3,17,11,271,1,3,3,3
2012-09,T3,17,213,13179,1,4,5,4
2012-11,T3,17,7508,297507,1,4,5,4
2012-12,T3,17,7028,235431,1,3,4,4
2012-03,F2,6,,500,1,1,1,1
2012-12,F2,6,,750,1,1,1,1
2012-01,T3,17,4,896,1,2,2,2
2012-06,D2,6,,1781,4,4,5,1
2012-10,T3,17,200,17002,1,3,4,5
2012-04,D1,6,,185,1,1,2,1
2012-05,D1,6,,705,1,1,2,1
2012-03,T3,17,26,2879,1,1,1,1
2012-04,T3,17,45,4622,1,2,2,1
2012-05,T3,17,88,8725,1,2,2,4
2012-01,B3,6,,636,1,1,1,1
2012-02,B3,6,,1458,2,2,2,1
2012-08,B7,6,,600,1,1,1,1
2012-04,G3,6,,1696,2,3,3,1
2012-10,G3,6,,1688,2,3,3,1
2012-09,G3,6,,588,1,1,1,1
2012-01,G7,6,,100,1,1,1,1
2012-07,D2,6,,602,2,3,3,1
2012-02,D1,6,,120,1,1,1,1
2012-01,H3,6,,647,1,1,1,1
2012-02,H5,6,,475,1,1,1,1
2012-03,H5,6,,475,1,1,1,1
2012-06,T1,6,,270,1,1,1,1
2012-06,B3,6,,250,1,1,1,1
2012-09,F2,6,,115,1,1,1,1
2012-10,R1,6,,375,1,1,1,1
2012-12,R1,6,,400,1,1,1,1
2012-12,B7,6,,475,1,1,1,1
2012-04,D2,6,,235,1,1,1,1
