ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days
2015-01,T1,11,5347,12656039,33,3763,4405,1
2015-05,T1,11,5602,13678013,36,3899,4550,1
2015-02,T1,11,5477,13203713,33,3811,4471,1
2015-10,T1,11,5489,13376865,33,3836,4481,1
2015-07,T1,11,5776,14574259,35,3921,4633,1
2015-03,T1,11,5471,13818342,36,3833,4475,1
2015-11,T1,11,5598,14897960,33,3839,4501,1
2015-12,T1,11,5592,14130697,35,3844,4512,1
2015-06,T1,11,5749,14928323,35,3935,4627,1
2015-08,T1,11,5672,14824810,35,3879,4570,1
2015-09,T1,11,5516,13707099,34,3804,4474,1
2015-04,T1,11,5529,12870587,35,3888,4535,1
2015-10,B1,11,25562,76721934,176,14306,18583,1
2015-01,B1,11,21591,61994029,176,12286,15982,1
2015-02,B1,11,22489,64496230,176,12648,16490,1
2015-11,B1,11,25235,78186491,177,13890,18145,1
2015-05,B1,11,24803,72118889,177,14037,18176,1
2015-03,B1,11,23706,70316848,176,13338,17406,1
2015-12,B1,11,23292,68580249,175,13191,17078,1
2015-06,B1,11,24738,71566768,181,13983,18024,1
2015-07,B1,11,24153,68785163,182,13753,17654,1
2015-08,B1,11,25314,74879421,180,14080,18309,1
2015-09,B1,11,25364,75922160,178,14069,18354,1
2015-04,B1,11,24110,68562145,173,13913,17997,1
2015-02,G3,11,13114,35260517,65,5416,8808,1
2015-03,G3,11,13394,37931492,67,5441,8823,1
2015-11,G3,11,14159,40463625,66,5754,9257,1
2015-04,G3,11,13648,38259022,67,5523,8993,1
2015-10,D2,11,9421,27274903,41,5641,7022,1
2015-01,D2,11,8792,24553897,40,5433,6695,1
2015-02,D2,11,8884,24130096,42,5466,6730,1
2015-03,D2,11,8908,26069428,42,5445,6728,1
2015-11,D2,11,9606,28151028,43,5738,7141,1
2015-05,D2,11,9053,25846484,42,5529,6807,1
2015-12,D2,11,9425,25861186,43,5684,7062,1
2015-06,D2,11,9013,24973458,39,5554,6823,1
2015-07,D2,11,8827,23492009,40,5499,6721,1
2015-08,D2,11,9022,25206438,41,5526,6789,1
2015-09,D2,11,9123,25195506,43,5537,6826,1
2015-04,D2,11,8979,25162344,43,5488,6748,1
2015-04,F1,11,403,2409246,46,198,267,1
2015-05,G7,11,15630,33406727,176,9843,12320,1
2015-11,G7,11,17129,41307038,187,10428,13131,1
2015-12,G7,11,16357,36089390,183,10165,12761,1
2015-06,G7,11,16062,35337131,176,9829,12426,1
2015-07,G7,11,15314,31615665,178,9527,12012,1
2015-08,G7,11,15337,33370197,182,9539,12059,1
2015-09,G7,11,15276,32077264,185,9551,12006,1
2015-10,G7,11,15940,35281220,187,9828,12372,1
2015-10,F1,11,485,2761971,49,234,307,1
2015-02,F1,11,399,2534468,48,196,264,1
2015-03,F1,11,466,3516109,46,204,277,1
2015-11,F1,11,550,3401587,51,236,342,1
2015-08,F1,11,546,3766617,52,256,325,1
2015-09,F1,11,528,3290939,51,247,333,1
2015-01,T4,11,8129,20364380,30,2833,6016,1
2015-11,T4,11,7998,22202500,30,2848,5933,1
2015-02,T4,11,8259,20900376,30,2862,6096,1
2015-10,T4,11,7990,21006361,30,2839,5910,1
2015-05,T4,11,8500,23030057,28,3019,6252,1
2015-07,T4,11,8353,21957110,27,2949,6147,1
2015-03,T4,11,8283,21956120,30,2880,6109,1
2015-12,T4,11,8020,21187951,30,2820,5957,1
2015-06,T4,11,8578,22913514,29,3034,6299,1
2015-08,T4,11,8178,21149963,29,2911,6044,1
2015-09,T4,11,7984,20120532,29,2850,5910,1
2015-04,T4,11,8358,21645041,30,2935,6156,1
2015-10,B4,11,1249,7574882,26,641,807,1
2015-01,B4,11,1113,6974794,27,507,656,1
2015-02,B4,11,1100,7440107,28,544,696,1
2015-05,B4,11,1258,8188527,29,623,805,1
2015-07,B4,11,958,5280166,27,478,592,1
2015-03,B4,11,1171,7645752,27,583,755,1
2015-11,B4,11,1272,7656639,27,647,828,1
2015-12,B4,11,952,5545482,27,482,619,1
2015-06,B4,11,1103,7403732,29,517,680,1
2015-08,B4,11,1081,6397782,30,500,643,1
2015-09,B4,11,1199,8110887,28,593,768,1
2015-04,B4,11,1234,7481139,29,645,824,1
2015-01,B2,11,5798,11832527,16,2570,4621,1
2015-02,B2,11,5878,10768111,15,2599,4710,1
2015-10,B2,11,6658,15691658,19,2777,5081,1
2015-05,B2,11,6486,14407374,19,2703,4926,1
2015-11,B2,11,6667,16471311,20,2822,5116,1
2015-07,B2,11,6398,12470034,19,2686,4894,1
2015-03,B2,11,6042,12000490,16,2595,4740,1
2015-12,B2,11,6269,12939915,19,2762,4972,1
2015-06,B2,11,6571,14942303,20,2723,4931,1
2015-08,B2,11,6267,11892736,18,2677,4884,1
2015-09,B2,11,6299,12833936,18,2678,4896,1
2015-04,B2,11,6262,12883132,19,2671,4873,1
2015-02,H5,11,265,461979,42,170,221,1
2015-01,H3,11,78,670421,10,50,58,1
2015-02,H3,11,56,422021,11,46,51,1
2015-07,H3,11,74,497892,9,51,63,1
2015-05,H3,11,76,559930,10,50,60,1
2015-03,H3,11,73,643341,10,52,62,1
2015-06,H3,11,96,791125,10,57,70,1
2015-08,H3,11,72,516665,10,50,61,1
2015-09,H3,11,109,817406,12,59,76,1
2015-04,H3,11,101,678950,10,57,73,1
2015-01,F3,11,437,2418407,16,155,231,1
2015-02,F3,11,577,3466526,15,167,254,1
2015-03,F3,11,802,5369866,15,188,296,1
2015-01,B3,11,246,1933410,12,126,153,1
2015-02,B3,11,256,1911412,12,127,162,1
2015-10,B3,11,312,3084611,11,163,199,1
2015-11,B3,11,375,3367525,15,171,220,1
2015-05,B3,11,284,2420125,13,143,172,1
2015-12,B3,11,325,3144689,14,159,198,1
2015-03,B3,11,301,2785387,12,139,175,1
2015-06,B3,11,280,2377184,13,146,176,1
2015-07,B3,11,272,2400156,14,137,168,1
2015-08,B3,11,283,2371892,12,154,184,1
2015-09,B3,11,300,2932077,11,156,189,1
2015-04,B3,11,297,2749755,12,147,181,1
2015-01,T3,11,43,125122,2,26,37,1
2015-02,T3,11,48,183941,2,27,41,1
2015-10,T3,11,49,122441,2,26,40,1
2015-11,T3,11,47,162587,2,25,37,1
2015-05,T3,11,51,155562,2,24,34,1
2015-07,T3,11,37,115568,2,20,27,1
2015-12,T3,11,45,127147,2,26,35,1
2015-06,T3,11,46,179636,2,23,31,1
2015-08,T3,11,39,128655,2,23,31,1
2015-03,T3,11,46,165052,2,27,39,1
2015-09,T3,11,45,117934,3,26,37,1
2015-04,T3,11,46,156066,2,25,35,1
2015-12,F1,11,465,2810760,51,222,304,1
2015-07,F1,11,537,3902423,53,244,332,1
2015-10,G3,11,14356,41442634,68,5838,9330,1
2015-12,G3,11,13565,36942926,69,5597,9058,1
2015-06,G3,11,14391,43701216,64,5851,9464,1
2015-09,G3,11,14306,41385337,68,5772,9240,1
2015-03,G7,11,14556,31766569,175,9231,11555,1
2015-04,G7,11,15356,32147893,175,9726,12167,1
2015-01,G3,11,12750,33530238,67,5244,8617,1
2015-05,G3,11,13805,39517365,66,5617,9091,1
2015-07,G3,11,14354,42471193,64,5861,9430,1
2015-08,G3,11,14340,41241542,67,5890,9363,1
2015-01,F1,11,413,2585879,50,205,276,1
2015-05,F1,11,468,3403903,49,221,298,1
2015-06,F1,11,513,3581622,51,237,329,1
2015-10,G2,11,120,816267,8,63,91,1
2015-01,G2,11,96,461840,8,52,75,1
2015-02,G2,11,92,476498,7,48,65,1
2015-11,G2,11,214,1786088,8,76,134,1
2015-03,G2,11,94,704761,7,53,71,1
2015-05,G2,11,128,895404,9,61,85,1
2015-12,G2,11,170,1433365,8,64,108,1
2015-06,G2,11,112,762569,7,61,83,1
2015-07,G2,11,77,346624,8,51,65,1
2015-08,G2,11,91,453085,6,51,65,1
2015-09,G2,11,104,533956,7,58,79,1
2015-04,G2,11,110,756177,8,55,78,1
2015-09,D1,11,43,416898,12,27,29,1
2015-10,F3,11,1128,7138313,16,215,367,1
2015-11,F3,11,1242,8184411,16,229,430,1
2015-12,F3,11,951,6489752,16,207,362,1
2015-06,F3,11,1406,10495165,15,222,414,1
2015-07,F3,11,1334,9525738,14,215,413,1
2015-08,F3,11,1278,7968284,15,221,397,1
2015-01,F2,11,260,1635512,12,49,100,1
2015-02,F2,11,295,1954914,13,52,112,1
2015-10,H1,11,43,97536,16,36,39,1
2015-05,H1,11,39,75479,13,34,36,1
2015-01,H1,11,41,81044,14,36,38,1
2015-02,H1,11,47,130189,15,40,43,1
2015-03,H1,11,45,73866,14,37,42,1
2015-11,H1,11,51,131127,18,40,44,1
2015-06,H1,11,49,171270,15,35,41,1
2015-12,H1,11,42,172342,15,37,40,1
2015-07,H1,11,45,177104,14,34,40,1
2015-08,H1,11,40,115458,13,29,36,1
2015-09,H1,11,47,129846,13,32,40,1
2015-04,H1,11,40,67745,12,32,34,1
2015-04,F3,11,1028,7416219,15,196,323,1
2015-01,G7,11,14039,27539397,176,9011,11288,1
2015-02,G7,11,14135,27273734,177,9085,11355,1
2015-05,F3,11,1239,9598608,15,208,349,1
2015-09,F3,11,1144,7150234,16,203,351,1
2015-06,A1,11,169,1046696,17,94,122,1
2015-01,B7,11,48,108366,2,34,34,1
2015-02,B7,11,60,135129,2,34,35,1
2015-10,B7,11,137,590449,3,62,65,1
