ym,industry,MediaTypeID,count,exp,products,brands,nunique.ads,nunique.days
2013-05,T1,17,776304,46121774,35,3101,3435,4
2013-06,T1,17,790874,46950088,36,3107,3419,4
2013-07,T1,17,923989,53009573,37,3207,3579,5
2013-08,T1,17,833025,49555977,36,3129,3456,4
2013-09,T1,17,947028,52106726,36,3342,3676,5
2013-10,T1,17,724066,41654176,37,3123,3436,4
2013-11,T1,17,721335,43958411,33,3118,3430,4
2013-12,T1,17,905837,54729842,35,3178,3537,5
2013-01,G3,17,775660,32038901,76,4648,4929,4
2013-02,G3,17,834977,35164926,77,5159,5496,4
2013-03,G3,17,905182,38447972,75,5435,5770,4
2013-04,G3,17,1116320,49587882,76,6093,6515,5
2013-05,G3,17,826087,37717031,78,5248,5566,4
2013-08,G3,17,904064,36606254,76,5402,5760,4
2013-09,G3,17,1200467,49978463,79,6472,6884,5
2013-10,G3,17,926464,39259972,72,5890,6219,4
2013-11,G3,17,858903,36551961,71,5527,5839,4
2013-12,G3,17,982176,41058217,74,5701,6067,5
2013-01,B1,17,2118555,98271168,192,8147,9014,4
2013-02,B1,17,2025794,97695232,196,8404,9267,4
2013-03,B1,17,2085161,97672267,192,8878,9782,4
2013-04,B1,17,2491165,123012508,191,9728,10752,5
2013-05,B1,17,2048543,102831520,194,8947,9753,4
2013-06,B1,17,2027641,100366880,195,8912,9740,4
2013-12,B1,17,2345240,105360902,193,8843,9803,5
2013-08,D2,17,441798,19969319,69,2464,2664,4
2013-05,D2,17,456874,22878103,66,2512,2702,4
2013-06,D2,17,450263,21583943,62,2464,2650,4
2013-02,D2,17,505679,23135385,65,2597,2774,4
2013-03,D2,17,495625,22394709,64,2574,2740,4
2013-07,D2,17,549910,24429821,68,2463,2651,5
2013-09,D2,17,619788,28817577,65,2887,3126,5
2013-10,D2,17,511872,27095880,67,2740,2962,4
2013-11,D2,17,458625,23079939,73,2717,2927,4
2013-12,D2,17,601342,26054509,67,2668,2891,5
2013-01,D2,17,527396,22876652,62,2454,2635,4
2013-04,D2,17,612390,30654010,72,2738,2965,5
2013-02,T1,17,638333,35577773,35,2772,3077,4
2013-03,T1,17,731982,41054184,34,2956,3273,4
2013-04,T1,17,869840,46697884,34,3070,3402,5
2013-07,B1,17,2466535,116793040,193,9133,10030,5
2013-08,B1,17,2137267,104571024,194,9082,9961,4
2013-11,B1,17,1895029,90004842,189,9093,10073,4
2013-01,G7,17,1182244,53724209,174,3799,3989,4
2013-02,G7,17,1361998,63107946,178,4375,4597,4
2013-03,G7,17,1396137,64633462,180,4496,4725,4
2013-04,G7,17,1714507,83588119,187,5007,5298,5
2013-05,G7,17,1609798,79674395,181,4759,5006,4
2013-06,G7,17,1491956,72604399,182,4618,4855,4
2013-07,G7,17,1878663,88903091,184,4624,4897,5
2013-08,G7,17,1592824,73636642,182,4453,4714,4
2013-09,G7,17,1811517,87140351,191,4974,5277,5
2013-10,G7,17,1602640,78154530,195,4725,4991,4
2013-11,G7,17,1886225,90179596,190,5475,5789,4
2013-10,B1,17,2030583,100693579,195,9527,10554,4
2013-01,G5,17,2667,187177,9,33,34,4
2013-02,G5,17,4527,268849,7,30,31,4
2013-04,G5,17,8347,509101,11,36,38,5
2013-05,G5,17,8833,527300,9,32,33,4
2013-06,G5,17,9785,659264,9,39,40,4
2013-07,G5,17,8116,442276,9,34,35,5
2013-08,G5,17,4971,331378,10,33,36,4
2013-06,G3,17,974786,45365174,77,5374,5737,4
2013-01,F1,17,68234,4297226,62,255,262,4
2013-02,F1,17,75311,4410474,56,245,249,4
2013-03,F1,17,105353,5429181,64,287,293,4
2013-04,F1,17,164087,8463764,64,307,315,5
2013-05,F1,17,175011,11646971,65,296,302,4
2013-06,F1,17,130082,7649245,62,305,312,4
2013-07,F1,17,168840,8699337,64,314,323,5
2013-08,F1,17,126742,6424124,57,331,337,4
2013-09,F1,17,171220,9977179,65,367,374,5
2013-10,F1,17,72196,4742571,61,317,333,4
2013-11,F1,17,72634,3950835,65,319,325,4
2013-12,F1,17,77160,4456626,65,338,344,5
2013-12,G7,17,2294531,108573807,196,5859,6181,5
2013-01,T4,17,160519,10057809,34,874,1014,4
2013-02,T4,17,175043,9594306,31,924,1098,4
2013-03,T4,17,178788,9530762,34,974,1151,4
2013-04,T4,17,216084,12398421,34,1083,1240,5
2013-05,T4,17,208641,12381237,30,1059,1196,4
2013-06,T4,17,223875,12634979,32,1162,1314,4
2013-07,T4,17,265580,14339234,33,1133,1302,5
2013-08,T4,17,211693,11402699,33,1052,1182,4
2013-09,T4,17,188327,10373535,31,1097,1223,5
2013-10,T4,17,163664,10345841,31,1000,1116,4
2013-11,T4,17,156858,9242905,32,1006,1124,4
2013-12,T4,17,168400,8592967,31,1061,1211,5
2013-01,B4,17,269679,14617616,35,572,613,4
2013-02,B4,17,357277,17278393,31,665,747,4
2013-03,B4,17,216768,9252708,32,526,559,4
2013-04,B4,17,352447,17179908,34,722,803,5
2013-05,B4,17,328318,16711062,32,671,751,4
2013-06,B4,17,234327,10692678,28,504,537,4
2013-07,B4,17,293645,11944032,29,534,574,5
2013-08,B4,17,234000,9940904,30,531,575,4
2013-09,B4,17,488307,25709847,35,737,816,5
2013-10,B4,17,300042,13980007,35,670,737,4
2013-11,B4,17,467472,23394385,31,740,840,4
2013-12,B4,17,318544,12536231,31,582,635,5
2013-01,B2,17,390315,14517202,20,665,796,4
2013-02,B2,17,398004,15968663,20,671,829,4
2013-03,B2,17,377246,16471254,17,706,878,4
2013-04,B2,17,475841,23684819,17,783,985,5
2013-05,B2,17,359034,18308945,17,719,913,4
2013-06,B2,17,352383,17203963,18,707,892,4
2013-07,B2,17,421187,20026512,18,776,969,5
2013-08,B2,17,332673,16182424,18,800,986,4
2013-09,B2,17,464220,23728426,18,913,1121,5
2013-10,B2,17,399117,21907485,19,901,1094,4
2013-11,B2,17,380886,19643211,19,869,1058,4
2013-12,B2,17,402074,18433636,18,782,960,5
2013-12,B2,6,,1515,2,4,4,1
2013-05,H5,17,63447,2661023,53,211,219,4
2013-07,H5,17,68103,2735291,52,207,215,5
2013-08,H5,17,47427,1908819,51,215,225,4
2013-10,H5,17,63189,2566723,50,215,223,4
2013-11,H5,17,49217,1847875,47,208,219,4
2013-12,H5,17,50625,1826263,49,195,205,5
2013-01,H3,17,12490,546547,11,179,183,4
2013-02,H3,17,11476,432732,9,194,202,4
2013-03,H3,17,18428,910978,12,193,199,4
2013-04,H3,17,16171,751062,13,206,211,5
2013-11,H3,17,21234,925191,10,177,179,4
2013-12,H3,17,30857,1734524,14,174,181,5
2013-10,F3,17,55420,2784761,17,158,172,4
2013-11,F3,17,53773,2456477,18,183,199,4
2013-12,F3,17,62545,2751785,17,202,210,5
2013-09,B1,17,2511983,119787619,193,10300,11370,5
2013-01,T1,17,564298,30118654,33,2502,2739,4
2013-01,H5,17,38928,1393080,44,164,172,4
2013-02,H5,17,35286,1251168,49,182,195,4
2013-03,H5,17,44046,1546287,45,183,196,4
2013-04,H5,17,65987,2489779,55,226,234,5
2013-06,H5,17,51741,2212138,52,205,219,4
2013-09,H5,17,61658,2341639,52,232,246,5
2013-09,T3,17,181,8537,2,5,5,5
2013-10,T3,17,113,10464,2,6,6,4
2013-11,T3,17,2721,86749,2,5,5,4
