ym,industry,MediaTypeID,count,exp,size,products,brands,nunique.ads,nunique.days
2015-04,G7,7,495,68160904,582.243,72,249,391,14
2015-05,G7,7,490,59428103,556.657,83,263,400,12
2015-08,G7,7,300,37659896,345.827,62,168,255,9
2015-07,G7,7,358,42222956,373.907,81,192,277,11
2015-09,G7,7,570,86162177,713.411,80,280,460,15
2015-10,G7,7,484,69921072,596.33,74,262,399,12
2015-11,G7,7,506,62686584,586.746,81,259,398,15
2015-12,G7,7,548,84333032,670.326,86,263,419,12
2015-06,G7,7,427,51800750,484.577,77,242,353,14
2015-10,G7,8,1132,8037050,190.416,101,955,1003,5
2015-11,G7,8,1334,9251770,219.964,102,1108,1187,4
2015-12,G7,8,1333,10089074,209.293,106,1066,1167,5
2015-01,G7,8,873,5161029,160.078,91,767,789,5
2015-01,A1,7,334,34158904,468.664,28,225,299,7
2015-03,A1,7,1306,235757409,2193.997,31,559,975,12
2015-02,A1,7,461,74726090,727.581,25,272,392,8
2015-04,A1,7,766,130081389,1097.579,30,450,620,10
2015-07,A1,7,250,26287863,302.163,25,189,225,7
2015-08,A1,7,511,78750549,749.079,23,293,423,6
2015-09,A1,7,1297,237396608,2110.911,30,535,968,12
2015-12,A1,7,669,104405445,939.663,29,341,507,9
2015-11,A1,7,588,83594195,719.998,35,352,477,13
2015-05,G7,8,1349,8528192,238.455,107,1139,1183,4
2015-06,G3,8,1032,5338874,255.313,47,892,916,5
2015-09,G3,8,1277,7410522,317.208,50,1091,1126,5
2015-08,G3,8,996,5750705,216.874,50,891,909,4
2015-03,F1,8,15,186225,2.508,11,12,12,2
2015-06,F1,8,19,257520,2.911,14,16,16,1
2015-05,F1,8,14,273150,1.182,8,9,10,1
2015-02,F1,8,24,268660,2.981,16,18,18,2
2015-07,F1,8,34,291523,5.021,19,30,31,1
2015-09,F1,8,19,185555,3.207,12,17,18,1
2015-11,F1,8,20,216773,2.594,12,18,18,1
2015-12,F1,8,25,322307,3.349,15,21,22,1
2015-01,F1,7,306,45941291,295.66,59,136,163,7
2015-03,F1,7,462,80646823,434.156,62,163,200,10
2015-05,F1,7,498,88457106,474.821,63,176,220,12
2015-01,G1,7,53,6312857,55.333,6,18,30,8
2015-02,G1,7,97,10420106,112.666,5,55,78,7
2015-03,G1,7,83,11874961,91.333,5,16,44,10
2015-04,G1,7,114,13745585,141.666,5,53,72,9
2015-05,G1,7,68,10043657,84,6,14,35,7
2015-06,G1,7,124,13014555,139.499,7,57,90,6
2015-07,G1,7,73,11559609,86,6,14,33,7
2015-08,G1,7,112,12187861,137,6,59,78,8
2015-09,G1,7,77,11206653,89.666,5,16,36,7
2015-10,G1,7,126,12870401,140.333,5,59,84,8
2015-11,G1,7,76,12122175,87,5,18,37,10
2015-12,G1,7,129,13786003,151.9,5,63,82,9
2015-06,B3,7,143,20069736,167.416,14,64,95,9
2015-10,B3,7,136,17475478,149.246,14,59,90,14
2015-11,B3,7,163,21769505,180.083,18,73,105,14
2015-03,A1,8,30,748059,1.361,7,23,25,1
2015-05,A1,8,20,159194,2.385,8,17,17,3
2015-08,A1,8,13,212949,1.012,5,10,10,2
2015-10,A1,8,20,348950,2.1,5,17,17,3
2015-09,A1,8,32,623020,1.699,9,22,22,2
2015-04,A1,8,16,230358,1.679,8,15,15,1
2015-09,G2,7,454,63256250,580.247,13,247,337,13
2015-10,G2,7,433,53770518,534.664,14,254,333,14
2015-11,G2,7,622,80659549,762.328,14,339,469,13
2015-12,G2,7,702,97354338,856.831,13,356,512,15
2015-10,B1,7,1031,98197736,999.906,81,542,784,26
2015-07,B1,7,774,72858278,748.989,61,405,587,27
2015-06,B1,7,1123,116703472,1048.238,80,571,830,26
2015-08,B1,7,723,75573609,672.189,65,395,569,17
2015-09,B1,7,977,95099781,937.77,77,499,744,23
2015-11,B1,7,1035,107420845,992.885,84,527,768,24
2015-12,B1,7,1083,128672103,1065.987,79,545,790,20
2015-05,B1,8,1424,8202120,304.716,93,1202,1240,5
2015-07,B1,8,1028,6769584,206.761,85,868,895,6
2015-08,B1,8,1580,8831086,331.2,89,1366,1410,4
2015-01,B1,8,1372,7571943,290.885,80,1117,1155,5
2015-12,B1,8,1152,8417760,215.71,88,878,913,5
2015-09,F2,7,187,33965999,184.994,14,57,79,11
2015-02,F3,7,80,8707759,89.083,12,63,71,7
2015-03,F3,7,100,10945365,104.163,12,71,85,10
2015-10,F3,7,241,18697765,243.86,15,190,216,11
2015-05,F3,8,48,467912,4.954,11,39,39,4
2015-06,F3,8,67,874286,5.25,11,50,52,5
2015-07,F3,8,57,830755,5.927,11,38,39,6
2015-06,F3,7,253,25846935,257.856,15,160,187,10
2015-10,F2,8,5,82661,0.171,4,4,4,1
2015-04,F2,8,2,28805,0.401,2,2,2,1
2015-12,G4,7,160,21888110,165.666,34,102,122,9
2015-03,B2,7,231,27573200,235.167,13,93,144,17
2015-03,G3,7,205,18627236,182.74,28,155,176,13
2015-04,G3,7,220,19774027,203.487,30,156,183,13
2015-05,G3,7,193,15369784,166.824,31,143,178,10
2015-06,G3,7,249,25328475,228.737,31,171,203,16
2015-07,G3,7,176,15841414,151.907,30,124,145,10
2015-09,G3,7,178,15255840,161.992,31,140,161,10
2015-10,G3,7,178,16286610,155.357,31,132,152,12
2015-11,G3,7,211,16655461,179.326,32,155,186,13
2015-02,H1,7,94,10371945,98.998,24,82,87,4
2015-01,H1,7,100,11214826,114.083,20,89,93,3
2015-04,H1,7,202,24887324,232.415,29,149,175,6
2015-05,H1,7,263,26787104,293.331,28,201,228,3
2015-09,H1,7,252,27213795,260.164,31,178,212,7
2015-10,H1,7,230,28294169,264.998,28,162,196,5
2015-11,H1,7,221,26056319,256.165,28,160,191,8
2015-12,H1,7,115,11829696,128.833,19,84,100,6
2015-01,F3,7,79,6618815,74.33,12,67,72,7
2015-04,F3,7,151,14975614,150.497,12,113,129,10
2015-05,F3,7,178,16643533,163.326,11,124,145,10
2015-07,F3,7,196,22256351,181.659,12,125,155,10
2015-08,F3,7,179,16867352,179.244,16,124,145,9
2015-09,F3,7,150,16419174,148.828,14,108,123,9
2015-12,F3,7,436,35069605,420.816,16,250,311,10
2015-08,F3,8,50,643848,4.173,11,36,37,3
2015-11,F3,8,50,697093,5.838,9,31,31,5
2015-02,B4,7,247,28286130,216.824,16,159,183,17
2015-03,B4,7,308,35603416,278.073,17,170,201,16
2015-04,B4,7,253,26028704,217.823,18,149,179,13
2015-05,B4,7,201,18851185,173.822,20,141,161,11
2015-01,G7,7,279,25539662,312.663,72,195,248,9
2015-04,G4,7,263,23794200,247.866,40,201,225,9
2015-05,G4,7,290,28449848,276.112,41,202,230,8
2015-06,G4,7,253,21751029,237.447,38,191,218,10
2015-02,T4,7,356,34308356,366.729,19,248,327,11
2015-10,T4,7,404,41363690,428.413,17,263,359,15
2015-07,G2,7,221,23117272,250.583,13,162,188,11
2015-02,R1,7,421,35682827,397.328,8,209,357,13
2015-01,R1,7,418,30706386,374.661,9,217,318,15
2015-03,T1,7,468,51133599,479.162,18,258,332,14
2015-06,T1,7,596,59641613,629.329,23,321,436,11
2015-07,T1,7,570,60764249,602.662,25,319,398,10
2015-03,H1,7,189,19828374,203.582,25,143,160,7
2015-06,H1,7,182,19173087,192.497,24,131,156,7
2015-05,H1,8,22,453481,1.861,5,13,13,1
2015-06,H1,8,3,11726,0.003,3,3,3,1
2015-05,T4,8,778,6836204,174.405,22,587,622,5
2015-12,F3,8,50,700201,3.374,9,33,33,4
2015-01,H5,7,73,5222099,58.582,31,57,61,4
2015-03,H5,7,126,11359158,108.663,39,86,106,5
2015-08,H5,8,28,162116,5.468,13,24,24,1
2015-05,H5,8,44,308801,5.627,18,34,35,1
2015-11,H5,8,39,280487,7.397,19,31,31,1
2015-04,H5,8,33,239781,4.847,13,26,28,1
2015-03,R1,7,555,45259378,525.66,8,252,432,13
2015-04,R1,7,452,38046791,415.74,9,224,376,12
2015-05,R1,7,512,43607412,491.741,9,251,398,13
2015-06,R1,7,524,44650535,477.993,8,242,418,12
2015-07,R1,7,458,35575047,414.66,8,212,357,13
2015-09,R1,7,517,41604316,471.739,9,244,405,12
2015-10,R1,7,482,40742034,452.408,9,228,395,15
2015-11,R1,7,620,49724488,588.813,8,265,463,11
2015-12,R1,7,467,41174413,442.403,8,216,343,11
2015-07,T4,8,451,3692608,81.41,21,347,368,6
2015-03,G2,7,342,45438989,445.248,14,208,276,14
2015-04,G2,7,296,36411325,353.165,11,197,240,9
2015-04,G2,8,17,325798,1.143,4,12,12,1
2015-03,B6,7,22,2554826,20.667,5,12,17,7
2015-08,H1,7,57,5533085,62.499,21,45,51,3
2015-04,T6,8,96,455714,22.59,14,83,83,1
2015-04,T4,8,577,4133063,121.81,20,473,494,5
2015-02,B1,7,788,77566178,743.487,72,419,596,24
2015-01,B1,7,713,68702893,679.99,76,403,545,25
2015-03,B1,7,1078,119677485,1024.542,72,483,751,28
2015-04,B1,7,934,94823450,882.056,75,478,714,23
2015-01,D2,7,686,123523053,886.988,67,300,392,11
2015-01,G2,7,214,21552582,253.746,14,158,191,8
2015-02,G2,7,232,30646428,292.664,11,153,198,8
2015-05,G2,7,516,71938292,633.08,12,281,373,10
2015-06,G2,7,518,68146679,618.248,14,297,394,15
2015-08,G2,7,195,18629333,231.666,12,138,165,9
2015-05,B1,7,1027,107285063,964.77,78,549,782,25
2015-01,B7,7,167,7733374,85.844,2,150,164,2
2015-03,B1,8,1457,8687211,294.273,92,1194,1226,5
2015-04,G7,8,1090,6589091,188.885,101,923,958,6
2015-09,T4,8,588,4568668,123.054,22,450,472,5
2015-11,T4,8,397,3638110,84.081,20,313,336,2
2015-09,B5,7,31,3052941,30.333,5,21,25,8
2015-10,F3,8,58,958527,3.716,10,36,37,5
2015-01,D1,7,383,62997418,388.158,51,167,202,6
2015-06,T4,8,617,5113893,127.272,20,468,493,5
2015-08,T4,8,400,3761008,81.588,20,340,357,3
2015-12,T4,8,342,2776196,62.856,22,287,306,3
2015-08,R1,7,357,28210230,341.659,9,165,307,11
2015-01,F2,7,83,15145212,80.666,11,31,41,9
2015-02,F2,7,110,23769357,107.5,12,41,54,8
2015-03,F2,7,144,27638196,141.667,12,44,62,12
2015-04,F2,7,140,25622826,136.834,12,46,63,7
2015-05,F2,7,132,24307679,127.665,14,48,62,11
2015-06,F2,7,161,30915827,159.832,12,43,63,10
2015-07,F2,7,163,31580529,164.665,13,50,70,10
2015-10,F2,7,177,35706505,176.496,14,54,75,9
2015-11,F2,7,173,31565739,165.33,14,43,62,10
2015-12,F2,7,162,30339533,160.831,15,43,61,11
2015-06,A1,8,13,194736,0.844,4,8,8,1
2015-12,A1,8,30,541174,1.361,6,19,19,3
2015-02,R1,8,29,173966,2.892,3,21,21,1
2015-03,R1,8,36,281664,3.718,4,22,23,1
2015-01,F1,8,8,145377,0.74,5,6,6,2
2015-04,F1,8,15,210113,1.344,7,10,10,1
2015-02,B3,7,105,11726052,120.916,14,56,75,8
2015-04,B3,7,86,9609263,97.417,13,52,67,8
2015-07,G4,7,218,15990337,197.862,39,167,186,11
2015-12,D1,7,945,177643646,1171.146,64,313,471,9
2015-12,T1,7,506,63136600,584.497,19,278,353,13
2015-02,D1,7,826,157937339,944.646,58,275,362,7
2015-07,D1,7,673,112308517,670.143,65,263,325,9
2015-10,D1,7,1241,219886624,1414.639,71,415,561,11
2015-11,D1,7,1077,202169150,1278.64,69,347,511,9
2015-11,H2,7,201,28102355,181.908,51,100,121,8
2015-12,H2,7,182,22511348,161.225,43,92,113,7
2015-02,G7,8,847,4953010,153.025,93,753,782,4
2015-06,G7,8,1019,6370596,182.629,99,899,935,5
2015-09,G7,8,1273,9529484,218.862,105,1036,1094,5
2015-03,G7,8,1156,7990115,202.832,101,955,977,5
2015-09,B3,7,180,22497780,190.829,15,74,119,14
2015-12,B3,7,164,19267870,196.084,17,75,111,9
2015-08,T1,7,517,50182270,543.249,28,309,392,7
2015-11,G4,7,311,30445274,276.829,51,257,282,11
2015-04,F1,7,531,96037424,500.648,61,161,203,8
2015-11,B4,7,244,26800775,219.558,20,174,198,10
2015-11,G2,8,32,497472,1.403,5,26,27,1
2015-03,T6,8,85,358148,19.828,12,75,75,1
2015-09,T6,8,67,285177,17.795,7,61,61,1
2015-08,T6,8,55,290544,11.022,8,47,48,1
2015-01,T6,8,36,106512,7.719,5,34,35,1
2015-10,B4,7,288,40349037,280.16,18,173,205,15
2015-02,B6,7,13,1470497,11.5,5,9,10,4
2015-04,B6,7,26,2184861,24,4,11,16,3
2015-05,B6,7,28,3006372,25.667,4,15,21,6
2015-09,B6,7,24,2079632,22,4,13,18,5
2015-10,B6,7,23,1839949,19.501,5,13,20,5
2015-12,B6,7,42,5931038,39.667,5,21,29,8
2015-04,H2,7,122,13289857,110.66,37,72,84,6
2015-05,H2,7,145,17207413,131.909,37,74,96,6
2015-06,H2,7,111,13831187,106.575,38,68,82,6
2015-09,H2,7,178,23317758,167.823,39,86,100,8
2015-08,H2,7,114,15410744,98.392,33,61,79,4
2015-04,H5,7,173,16124960,156.993,52,126,139,5
2015-10,H5,7,210,19862913,198.195,48,140,169,7
2015-12,H5,8,15,83908,2.462,9,13,13,1
2015-10,H2,7,181,22961517,167.805,44,94,121,6
2015-01,B3,7,95,6478895,107.833,13,57,71,10
2015-03,B3,7,122,13827397,127.333,16,54,74,14
2015-05,B3,7,109,13477668,129.333,12,51,78,11
2015-07,B3,7,90,7570073,95.666,14,52,68,10
2015-02,H5,8,31,175708,6.208,18,26,26,1
2015-08,H1,8,12,149517,1.343,6,11,12,1
2015-10,H1,8,9,95911,2.005,5,9,9,1
2015-03,H1,8,7,37762,1.338,4,7,7,1
2015-02,B1,8,1050,8625478,219.211,82,851,874,4
2015-08,G4,7,143,14577343,137.581,31,111,126,8
2015-07,G7,8,974,6098278,170.847,97,853,878,6
2015-08,G7,8,1049,6746192,180.944,100,925,950,4
2015-02,H2,7,62,6886310,54.166,25,41,47,5
2015-01,H2,7,50,5726904,46.415,24,32,34,6
2015-07,H2,7,145,20627707,145.159,37,66,82,4
2015-12,G3,7,160,10697349,133.827,33,134,151,12
2015-01,G3,7,160,13231664,140.657,29,129,150,10
2015-05,G2,8,18,228334,1.475,4,15,15,1
2015-03,G4,7,232,20018799,225.895,39,181,196,5
2015-08,B7,7,57,1919839,42.582,3,53,55,3
2015-05,H5,7,240,22625615,216.326,50,150,180,4
2015-11,H5,7,215,22346701,190.158,40,122,158,11
2015-05,T6,8,92,447237,23.445,10,77,77,1
2015-06,T6,8,65,279865,17.244,7,55,55,1
2015-07,T6,8,42,194361,10.815,7,37,37,1
2015-05,B7,7,66,2873093,50.332,3,61,65,2
2015-09,G4,7,219,20183692,221.079,44,165,186,12
2015-10,G4,7,189,17078441,174.664,37,150,163,11
2015-04,D2,7,785,128171566,976.062,69,384,492,15
2015-01,H3,7,105,7525457,94.997,15,79,85,7
2015-01,R1,8,22,93493,3.693,3,18,18,1
2015-02,G4,7,218,18243313,203.412,35,152,172,7
2015-02,G3,8,858,4437551,202.552,48,757,771,4
2015-01,G3,8,980,5281026,228.452,45,841,866,5
2015-12,B4,7,206,23773326,191.162,17,135,158,14
2015-07,H1,7,147,14819908,156.582,22,105,124,5
2015-02,H5,7,87,7660511,75.915,37,67,78,4
2015-07,H5,8,34,180222,6.013,19,29,30,1
2015-06,H5,8,38,251160,6.756,16,30,31,1
2015-10,H5,8,35,217169,6.529,17,27,28,1
2015-09,H5,8,48,344943,9.7,22,39,39,1
2015-07,B7,7,45,2475577,38.665,3,41,44,3
2015-08,D2,7,460,81809091,579.985,61,238,300,8
2015-02,B2,8,271,2137125,39.509,11,150,160,1
2015-06,B2,8,466,3790737,58.618,15,231,248,1
2015-11,A1,8,16,242557,1.181,5,13,13,3
2015-01,B4,7,237,32041883,219.611,19,131,160,19
2015-07,B4,7,196,18057465,168.742,16,121,144,13
2015-09,B4,7,380,59960386,395.157,19,166,208,13
2015-01,B4,8,76,420045,15.319,13,61,62,1
2015-04,B4,8,76,400758,14.26,13,63,63,1
2015-05,B4,8,96,512325,22.611,14,71,72,1
2015-07,B4,8,77,393366,17.256,12,66,66,1
2015-08,B4,8,76,427569,17.781,13,57,59,1
2015-02,B4,8,62,393847,14.748,12,51,51,1
2015-10,B4,8,83,526627,16.511,9,69,71,2
2015-09,B4,8,88,507995,18.583,13,75,76,2
2015-11,B4,8,86,681431,16.004,11,65,68,3
2015-12,B4,8,89,505155,18.299,12,63,67,1
2015-06,B4,8,72,477604,14.201,14,58,58,2
2015-03,B4,8,69,419551,15.461,16,57,57,2
2015-06,H4,7,37,3739688,30.498,9,18,22,5
2015-09,F3,8,55,840981,3.835,11,37,37,5
2015-01,B2,8,332,2323392,42.318,10,164,173,2
2015-01,T1,8,65,817033,5.974,6,57,58,1
2015-05,B2,8,495,3657146,58.023,12,239,257,2
2015-04,B2,8,455,3479216,52.272,10,213,228,2
2015-06,T1,8,57,707735,3.95,8,55,56,1
2015-04,F3,8,32,264601,4.321,7,27,29,5
2015-04,T1,7,439,44819585,469.248,22,260,327,14
2015-05,T1,7,555,59255100,597.492,23,310,404,12
2015-03,B2,8,442,3152106,62.414,11,219,230,1
2015-02,T1,7,337,37414982,336.333,18,189,247,13
2015-06,G5,7,97,19350909,81.827,12,35,42,5
2015-07,G5,7,112,21120587,96.496,14,41,51,5
2015-08,G5,7,96,19396657,89.164,13,38,44,6
2015-09,G5,7,124,24264046,112.328,13,50,57,5
2015-11,G5,7,116,19867309,101.743,14,51,61,6
2015-12,G5,7,90,16255851,73.993,12,36,48,5
2015-08,G3,7,221,18549704,183.241,31,171,197,8
2015-02,G2,8,8,135337,1.222,3,7,7,1
2015-09,H2,8,30,243735,2.191,4,10,10,1
2015-02,B2,7,194,24980063,197.583,13,84,133,11
2015-12,T6,8,31,201819,6.094,7,29,30,1
2015-12,T1,8,77,860110,8.941,8,71,73,1
2015-11,B2,8,391,2682182,44.362,11,183,196,2
2015-12,B2,8,366,2762575,36.709,9,165,172,2
2015-07,T6,7,21,1809488,20.166,13,19,19,1
2015-10,T6,7,23,2453846,21.999,6,16,18,1
2015-08,H3,8,1,16800,0.5,1,1,1,1
2015-11,H3,8,2,31080,0.501,2,2,2,1
2015-11,D2,8,741,5048968,142.131,22,652,665,4
2015-04,T1,8,63,714693,5.219,8,59,62,2
2015-07,T1,8,76,894479,6.565,7,69,71,1
2015-09,T1,8,78,731747,10.969,8,68,72,1
2015-02,G5,7,56,10409243,52.332,12,28,38,5
2015-01,G5,7,42,7421412,36.998,9,23,31,5
2015-03,G5,7,81,15177118,71.58,13,32,38,6
2015-09,F2,8,4,48400,0.502,2,4,4,1
2015-08,F2,8,5,62526,1.003,4,5,5,1
2015-01,G4,7,149,11049496,143.58,35,108,114,7
2015-04,G5,7,69,13917044,62.497,12,29,35,5
2015-05,G5,7,105,19705193,88.994,14,39,47,5
2015-04,B5,7,32,2155378,29,6,23,27,9
2015-05,B5,7,45,3328133,38.433,8,30,39,7
2015-06,B5,7,36,3432860,31.333,7,24,28,5
2015-08,B5,7,12,653936,8.333,3,11,11,1
2015-10,B5,7,21,1434628,16.917,4,15,19,6
2015-11,B5,7,29,2422166,26.25,6,17,23,7
2015-12,B5,7,19,1330860,16.667,4,13,16,6
2015-11,T6,7,27,2099357,24.665,11,21,23,2
2015-01,H5,8,23,90031,4.271,9,17,17,1
2015-03,H5,8,31,180259,7.557,17,26,27,1
2015-02,T1,8,55,746016,4.213,8,49,50,1
2015-11,H3,7,154,13588201,147.831,14,101,113,12
2015-03,B6,8,3,16386,0.584,1,3,3,1
2015-01,B6,7,12,1063950,12.667,5,9,10,3
2015-12,G2,8,41,719215,1.567,5,28,31,1
2015-01,G4,8,15,124091,3.006,3,12,12,1
2015-12,T2,7,21,1895612,19.166,5,13,16,5
2015-03,T2,7,18,1599630,16.833,5,16,17,5
2015-04,T2,7,21,1540425,18.666,5,14,17,4
2015-05,T2,7,17,2013378,14.166,6,13,13,4
2015-06,T2,7,19,1355159,15.083,7,14,18,6
2015-07,T2,7,14,904203,12.833,6,10,14,4
2015-09,T2,7,22,2108773,22.166,6,16,20,4
2015-10,T2,7,22,1920310,19.832,6,16,19,4
2015-11,T2,7,26,2658587,27.166,5,15,19,5
2015-11,D1,8,11,136417,0.677,7,9,9,1
2015-08,F2,7,136,25381595,135.665,12,43,65,10
2015-10,T1,8,83,1134775,9.913,8,75,76,1
2015-08,B3,7,88,7600184,96.583,14,47,67,12
2015-11,T1,8,74,824418,7.875,8,65,67,1
2015-06,G2,8,12,178885,2.099,4,10,11,1
2015-07,G2,8,12,109811,0.925,3,9,10,1
2015-09,G2,8,14,220185,1.138,4,13,13,2
2015-08,G2,8,10,142234,1.299,4,9,9,2
2015-03,G2,8,10,155691,0.301,3,9,9,1
2015-10,G2,8,19,281048,1.808,4,17,17,1
2015-01,H2,8,17,90943,0.683,3,5,6,1
2015-04,H2,8,17,103825,1.015,2,5,6,1
2015-02,H2,8,9,67167,0.01,1,1,2,1
2015-03,H2,8,33,348565,1.945,7,9,9,1
2015-05,H2,8,34,352528,1.615,7,12,12,2
2015-06,H2,8,20,197701,1.35,3,7,8,1
2015-07,H2,8,24,168115,2.935,6,9,12,1
2015-08,H2,8,23,179663,1.352,3,8,9,1
2015-10,H2,8,22,161460,1.521,6,7,8,1
2015-11,H2,8,21,158270,2.1,5,8,10,1
2015-12,H2,8,17,81036,1.015,5,7,8,1
2015-06,B6,7,27,3581996,25.334,6,16,21,5
2015-08,B6,7,12,1311029,10.334,5,10,10,2
2015-11,B6,7,26,3883771,24.667,4,11,15,8
2015-10,H4,7,44,7483864,41.833,9,18,21,5
2015-11,H4,7,32,5015867,25.498,7,16,18,5
2015-08,T1,8,86,1153649,6.078,8,78,79,1
2015-12,H5,7,116,12852277,98.992,35,73,85,11
2015-06,B4,7,294,36974482,267.825,19,169,193,15
2015-09,H3,7,107,9539136,104.332,14,73,79,11
2015-02,A1,8,6,118998,0.172,4,5,5,2
2015-01,A1,8,10,146153,0.873,6,10,10,2
2015-07,B6,7,22,2733783,20.001,6,9,15,2
2015-03,T1,8,68,775260,5.475,8,59,61,1
2015-12,G4,8,13,130996,1.076,5,11,11,4
